Country Code,Country Name,Region,rank_balanced,target_tuition_usd,compact_capex_usd_mn,compact_capex_rub_mn,compact_opex_usd_mn,compact_opex_rub_mn,compact_breakeven_students,standard_capex_usd_mn,standard_capex_rub_mn,standard_opex_usd_mn,standard_opex_rub_mn,standard_breakeven_students,campus_capex_usd_mn,campus_capex_rub_mn,campus_opex_usd_mn,campus_opex_rub_mn,campus_breakeven_students
DJI,Djibouti,Middle East & North Africa,97,3000.0,2.2687802618448067,166.40051201264075,0.6911584424353361,50.692048338600316,230.0,5.296950654612017,388.4974300316019,1.277804677195384,93.71879512234736,426.0,15.258535078965378,1119.115893417605,3.246950654612017,238.14305003160192,1082.0
TCD,Chad,Sub-Saharan Africa,98,3000.0,2.081069057732104,152.6330965426803,0.6129454407217099,44.955625226116794,204.0,4.827672644330259,354.07889135670075,1.1109502735396477,81.4810924823825,370.0,14.007127051547359,1027.3331236178688,2.7776726443302593,203.7245113567008,926.0
MDA,Moldova,Europe & Central Asia,99,3000.0,2.1825899194134863,160.07900201349497,0.6552457997556191,48.058085838956224,218.0,5.081474798533715,372.69365503373734,1.2011910394786542,88.09967512310662,400.0,14.683932796089907,1076.9724934232997,3.031474798533715,222.33927503373735,1010.0
BDI,Burundi,Sub-Saharan Africa,100,3000.0,1.9,139.35284,0.5375,39.422185,179.0,4.375,320.87825,0.9500000000000001,69.67642,317.0,12.8,938.79808,2.325,170.52387,775.0
BTN,Bhutan,South Asia,101,3000.0,1.9,139.35284,0.5375,39.422185,179.0,4.375,320.87825,0.9500000000000001,69.67642,317.0,12.8,938.79808,2.325,170.52387,775.0
ZWE,Zimbabwe,Sub-Saharan Africa,102,3000.0,2.208249805272979,161.96099041801924,0.6659374188637412,48.842247674174686,222.0,5.145624513182447,377.3986260450481,1.2239998269093146,89.772553704906,408.0,14.85499870181986,1089.519082786795,3.0956245131824476,227.04424604504814,1032.0
SLE,Sierra Leone,Sub-Saharan Africa,103,3000.0,1.9,139.35284,0.5375,39.422185,179.0,4.375,320.87825,0.9500000000000001,69.67642,317.0,12.8,938.79808,2.325,170.52387,775.0
SDN,Sudan,Sub-Saharan Africa,104,3000.0,2.2876407058753387,167.78380487543848,0.6990169607813911,51.26842036476603,233.0,5.344101764688347,391.9556621885962,1.2945695163336346,94.94838877816755,432.0,15.384271372502258,1128.3378458362565,3.294101764688347,241.60128218859623,1098.0
MDV,Maldives,South Asia,105,4146.193771287104,2.3697965051846435,173.8094069576604,0.7332485438269347,53.779087899025164,177.0,5.549491262961609,407.019667394151,1.367596893497461,100.30447951792037,330.0,15.931976701230958,1168.5085263844028,3.499491262961609,256.66528739415105,844.0
TKM,Turkmenistan,Europe & Central Asia,106,3359.213783830082,2.0318099405045373,149.02025555238856,0.5924208085435572,43.450274813495234,176.0,4.704524851261343,345.04678888097146,1.0671643915595888,78.26967826878985,318.0,13.678732936696914,1003.2475170159237,2.6545248512613426,194.69240888097139,790.0
GNQ,Equatorial Guinea,Sub-Saharan Africa,107,3000.0,2.141175846813758,157.04154483836953,0.6379899361723991,46.792478682653964,213.0,4.977939617034394,365.1000120959238,1.164378530501118,85.3997131896618,388.0,14.407838978758384,1056.7227789224635,2.927939617034394,214.74563209592378,976.0
CPV,Cabo Verde,Sub-Saharan Africa,108,3000.0,2.284869692178905,167.58056875529272,0.6978623717412102,51.18373864803863,233.0,5.337174230447262,391.4475718882318,1.2921063930479155,94.76773444914909,431.0,15.365797947859367,1126.982938368618,3.2871742304472615,241.09319188823176,1096.0
TTO,Trinidad and Tobago,Latin America & Caribbean,109,5752.8282400016915,2.3782003881378793,174.42577798742934,0.7367501617241163,54.0359091614289,128.0,5.570500970344698,408.56059496857335,1.375067011678115,100.85236487771499,239.0,15.98800258758586,1172.6176665828623,3.520500970344698,258.20621496857336,612.0
LBR,Liberia,Sub-Saharan Africa,110,3000.0,2.2691661192739594,166.42881218558156,0.6913192163641497,50.70384007732565,230.0,5.297915298184899,388.5681804639539,1.278147661576853,93.74395083162807,426.0,15.261107461826397,1119.3045612372105,3.247915298184899,238.21380046395393,1083.0
SUR,Suriname,Latin America & Caribbean,111,3452.238329789502,2.0248127757561827,148.50705829995115,0.5895053232317428,43.236442624979645,171.0,4.687031939390456,343.76379574987783,1.0609446895610515,77.81350293328993,307.0,13.632085171707885,999.8262019996744,2.6370319393904564,193.40941574987787,764.0
SYC,Seychelles,Sub-Saharan Africa,112,5263.519644878851,2.417125572628876,177.2806911486632,0.7529689885953648,55.22545631194299,143.0,5.667813931572189,415.69787787165797,1.4096671756701118,103.3900654654784,268.0,16.24750381752584,1191.6504209910881,3.617813931572189,265.343497871658,687.0
PNG,Papua New Guinea,East Asia & Pacific,113,3000.0,2.5602388480463185,187.77713397556997,0.8125995200192991,59.598974156487465,271.0,6.025597120115795,441.93898493892476,1.5368789760411716,112.72023686717327,512.0,17.201592320308787,1261.6267065037996,3.975597120115795,291.5846049389248,1325.0
TLS,Timor-Leste,East Asia & Pacific,114,3000.0,1.9920906222253156,146.10709776024464,0.5758710925938815,42.2364590667686,192.0,4.605226555563289,337.7638944006116,1.0318583308669473,75.68020467577303,344.0,13.413937481502105,983.8264650682977,2.555226555563289,187.4095144006116,852.0
JAM,Jamaica,Latin America & Caribbean,115,3000.0,2.532742687110149,185.7604665463319,0.8011427862958952,58.758696060971616,267.0,5.956856717775372,436.89731636582974,1.5124379440979099,110.92764359673946,504.0,17.018284580734324,1248.182256975546,3.906856717775371,286.5429363658297,1302.0
PRK,"Korea, Dem. People's Rep.",East Asia & Pacific,116,3000.0,2.533111529337388,185.78751876310963,0.801296470557245,58.769967817962346,267.0,5.957778823343469,436.96494690777405,1.512765803855456,110.95169001165301,504.0,17.02074352891592,1248.3626050873975,3.9077788233434694,286.61056690777406,1303.0
LSO,Lesotho,Sub-Saharan Africa,117,3000.0,2.032918629604712,149.10157080227614,0.5928827623352966,43.484156167615055,198.0,4.70729657401178,345.25007700569034,1.0681498929819662,78.34195849091213,356.0,13.686124197364746,1003.7896186818409,2.6572965740117795,194.89569700569035,886.0
BLZ,Belize,Latin America & Caribbean,118,3000.0,2.4137347846156754,177.03199854893825,0.7515561602565313,55.12183439539092,251.0,5.6593369615391875,415.07614637234553,1.4066531418806,103.16900537683398,469.0,16.2248985641045,1189.9924703262548,3.6093369615391877,264.72176637234554,1203.0
CHI,Channel Islands,Europe & Central Asia,119,7595.496452444911,2.427850007932656,178.06725984180954,0.7574375033052733,55.55319326742064,100.0,5.69462501983164,417.6642996045238,1.4192000070512498,104.08923763716403,187.0,16.319000052884373,1196.8942122787303,3.64462501983164,267.3099196045238,480.0
ERI,Eritrea,Sub-Saharan Africa,120,3000.0,2.039669127962483,149.59667665362915,0.5956954699843677,43.69045027234547,199.0,4.724172819906206,346.4878416340728,1.074150335966651,78.78205258100367,358.0,13.731127519749883,1007.0903243575275,2.674172819906206,196.1334616340728,891.0
SWZ,Eswatini,Sub-Saharan Africa,121,3000.0,2.0464136844482135,150.091346706696,0.5985057018534223,43.89656279445666,200.0,4.7410342111205335,347.72451676673995,1.080145497287301,79.22175929484088,360.0,13.776091229654757,1010.3881247113065,2.6910342111205336,197.37013676673996,897.0
SSD,South Sudan,Sub-Saharan Africa,122,3000.0,2.649461037428221,194.32101054472045,0.8497754322617587,62.32558939363352,283.0,6.248652593570553,458.29867636180114,1.6161875888250854,118.53701603975152,539.0,17.79640691618814,1305.2525502981364,4.198652593570552,307.9442963618011,1400.0
GNB,Guinea-Bissau,Sub-Saharan Africa,123,3000.0,2.031506463761435,148.99799747553317,0.5922943599005979,43.44100061480549,197.0,4.703766159403587,344.9911436888329,1.0668946344546089,78.24989331158504,356.0,13.676709758409567,1003.0991298368879,2.6537661594035873,194.63676368883293,885.0
BRB,Barbados,Latin America & Caribbean,124,3930.7905738370196,3.374894802188575,247.52693441379796,1.152039500911906,84.49472433908247,293.0,8.062237005471438,591.3134860344949,2.2610176019454,165.83117059004263,575.0,22.6326320145905,1659.9587094253195,6.012237005471437,440.9591060344949,1530.0
PLW,Palau,East Asia & Pacific,125,3000.0,2.991364003887562,219.3974049555278,0.9922350016198174,72.77408706480323,331.0,7.103410009718904,520.9896623888194,1.920101336788944,140.82714440491358,640.0,20.07576002591708,1472.4285130368519,5.053410009718904,370.6352823888194,1684.0
GRD,Grenada,Latin America & Caribbean,126,3195.2717759246593,2.4941749161811,182.9317673824201,0.7850728817421249,57.580071409341706,246.0,5.860437290452749,429.82556845605023,1.4781554810498667,108.413244339929,463.0,16.761166107874,1229.3242625494674,3.8104372904527493,279.47118845605024,1193.0
CAF,Central African Republic,Sub-Saharan Africa,127,3000.0,2.1855617743697455,160.29696855466486,0.6564840726540606,48.148905231110355,219.0,5.088904435924364,373.2385713866621,1.2038326883286627,88.2934231597021,401.0,14.703745162464969,1078.4256036977656,3.0389044359243638,222.88419138666214,1013.0
SLB,Solomon Islands,East Asia & Pacific,128,3000.0,2.7511359872291967,201.7782173929433,0.892139994678832,65.43275891372637,297.0,6.502839968072992,476.9416934823583,1.7065653219815085,125.16564434928296,569.0,18.47423991486131,1354.967262619622,4.452839968072992,326.5873134823583,1484.0
HTI,Haiti,Latin America & Caribbean,129,3000.0,2.6576139056497152,194.91897125041044,0.8531724606873813,62.57473968767101,284.0,6.269034764124288,459.7935781260261,1.6234345827997467,119.0685366670315,541.0,17.8507593709981,1309.2389550027362,4.219034764124288,309.4391981260261,1406.0
KNA,St. Kitts and Nevis,Latin America & Caribbean,130,5518.1593819685995,2.687686655511307,197.12461498715908,0.8657027731297111,63.49375791131627,157.0,6.344216638778267,465.30768746789767,1.6501659160100504,121.02910887747473,299.0,18.051244370075377,1323.9432465810603,4.294216638778266,314.9533074678976,778.0
ATG,Antigua and Barbuda,Latin America & Caribbean,131,5286.894800145489,2.7192796834917465,199.44176139414526,0.8788665347882276,64.45923558089385,166.0,6.423199208729366,471.1005534853631,1.678248607548219,123.08879457257355,317.0,18.261864556611645,1339.3908892943018,4.373199208729366,320.7461734853631,827.0
STP,São Tomé and Principe,Sub-Saharan Africa,132,3000.0,2.4565954352611863,180.17555296562233,0.7694147646921607,56.43164873567596,256.0,5.766488588152965,422.9350324140558,1.4447514980099432,105.96327596944207,482.0,16.510636235074575,1210.9494997708155,3.7164885881529646,272.58065241405575,1239.0
LCA,St. Lucia,Latin America & Caribbean,133,4365.444394592837,2.3759850839035135,174.2632995997857,0.7358271182931305,53.968209833244046,169.0,5.564962709758783,408.15439899946426,1.3730978523586785,100.70793964425397,315.0,15.97323389269009,1171.5344773319048,3.514962709758783,257.80001899946427,805.0
VCT,St. Vincent and the Grenadines,Latin America & Caribbean,134,3368.555792883534,2.42321031455938,177.72696802691732,0.7555042977330749,55.41140501121555,224.0,5.683025786398449,416.81357006729326,1.4150758351638935,103.78675602392653,420.0,16.2880687637292,1194.6256001794488,3.6330257863984494,266.4591900672933,1079.0
KIR,Kiribati,East Asia & Pacific,135,3000.0,2.5626903856019787,187.95693856543727,0.8136209940008243,59.673892735598855,271.0,6.031725964004946,442.38849641359315,1.539058120535092,112.88006316927756,513.0,17.21793590401319,1262.8254037695815,3.981725964004946,292.03411641359315,1327.0
COM,Comoros,Sub-Saharan Africa,136,3000.0,2.2060786983539282,161.80175362059117,0.6650327909808034,48.77589900857965,222.0,5.14019674588482,377.00053405147787,1.2220699540923807,89.63100988496993,407.0,14.840524655692857,1088.4575041372746,3.0901967458848203,226.64615405147788,1030.0
NRU,Nauru,East Asia & Pacific,137,3000.0,3.178390030351774,233.11456703010833,1.0701625126465721,78.48957126254513,357.0,7.570975075879433,555.2825675752707,2.086346693646021,153.02017736009628,695.0,21.322600202345157,1563.876260200722,5.520975075879433,404.9281875752708,1840.0
WSM,Samoa,East Asia & Pacific,138,3000.0,2.5610660496039226,187.83780391573023,0.8129441873349676,59.62425329822093,271.0,6.027665124009806,442.09065978932557,1.5376142663145977,112.77416570287133,513.0,17.20710699735948,1262.0311727715348,3.977665124009806,291.7362797893256,1326.0
DMA,Dominica,Latin America & Caribbean,139,3373.0855272897484,2.32929106103586,170.83859186418968,0.7163712754316083,52.5412482767457,212.0,5.44822765258965,399.59262966047424,1.3315920542540978,97.66375499039084,395.0,15.661940406905734,1148.7030924279313,3.39822765258965,249.23824966047425,1007.0
TON,Tonga,East Asia & Pacific,140,3000.0,2.7537676711916745,201.97123456881368,0.8932365296631976,65.51318273700569,298.0,6.5094191779791855,477.42423642203414,1.7089045966148215,125.33721517227882,570.0,18.491784474611162,1356.2540437920911,4.459419177979186,327.06985642203415,1486.0
MAF,St. Martin (French part),Latin America & Caribbean,141,4164.256637027377,2.395967586376777,175.72888826818377,0.7441531609903238,54.57887177840991,179.0,5.614918965941943,411.81837067045944,1.3908600767793575,102.01068512727448,334.0,16.10645057584518,1181.3050684545585,3.564918965941943,261.46399067045945,856.0
MHL,Marshall Islands,East Asia & Pacific,142,3000.0,3.1471347740408344,230.82219401334132,1.057139489183681,77.53441583889222,352.0,7.492836935102086,549.5516350333534,2.058564243591853,150.98251245630343,686.0,21.114231826938894,1548.5937734222755,5.442836935102086,399.1972550333534,1814.0
VUT,Vanuatu,East Asia & Pacific,143,3000.0,3.1527329357429954,231.23278334595994,1.0594720565595814,77.70549472748331,353.0,7.506832339357488,550.5781083648998,2.063540387327107,151.34748075196438,688.0,21.151552904953302,1551.3310356397328,5.456832339357488,400.22372836489984,1819.0
TUV,Tuvalu,East Asia & Pacific,144,3000.0,3.306702258741473,242.5254477842311,1.1236259411422802,82.41077157676294,375.0,7.891755646853682,578.8097694605776,2.2004020077701982,161.3854046970943,733.0,22.178015058276486,1626.615465228207,5.841755646853682,428.4553894605777,1947.0
