Country Code,Country Name,Region,rank_balanced,target_tuition_usd,compact_capex_usd_mn,compact_capex_rub_mn,compact_opex_usd_mn,compact_opex_rub_mn,compact_breakeven_students,standard_capex_usd_mn,standard_capex_rub_mn,standard_opex_usd_mn,standard_opex_rub_mn,standard_breakeven_students,campus_capex_usd_mn,campus_capex_rub_mn,campus_opex_usd_mn,campus_opex_rub_mn,campus_breakeven_students
FJI,Fiji,East Asia & Pacific,86,3000.0,2.1986155760759587,161.25438136548468,0.661923156698316,48.547827235618605,221.0,5.121538940189897,375.63210341371166,1.2154360676230742,89.1444567693197,405.0,14.790770507173058,1084.8083557698978,3.071538940189896,225.27772341371164,1024.0
NIC,Nicaragua,Latin America & Caribbean,87,3000.0,2.0385508329345896,149.51465687042136,0.5952295137227455,43.65627536267555,198.0,4.721377082336473,346.2827921760533,1.0731562959418572,78.70914610704119,358.0,13.72367221956393,1006.543525802809,2.6713770823364733,195.92841217605334,890.0
GIN,Guinea,Sub-Saharan Africa,88,3000.0,2.1182838451682695,155.36256302648349,0.6284516021534454,46.09290292770144,209.0,4.920709612920673,360.90255756620866,1.144030084594017,83.90728491242974,381.0,14.25522563445513,1045.5295668432232,2.870709612920673,210.54817756620866,957.0
SOM,"Somalia, Fed. Rep.",Sub-Saharan Africa,89,3000.0,2.1573626797406957,158.22874543782967,0.6447344498919565,47.287145599095695,215.0,5.018406699351739,368.06801359457415,1.178766826436174,86.45500261140415,393.0,14.515751198271303,1064.6374495855312,2.968406699351739,217.7136335945742,989.0
GAB,Gabon,Sub-Saharan Africa,90,3406.2590990097156,2.13870101273962,156.8600315979696,0.636958755308175,46.716848165820664,187.0,4.9717525318490505,364.646228994924,1.1621786779907737,85.2383680870841,341.0,14.391340084930802,1055.5126906531307,2.9217525318490507,214.291848994924,858.0
COG,"Congo, Rep.",Sub-Saharan Africa,91,3000.0,2.085897786461268,152.98725289110067,0.6149574110255285,45.103190371291944,205.0,4.839744466153171,354.96428222775165,1.1152424768544607,81.79589812542281,372.0,14.039318576408455,1029.6941659406712,2.7897444661531705,204.60990222775166,930.0
MWI,Malawi,Sub-Saharan Africa,92,3000.0,1.9563618712479252,143.4866225400593,0.5609841130199688,41.14459439169138,187.0,4.515904678119813,331.21270635014827,1.000099441109267,73.35089336894163,333.0,13.175745808319501,966.3566302670621,2.465904678119813,180.8583263501483,822.0
GMB,"Gambia, The",Sub-Saharan Africa,93,3000.0,1.9012622004310185,139.44541432353245,0.5380259168462578,39.46075763480519,179.0,4.378155501077546,321.1096858088311,0.9511219559386832,69.7587082875844,317.0,12.808414669540124,939.415242156883,2.3281555010775463,170.7553058088311,776.0
BIH,Bosnia and Herzegovina,Europe & Central Asia,94,3694.9848394888436,2.122673330496224,155.68450368258283,0.6302805543734264,46.22704486774284,171.0,4.9316833262405595,361.7074092064571,1.1479318493299766,84.19345438451806,311.0,14.284488869974826,1047.6758378838856,2.881683326240559,211.35302920645702,780.0
MMR,Myanmar,East Asia & Pacific,95,3000.0,1.9,139.35284,0.5375,39.422185,179.0,4.375,320.87825,0.9500000000000001,69.67642,317.0,12.8,938.79808,2.325,170.52387,775.0
YEM,"Yemen, Rep.",Middle East & North Africa,96,3000.0,2.234291362323093,163.87097196168,0.6767880676346221,49.63807331736666,226.0,5.210728405807732,382.1735799041999,1.2471478776205271,91.4703150770489,416.0,15.028609082153952,1102.2522930778666,3.160728405807732,231.81919990419996,1054.0
