Country Code,Country Name,Region,IncomeGroup,student_pool_2026,student_pool_2035,student_pool_2050,student_pool_growth_2026_2050_pct,gdp_pc_ppp,gdp_growth,trade_gdp,services_share,tertiary_enrollment,internet_users,urban_share,gov_effectiveness,reg_quality,rule_of_law,pol_stability,target_tuition_usd,standard_capex_usd_mn,standard_capex_rub_mn,standard_opex_usd_mn,standard_opex_rub_mn,standard_breakeven_students,data_coverage_pct
LKA,Sri Lanka,South Asia,Lower middle income,4033121.650732121,4038519.407450364,4042934.941947297,0.243317510975527,13752.83674038602,5.008719309571589,42.39750087110473,57.46951134715525,20.7412633848006,54.59,20.2996997058686,-1.7659522593021395,-3.554332852363587,-0.6347377002239225,-3.559789001941684,3000.0,4.549851924691344,333.70251962379206,1.012169573223589,74.23616031068161,337.0,100.0
ZMB,Zambia,Sub-Saharan Africa,Lower middle income,5464554.455435373,6950425.412593938,8475900.11559203,55.106883547686,3708.069042956468,3.8200482551859096,62.53488740644427,57.18829340581525,3.96159738763825,17.10099983,45.4703838491279,-4.612790405750275,-3.48670029640198,-3.703891932964328,1.4120910018682462,3000.0,4.517408859977422,331.32302846264,1.0006342613253056,73.39011900893868,334.0,100.0
NPL,Nepal,South Asia,Lower middle income,7015507.81158878,6934803.663157234,6869589.123059433,-2.079944780166976,5046.815929729462,3.6653743074496674,40.52982267719089,55.218460045243646,21.2915596292014,46.32189941,66.772343163029,-5.654626250267029,-4.629896104335781,-3.238686233758927,-1.5832949578762052,3000.0,4.385318998909559,321.63508252842314,0.9536689773900656,69.94551601010602,318.0,100.0
BEN,Benin,Sub-Saharan Africa,Lower middle income,3508785.559058615,4334699.882160702,5159472.980685892,47.04440878028879,3901.3258849439226,7.453115662262007,40.63980224015232,48.87953999339777,10.2350101470947,33.98379898,52.5455354818423,-1.532888889312746,-2.0708540976047543,-3.5399675369262686,-2.425916045904162,3000.0,4.757298241863886,348.91737933196805,1.0859282637738263,79.64588820692201,362.0,100.0
ETH,Ethiopia,Sub-Saharan Africa,,34514312.63868072,42676742.14831792,50834847.67370932,47.28628150843694,2892.2222016826404,7.612774475110726,17.400435858318723,37.471940643257376,5.9192507771213,21.94129944,23.6222839355469,-5.380634665489196,-7.147555947303799,-4.691422879695894,-13.78697443008424,3000.0,4.80206642891301,352.2008393356242,1.1018458413912926,80.8133406526664,367.0,100.0
MRT,Mauritania,Sub-Saharan Africa,Lower middle income,1266844.0673597665,1635473.1401605953,2019318.373129452,59.39754742964689,6482.690167243336,6.307602132908443,93.59883558814715,42.42948331538044,5.97194330025359,45.77939987,60.6068586411829,-5.345190346240997,-6.979757964611054,-4.473955452442168,-3.523967921733853,3000.0,4.538622644921647,332.8789238200753,1.0081769404165857,73.94332624713789,336.0,100.0
NAM,Namibia,Sub-Saharan Africa,Lower middle income,675174.9947837568,746590.0089641985,810779.8198717039,20.08439680610184,10281.335640298836,3.7115450241673074,109.62850981893162,54.45860916977618,26.1092654658031,64.87460327,50.4088030252155,0.2162765935063362,-0.4358255416154864,3.118273138999942,3.8134405016899104,3000.0,4.949302649054625,362.9996737712028,1.1541964974416443,84.652926229761,385.0,100.0
LBN,Lebanon,Middle East & North Africa,Lower middle income,1189219.182032936,1200930.8750409742,1210588.6828530242,1.7969354298134954,11330.26873874222,-0.7605844702573137,104.20641006918235,42.38046233722557,54.4012561547071,80.63400269,90.703695784554,-11.06267309188846,-7.101231455802891,-8.15552628040311,-10.633274078369109,3000.0,4.494530416657391,329.645041067153,0.9924997037004056,72.79350126832105,331.0,100.0
BOL,Bolivia,Latin America & Caribbean,Lower middle income,2827765.5047432394,3026134.88407836,3198976.242125124,13.127352206511556,11329.151806153595,-1.1233559551721155,46.977871614840325,53.36246116287,33.28544998168945,79.70469666,71.2361453773988,-4.476367473602298,-8.23983144760132,-8.53536558151242,-2.1922854483127567,3000.0,4.794945734373653,351.6785819636074,1.09931403888841,80.62764914261598,366.0,93.33333333333331
SLV,El Salvador,Latin America & Caribbean,Upper middle income,1423887.6567610062,1335554.0072160936,1267642.499700165,-10.973137966253654,11669.0817135644,2.602020161210689,84.6596461582312,61.03668716152938,32.8347079463918,66.47769928,75.0674905102199,0.3530731573700905,-2.155337840318677,-2.585501223802567,0.0163267988245933,3000.0,5.142974768539462,377.2042842338509,1.2230576954806978,89.7034543942581,408.0,100.0
GUY,Guyana,Latin America & Caribbean,High income,176224.41118732642,169448.51976365357,164114.90999511746,-6.871636631168299,70516.7215064805,43.81931080243552,194.35075731017207,14.46084584830349,26.4315792489043,83.00080109,26.477717988557,-2.061408996582033,-3.941265106201171,-2.395630389451978,-0.38620426133275,12693.00987116649,4.916003794080073,360.5574158714912,1.1423569045618036,83.78456786541909,90.0,100.0
HND,Honduras,Latin America & Caribbean,Lower middle income,2613410.229553889,2840994.5514877574,3042269.229317932,16.40993805389863,6585.855357178611,3.553970032966689,91.1101585856976,58.40900330016356,23.3177890777588,58.62269974,58.7850728104829,-5.566559314727782,-3.856208503246308,-7.66505694389344,-3.21452012658119,3000.0,5.309700539847917,389.43255251438967,1.282337969723704,94.05128311622744,427.0,100.0
NER,Niger,Sub-Saharan Africa,Low income,6909842.713583182,9579637.569739835,12554562.410432218,81.69100124019899,1803.4369300531985,10.300000000779292,49.97598373513892,45.02858336126775,4.15170730347346,15.55760002,18.0497398450803,-4.486411511898043,-5.718477010726928,-4.9566208720207205,-11.68201720714567,3000.0,4.864060589437749,356.74771424748644,1.1238882095778662,82.43000728799518,375.0,100.0
BFA,Burkina Faso,Sub-Saharan Africa,Low income,6021275.985030509,7655072.241076744,9331696.242339756,54.9787165633876,2547.672328522092,4.799809516671587,60.50242229123484,43.947133130068536,10.0419678526515,28.25270081,28.3352514896662,-5.783592402935026,-3.399434864521024,-5.192452788352963,-14.246621131897,3000.0,4.775943528246238,350.2848917582807,1.0925576989319956,80.1321148473887,364.0,100.0
MDG,Madagascar,Sub-Saharan Africa,Low income,8003791.130121109,9731487.173891708,11430878.46356616,42.81830044949204,1657.0497062296852,4.199999999886472,54.979588143715205,47.71761506144672,6.1466638463036,18.67790031,32.4339893339844,-7.159432888030992,-5.5968261957168615,-6.824622154235838,-4.835219562053679,3000.0,4.552041421620694,333.8631052107795,1.0129480610206911,74.29325740827717,338.0,100.0
TGO,Togo,Sub-Saharan Africa,Low income,2280673.811464389,2790010.679796143,3293926.044011381,44.42775759749691,2960.7754256910853,6.532045055637909,61.57509239689401,49.160730242495966,14.9029897765252,39.48320007,43.8148491605996,-4.046364307403565,-3.452611356973646,-3.69249814748764,-6.67936599254608,3000.0,4.746740440114937,348.1430321436139,1.082174378707533,79.37056476217381,361.0,100.0
AFG,Afghanistan,Middle East & North Africa,Low income,11161151.977243043,13757082.581672972,16343846.538260529,46.43512221305384,1983.8126199290875,2.266943736491882,67.58466515163852,46.37436986919928,10.85435962677,16.09499931,25.7007352636188,-13.90909588336947,-8.864976763725249,-11.54748642444614,-17.38856387138367,3000.0,4.375,320.87825,0.95,69.67642,317.0,100.0
MLI,Mali,Sub-Saharan Africa,Low income,6143312.289378168,8145121.861980771,10283038.359820535,67.38589665382932,2916.185295371537,4.992269174829218,49.8960414309506,36.31495770028896,5.12750941173932,36.80149841,31.6075621182225,-7.97018659114839,-4.756928801536561,-6.843548238277436,-19.1039535999298,3000.0,4.736010426050509,347.3560542840781,1.0783592625957366,79.09075041211666,359.0,100.0
BWA,Botswana,Sub-Saharan Africa,Upper middle income,610514.0532354573,649287.1352754808,682871.4268204255,11.851876824375427,18068.505071428324,-2.989868794679282,71.10525790521241,63.49448699832582,21.4087908549348,57.45950036,67.4623537838418,3.015798956155776,3.482043564319614,2.733054667711256,7.269079923629791,3252.330912857098,4.936175224936163,362.0368612276279,1.149528968866191,84.31059288093435,353.0,100.0
LAO,Lao PDR,East Asia & Pacific,Lower middle income,1779245.2797076409,1857157.2994392167,1923454.1710682355,8.105059656771463,8600.324546655535,4.130192644369373,75.09189092041244,43.53465035847397,14.8841695785522,65.59269714,39.5552154401406,-4.502950191497799,-6.494585394859316,-5.830338716506956,5.701232373714445,3000.0,4.375,320.87825,0.95,69.67642,317.0,100.0
MOZ,Mozambique,Sub-Saharan Africa,Low income,8626711.327155583,10783148.463194678,12960759.697194722,50.2398678439165,1500.3142744635054,2.14854964610538,95.65942035119404,41.096446399804535,7.4630510423433,20.52729988,36.4332337447237,-5.016402363777161,-4.959698796272277,-7.1842640638351085,-8.880839109420812,3000.0,4.983043137373361,365.4743226502568,1.1661931155105285,85.532801386758,389.0,100.0
TJK,Tajikistan,Europe & Central Asia,Lower middle income,2223435.918779115,2332898.589645996,2426503.526254907,9.1330541960164,4755.932967047187,8.399999809839812,65.63470103673535,34.70826662007408,35.6398418742497,55.79339981,26.1788063651548,-5.406226038932802,-8.24756026268006,-8.940618515014622,-3.3097505271434797,3000.0,4.375,320.87825,0.95,69.67642,317.0,100.0
FJI,Fiji,East Asia & Pacific,Upper middle income,188568.6829544088,186270.84873339423,184415.25563178305,-2.2026071654909773,13592.463593743454,3.530858960763524,98.42496729666526,54.56842105263158,75.0089752283697,74.7052002,59.0766602292457,3.4354507923126225,-0.6315616741776467,2.134327679872514,5.210404217243196,3000.0,5.121538940189897,375.63210341371166,1.2154360676230742,89.1444567693197,405.0,93.33333333333331
NIC,Nicaragua,Latin America & Caribbean,Lower middle income,1554387.2231511355,1604758.7835535803,1647177.026128705,5.969542311951148,7661.602027228183,3.5878302292344983,98.52583771001588,46.82840693825443,30.3635101318359,61.39550018,59.2628402709961,-7.594618916511549,-6.146411955356597,-8.947308421134931,-0.8788503259420362,3000.0,4.721377082336473,346.2827921760533,1.0731562959418572,78.70914610704119,358.0,100.0
GIN,Guinea,Sub-Saharan Africa,Lower middle income,3702424.832673872,4450911.008528358,5179252.35063191,39.88811615903845,4016.341913860717,5.350046590517081,97.77781773127477,36.3402000064846,10.8547201156616,33.30469894,38.0713036688655,-6.355570197105409,-7.532402038574208,-7.79776275157929,-6.145126044750215,3000.0,4.920709612920673,360.9025575662087,1.144030084594017,83.90728491242974,381.0,100.0
SOM,"Somalia, Fed. Rep.",Sub-Saharan Africa,Low income,4715170.975733573,6220087.699492499,7819620.455400051,65.83959512058833,1409.3349223328275,4.111393357794711,130.32506058327067,47.880788964975935,2.41033005714417,27.94020081,54.6176465524521,-13.861417889595009,-13.15872740745542,-15.48403263092042,-16.643206357955936,3000.0,5.018406699351739,368.06801359457415,1.178766826436174,86.45500261140415,393.0,93.33333333333331
GAB,Gabon,Sub-Saharan Africa,Upper middle income,544384.9638366669,623906.4007787519,697854.3412757873,28.191332904846035,18923.66166116509,3.3940389959240065,92.04680551512556,36.82191091358106,7.65526008605957,68.72090149,91.8632094677575,-5.458665072917938,-4.933736920356749,-6.108853518962859,-2.348691105842592,3406.259099009716,4.9717525318490505,364.646228994924,1.1621786779907737,85.2383680870841,341.0,100.0
COG,"Congo, Rep.",Sub-Saharan Africa,Lower middle income,1493141.481962807,1885949.2934634855,2286564.0951732104,53.137805277997565,6181.4707163596695,2.579669439217213,93.18812208397524,45.01837302083081,10.3812103271484,47.25159836,63.8866111699904,-9.34001183509828,-8.67584443092346,-7.144111275672911,0.1341340467333797,3000.0,4.839744466153171,354.96428222775165,1.1152424768544609,81.79589812542281,372.0,100.0
MWI,Malawi,Sub-Saharan Africa,Low income,5806813.026230989,7500644.840563691,9265322.658349292,59.559514254983824,1634.24660266597,1.673434085291504,42.43766839909665,44.20655908107665,2.70813684546823,18.96159935,17.268503531213,-6.016545832157133,-5.406174302101132,-1.088468566536904,-1.649309486150739,3000.0,4.515904678119813,331.21270635014827,1.000099441109267,73.35089336894163,333.0,100.0
GMB,"Gambia, The",Sub-Saharan Africa,Low income,693385.3777308834,841927.6443058148,987850.009344994,42.46767253410386,3057.6841774689096,5.55126069510321,42.17061722748818,56.78981923120492,13.4765901565552,49.49430084,64.2994103409645,-4.134154200553895,-4.47711473703384,-2.620201826095581,-0.0841395063325761,3000.0,4.378155501077546,321.1096858088311,0.9511219559386832,69.7587082875844,317.0,100.0
BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,393759.1847906579,331138.87481329066,287733.7079335932,-26.92647713435133,20527.6935527158,2.9715174617652025,95.15629571081716,56.55885660469075,45.5027618408203,86.10091103,52.1224302754935,-6.77468776702881,-0.9890377819538088,-2.462736815214157,-2.473613232374193,3694.984839488844,4.93168332624056,361.7074092064571,1.1479318493299766,84.19345438451806,311.0,100.0
MMR,Myanmar,East Asia & Pacific,Lower middle income,10834458.717340527,10651048.056399208,10503611.722094914,-3.0536550452316846,5276.294339878527,-0.9720464136336204,98.42496729666526,41.353452684918935,20.3723297119141,45.4477005,30.4499084074136,-12.269614100456227,-10.05794548988341,-11.31858599185944,-14.87689089775084,3000.0,4.375,320.87825,0.95,69.67642,317.0,93.33333333333331
YEM,"Yemen, Rep.",Middle East & North Africa,Low income,9641639.498486925,11257061.998902168,12785980.193654263,32.612095646811824,14138.417778599354,0.7524475929625538,56.07782272150765,41.81186184279609,8.80690002441406,17.49099922,36.8077517596594,-15.927942991256728,-12.9013550281525,-12.872833847999582,-17.94057083129885,3000.0,5.210728405807732,382.1735799041999,1.2471478776205271,91.4703150770489,416.0,93.33333333333331
DJI,Djibouti,Middle East & North Africa,Lower middle income,281208.6439636492,314290.64087444847,344328.6894122935,22.445983366287827,6871.124404531289,6.980484672763339,241.23746309828667,76.08475938762741,5.16012001037598,65.29889679,72.9052635052978,-5.120327889919285,-6.531374454498292,-7.876174092292799,-3.616906881332395,3000.0,5.296950654612017,388.4974300316019,1.277804677195384,93.71879512234736,426.0,100.0
TCD,Chad,Sub-Saharan Africa,Low income,5120974.867645802,7148272.894089914,9421995.467788896,83.98831689873816,2412.8658553920027,4.199258540858651,47.86798929516993,29.781004684500047,4.39665967267065,12.62689972,26.9315292389497,-10.3540412187576,-8.09494495391848,-9.47967457771299,-10.91624033451077,3000.0,4.827672644330259,354.07889135670075,1.1109502735396477,81.4810924823825,370.0,100.0
MDA,Moldova,Europe & Central Asia,Upper middle income,302579.4459833638,227771.3317323488,181093.55833971692,-40.15007934488924,16376.61137042646,0.1030593643712052,88.66611542868309,62.26595667893283,74.7109378669046,77.3687973,43.516471862793,-1.154663965106008,0.7384863719344161,-1.0686100721359282,-4.785897254943847,3000.0,5.081474798533715,372.6936550337373,1.2011910394786542,88.09967512310662,400.0,100.0
BDI,Burundi,Sub-Saharan Africa,Low income,3429191.205492628,4525622.998296504,5691467.464363393,65.97113206307121,1051.25931339275,4.112273762649437,60.50242229123484,43.22195252648998,6.38454008102417,8.595999718,24.8302838651025,-8.400793910026561,-6.900111198425291,-8.757394194602968,-8.206820845603941,3000.0,4.375,320.87825,0.95,69.67642,317.0,93.33333333333331
BTN,Bhutan,South Asia,Lower middle income,171686.86445089334,160943.99370875812,152689.27764881516,-11.065253514203444,14610.29591195358,4.632157045239268,81.73662786885451,52.790780093676815,13.011259392916,91.27739716,42.5645249803412,3.964137375354766,-2.807215869426724,4.673852801322936,6.879602968692781,3000.0,4.375,320.87825,0.95,69.67642,317.0,100.0
ZWE,Zimbabwe,Sub-Saharan Africa,Lower middle income,4165809.418024264,4963448.823618193,5733063.448510989,37.62183703617514,5215.253010757424,1.7423952488079095,41.48653126563136,50.605296083734366,7.74912957845971,41.64279938,39.8933716820696,-8.19234454631803,-9.36851048469546,-8.93999767303468,-6.541132271289826,3000.0,5.145624513182447,377.3986260450481,1.2239998269093146,89.772553704906,408.0,100.0
SLE,Sierra Leone,Sub-Saharan Africa,Low income,2203886.4832447176,2690328.0932671987,3170617.271206858,43.864817689650295,3098.762906096628,4.293223366901628,40.545445045216574,42.56504346784308,1.98783004283905,25.10499954,45.3626823156371,-8.0890861749649,-7.449259281158449,-5.83074301481247,-1.670821055769922,3000.0,4.375,320.87825,0.95,69.67642,317.0,100.0
SDN,Sudan,Sub-Saharan Africa,Low income,12593443.033909706,14994998.841400215,17310746.975058634,37.45841330640787,1861.39794921875,-13.964337519717915,1.99541210225008,54.66663365270762,15.8645696640015,18.60000038,34.8673015510839,-13.839434742927573,-11.2219741344452,-11.7192401885986,-17.268572807311983,3000.0,5.344101764688347,391.9556621885962,1.2945695163336346,94.94838877816755,432.0,100.0
MDV,Maldives,South Asia,Upper middle income,85479.66155111471,70041.29734860251,59600.94241171013,-30.274709410179117,23034.40984048391,3.494404226542855,156.47395574101117,72.09732607678175,48.4968654322788,85.23999786,41.9982152717385,-0.8958143740892428,-4.704275727272037,-0.5502106696367267,3.7108463644981393,4146.193771287104,5.549491262961609,407.019667394151,1.367596893497461,100.30447951792036,330.0,100.0
TKM,Turkmenistan,Europe & Central Asia,Upper middle income,1340856.7801537532,1262097.4777781211,1201344.6805025311,-10.404698079329888,18662.29879905601,6.2994265836888985,28.734607630305213,50.35063691273102,20.4250351701637,17.99029922,47.0875253910294,-8.4454970359802,-14.47668313980105,-10.40604758262636,-0.779971748590468,3359.213783830082,4.704524851261343,345.04678888097146,1.0671643915595888,78.26967826878985,318.0,100.0
GNQ,Equatorial Guinea,Sub-Saharan Africa,Upper middle income,407026.6284258856,503581.9649547525,600140.0718469777,47.444916360369184,15454.42849356404,0.907248245986736,60.54145109759066,51.09751501646961,1.84452998638153,63.29930115,71.3574028749806,-9.24244368076323,-10.32098138332366,-9.370805263519278,-1.647599354386328,3000.0,4.977939617034394,365.1000120959238,1.164378530501118,85.3997131896618,388.0,100.0
CPV,Cabo Verde,Sub-Saharan Africa,Upper middle income,107958.24316156136,99892.82156540646,93771.60741997116,-13.1408545805619,9848.952763509347,7.243885389909451,96.50535366786292,68.72455454046235,24.2905954414767,74.73519897,76.7721471004354,0.0957366535440084,1.700317516922948,2.800740420818326,6.322718977928163,3000.0,5.337174230447262,391.4475718882318,1.2921063930479155,94.76773444914907,431.0,100.0
TTO,Trinidad and Tobago,Latin America & Caribbean,High income,206788.28072762996,183932.2249257324,167223.68943851886,-19.13289822319445,31960.156888898287,2.509208139795689,78.03680761820395,59.181769491509215,23.8493010569383,82.15989685,53.961056681951,-0.3055027835071086,-0.915145277976993,-1.9850994646549225,2.809536725282672,5752.828240001692,5.570500970344698,408.56059496857335,1.375067011678115,100.852364877715,239.0,93.33333333333331
LBR,Liberia,Sub-Saharan Africa,Low income,1439209.5650249445,1836529.8227448848,2245707.1052647294,56.03753336824211,1646.0586136660083,4.021854649648347,60.50242229123484,41.92692282672556,10.838520055325,32.23360062,55.5387986654968,-9.48755025863645,-6.465898990631102,-7.221415281295812,-0.8134660795331,3000.0,5.297915298184899,388.5681804639539,1.278147661576853,93.74395083162808,426.0,93.33333333333331
SUR,Suriname,Latin America & Caribbean,Upper middle income,134342.68111161052,142480.77209309605,149511.3351539083,11.291016314983173,19179.101832163906,1.7209573701173897,90.9613941465855,50.84586814803813,2.56642457392281,87.4,65.7641857200885,-6.770666897296905,-5.096388757228852,-0.4358021505177017,2.889169305562974,3452.238329789502,4.687031939390456,343.76379574987783,1.0609446895610517,77.81350293328993,307.0,100.0
SYC,Seychelles,Sub-Saharan Africa,High income,20380.487015645187,22672.697447412625,24744.85011180596,21.41442004212386,29241.77580488251,3.4656806641534104,188.3691852974113,65.76557570278855,14.5342502593994,87.81800079,45.2898622460415,4.373209238052368,1.477525785565375,3.030545830726624,5.344503581523897,5263.519644878851,5.667813931572189,415.697877871658,1.4096671756701118,103.3900654654784,268.0,100.0
PNG,Papua New Guinea,East Asia & Pacific,Lower middle income,2493027.9476012965,2850703.831755329,3182592.795008,27.65973193642608,4288.528289881756,3.799795600868876,131.0829110162487,42.02738070464117,1.94981002807617,18.81159973,15.4061816403333,-5.616729855537415,-4.498957693576815,-3.778639137744905,-3.351913750171658,3000.0,6.025597120115795,441.9389849389248,1.5368789760411716,112.72023686717328,512.0,100.0
TLS,Timor-Leste,East Asia & Pacific,Lower middle income,372459.7596294619,439974.2591369842,504586.4710113978,35.47409027847219,3890.9576343418657,-9.100693697727351,95.44850212862212,71.63052024185393,30.9611108169641,35.04199982,28.6641074179574,-5.893680870532988,-3.415493100881576,-5.838153898715972,1.821291685104367,3000.0,4.605226555563289,337.7638944006116,1.0318583308669471,75.68020467577303,344.0,100.0
JAM,Jamaica,Latin America & Caribbean,Upper middle income,558924.064154352,497811.08412230486,453078.8213903287,-18.93732074752701,11340.263880045086,-0.5350390638674867,78.03680761820395,59.95832658230936,26.2334142821948,90.10870361,58.9301585439922,2.8510332107543936,0.686234049499035,-1.221616014838219,2.693861305713656,3000.0,5.956856717775372,436.89731636582974,1.51243794409791,110.92764359673946,504.0,93.33333333333331
PRK,"Korea, Dem. People's Rep.",East Asia & Pacific,Low income,4235091.557125711,3867724.4767475063,3592355.8791671344,-15.17642934725102,13592.463593743454,3.264209418402281,98.42496729666526,59.1528957274226,26.7206192016602,0.0,63.8589748211522,-10.388698220253008,-16.70431256294248,-11.50007879734042,-2.5631870031356816,3000.0,5.957778823343469,436.9649469077741,1.512765803855456,110.951690011653,504.0,66.66666666666667
LSO,Lesotho,Sub-Saharan Africa,Lower middle income,556858.452945052,572586.3080948164,585780.1475794838,5.193724631721763,2640.2854455253578,2.854522531795453,141.51375589724964,48.04396286850516,9.93844298033582,51.79660034,43.6780334209246,-6.675244152545927,-4.131046235561371,-3.360120296478274,-2.14032560586929,3000.0,4.70729657401178,345.25007700569034,1.0681498929819662,78.34195849091213,356.0,100.0
BLZ,Belize,Latin America & Caribbean,Upper middle income,98117.4564235909,106296.29509375108,113506.08654070772,15.683886107566124,12621.408196189694,3.5046643502389543,108.97244652147604,62.440963096945154,24.8098643151325,80.00582262,41.7532107338224,-2.63418245315552,-3.014079958200458,-4.449283242225647,4.09728044271469,3000.0,5.659336961539188,415.07614637234553,1.4066531418806,103.16900537683398,469.0,100.0
CHI,Channel Islands,Europe & Central Asia,High income,22157.57842182455,21807.274206304315,21525.37477353748,-2.853216340935372,42197.20251358284,3.7150059036726617,105.33256455543818,91.18101004117474,75.1643373416554,91.60810962,32.7056211227456,5.076377660036088,5.203724116086962,4.309919238090515,3.7608208060264583,7595.496452444911,5.69462501983164,417.6642996045238,1.4192000070512498,104.08923763716405,187.0,40.0
ERI,Eritrea,Sub-Saharan Africa,Low income,959505.7021915392,1162921.999576403,1362402.439128454,41.99003049348087,3710.665991204799,8.679800101380494,47.39379011886839,47.880788964975935,3.20262002944946,14.34939957,34.5365524291992,-12.55629289150236,-16.540951013565092,-12.33439028263092,-5.54937434196472,3000.0,4.724172819906206,346.4878416340728,1.074150335966651,78.78205258100367,358.0,86.66666666666667
SWZ,Eswatini,Sub-Saharan Africa,Lower middle income,298829.7234150106,305584.3082862502,311221.10617430496,4.14663662559609,10380.396663051582,2.9739107597398515,107.48062105387932,51.363374494612856,6.43545771863543,63.40309906,26.2498461258639,-6.194708287715913,-5.022303283214567,-4.184222519397739,-2.5031388998031643,3000.0,4.7410342111205335,347.72451676673995,1.080145497287301,79.22175929484088,360.0,100.0
SSD,South Sudan,Sub-Saharan Africa,Low income,3337457.375164565,4752088.983213103,6368906.108919127,90.83108465482906,3710.665991204799,-10.793364627114316,65.55134918450028,56.550451259454434,9.74153350922586,6.671000004,21.3768190444906,-16.29521775245665,-14.82071471214292,-14.96765065193174,-15.302755117416408,3000.0,6.248652593570553,458.29867636180114,1.6161875888250854,118.53701603975152,539.0,86.66666666666667
GNB,Guinea-Bissau,Sub-Saharan Africa,Low income,552014.3138605776,670583.2535509546,787112.4947885401,42.58914579293703,2744.27981043716,4.146311372173315,38.80658478900153,37.88481072220083,2.62031006813049,29.77739906,46.113204421822,-10.02809000015256,-8.74912631511688,-10.05505824089053,-2.293656677007675,3000.0,4.703766159403587,344.9911436888329,1.0668946344546089,78.24989331158504,356.0,100.0
BRB,Barbados,Latin America & Caribbean,High income,44888.68369143023,44289.20417154603,43805.64436990738,-2.4127223889383487,21837.725410205665,2.482262139618598,78.03680761820395,75.53430558611906,50.801079116886,70.36470032,59.5397032429174,2.663102716207507,3.521754086017608,2.8993677198886894,8.30989980697632,3930.79057383702,8.062237005471438,591.3134860344949,2.2610176019454,165.83117059004263,575.0,93.33333333333331
PLW,Palau,East Asia & Pacific,High income,2567.003828422423,2378.228328017567,2234.7861825055843,-12.941844583107075,16425.97227144462,2.215998001704847,106.69759028159368,74.76885391016678,71.8428437792329,83.92549896,79.2095042878667,3.096127897500995,2.809487491846084,6.5482744574546805,7.565450191497801,3000.0,7.103410009718904,520.9896623888194,1.920101336788944,140.82714440491358,640.0,100.0
GRD,Grenada,Latin America & Caribbean,Upper middle income,20537.46011432415,18567.034009528757,17104.178931042177,-16.717165434139446,17751.509866248107,3.963325163981878,78.03680761820395,65.71008968246683,99.9891967773438,70.16159821,36.5628000454229,-0.0423923619091511,2.202856242656706,4.234645068645474,7.1261343955993794,3195.27177592466,5.860437290452749,429.82556845605023,1.4781554810498667,108.413244339929,463.0,93.33333333333331
CAF,Central African Republic,Sub-Saharan Africa,Low income,1424136.3051592512,1667036.8211531874,1897493.8138746845,33.23821652468168,1111.2194163888284,1.4999999984753458,46.43189998022507,42.08031552554489,2.77519989013672,13.78250027,44.1243555638904,-12.14506435394287,-10.27890682220458,-12.31650769710543,-15.421749830245991,3000.0,5.088904435924364,373.2385713866621,1.2038326883286627,88.2934231597021,401.0,100.0
SLB,Solomon Islands,East Asia & Pacific,Lower middle income,198058.75718338872,247311.2091715805,296998.26625791145,49.954624820205055,2353.2480822924267,2.997559876041038,111.35297206445496,46.92086349881877,38.093350068095845,29.04070091,30.6617188562194,-5.135224759578704,-5.460424959659578,-1.840405941009524,3.1210907101631173,3000.0,6.502839968072992,476.9416934823583,1.7065653219815085,125.16564434928296,569.0,93.33333333333331
HTI,Haiti,Latin America & Caribbean,Lower middle income,2752914.3678876776,2897941.8985072183,3022346.600514953,9.78716358816538,2809.64535578242,-4.16963395808132,22.24788537261069,48.31296155859748,1.05140995979309,47.8614006,55.0372652481002,-15.57733750343323,-9.73421227931978,-9.545252680778502,-10.041652560234049,3000.0,6.269034764124288,459.7935781260261,1.6234345827997467,119.0685366670315,541.0,100.0
KNA,St. Kitts and Nevis,Latin America & Caribbean,High income,7701.968588896084,6792.75999063475,6133.432540808422,-20.365391392909828,30656.441010936665,0.3122268558581709,78.03680761820395,66.13110264152189,93.92236328125,76.88400269,31.795061903951,2.6628757417202014,3.793502211570743,3.356832921504972,6.463752746582032,5518.1593819686,6.344216638778267,465.30768746789767,1.6501659160100504,121.02910887747473,299.0,93.33333333333331
ATG,Antigua and Barbuda,Latin America & Caribbean,High income,16266.3433792471,15527.66874753055,14950.22064049898,-8.09107927985372,29371.63777858605,3.6563876595697735,117.70352776835269,69.06171407890508,25.1156271899089,72.73040009,24.3906919254799,2.6628757417202014,3.822257459163669,2.6501522362232186,6.463752746582032,5286.894800145489,6.423199208729366,471.1005534853631,1.678248607548219,123.08879457257356,317.0,100.0
STP,São Tomé and Principe,Sub-Saharan Africa,Lower middle income,60321.21567477112,75934.24250281046,91806.73830534476,52.19643251278543,5491.29829852275,1.0999994010075085,60.50242229123484,80.34174930688846,12.8210802078247,59.11759949,68.8710170184884,-6.317046701908111,-6.581653058528898,-4.863875508308411,3.08493521809578,3000.0,5.766488588152965,422.9350324140558,1.4447514980099432,105.96327596944208,482.0,93.33333333333331
LCA,St. Lucia,Latin America & Caribbean,Upper middle income,32395.24021827841,28604.8611464833,25853.116180740733,-20.194707597341434,24252.468858849097,3.891750242188977,78.03680761820395,75.89818771458503,15.0396404266357,68.20500183,29.0973354237452,0.5168423429131508,2.7802520096302,4.235196650028232,7.1261343955993794,4365.444394592837,5.564962709758783,408.15439899946426,1.3730978523586783,100.70793964425395,315.0,93.33333333333331
