Country Code,Country Name,Region,IncomeGroup,student_pool_2026,student_pool_2035,student_pool_2050,student_pool_growth_2026_2050_pct,gdp_pc_ppp,gdp_growth,trade_gdp,services_share,tertiary_enrollment,internet_users,urban_share,gov_effectiveness,reg_quality,rule_of_law,pol_stability,target_tuition_usd,standard_capex_usd_mn,standard_capex_rub_mn,standard_opex_usd_mn,standard_opex_rub_mn,standard_breakeven_students,data_coverage_pct
QAT,Qatar,Middle East & North Africa,High income,401295.70574988186,362247.3796494706,333299.1588909275,-16.944249809973044,110889.79270169129,2.359705869265966,100.21364084561216,46.06970587350455,43.0178909301758,98.08540344,99.3219891728394,8.38188827037814,6.839286208152769,6.530195355415346,6.953667998313904,14000.0,5.987874682530468,439.1722855656416,1.523466553788611,111.73652153445036,109.0,100.0
MNG,Mongolia,East Asia & Pacific,Upper middle income,600004.6480669972,596356.2592682597,593392.7572271497,-1.101973269898604,16842.650587379678,5.122045391226607,138.44837914124938,44.340718599568326,69.044059753418,85.12349701,70.9566040039062,-3.3007504045963296,-1.228742763400075,-1.2913649827241869,4.148688495159153,3031.6771057283418,4.836746935100031,354.7444325092026,1.1141766880355668,81.71772933660539,368.0,100.0
KEN,Kenya,Sub-Saharan Africa,Lower middle income,14818884.70248112,18112931.25634745,21369282.11855317,44.20303921370898,5845.201177178245,4.724739947101384,40.18601399687559,55.303535805589554,10.4185962462804,34.97622513,31.8937831721599,-2.125236392021176,-2.735646098852156,-2.283551514148709,-6.564403414726256,3000.0,4.694275472890416,344.2950625734855,1.063520168138815,78.00239780390596,355.0,100.0
KGZ,Kyrgyz Republic,Europe & Central Asia,Lower middle income,1402717.7111506085,1462481.254196653,1513280.4695377515,7.882039095125703,7048.989521112644,9.040135561200117,127.65057780285888,52.1398197179977,53.8761747562613,92.0286026,34.7219977865937,-6.235095143318175,-4.317042648792266,-8.218857169151299,-3.36853837966919,3000.0,4.60923819679333,338.0581226103312,1.0332846921931842,75.78481915034001,344.0,100.0
IRQ,Iraq,Middle East & North Africa,Upper middle income,11187614.728944708,13299476.26383081,15332743.438936422,37.05104984771594,12725.043126039314,-1.5452519831830358,70.70874347489435,45.76618170303999,15.5580997467041,81.47450256,69.8861494108913,-9.72724449634553,-10.06829118728636,-11.852167963981657,-16.89168667793271,3000.0,5.139563347978088,376.9540783687657,1.2218447459477648,89.61449230889448,407.0,100.0
AZE,Azerbaijan,Europe & Central Asia,Upper middle income,1683501.6591374257,1542321.2040012588,1436179.1142900027,-14.690959376549896,22072.14911571765,4.07140205008956,82.6898691594703,42.3163443805061,41.3413783372226,90.80000181,58.573795837717,-0.2284955345094204,-0.761666975915433,-3.966102540493009,-5.115277290344235,3972.986840829176,4.556442082182427,334.185865498755,1.0145127403315295,74.40801662177957,255.0,100.0
ECU,Ecuador,Latin America & Caribbean,Upper middle income,3856019.879839804,3976855.851466113,4078512.62635076,5.770010358976663,13935.539112540237,-2.001254763410259,57.2031395531255,57.15664402450104,67.8851161961618,77.17273115,63.2376932397602,-3.459714949131014,-5.027406871318818,-6.7045355439186105,-2.366979867219926,3000.0,5.203008500976194,381.6073742921976,1.2444030225693137,91.2689975261147,415.0,100.0
TZA,Tanzania,Sub-Saharan Africa,Lower middle income,17156018.695715252,21755799.356348667,26464786.158671107,54.25948542059316,3713.26293945313,5.526313830594503,41.513120720824354,29.563074223197432,4.01880979537964,31.16209984,36.1684458862992,-3.185566484928128,-4.118762910366055,-2.614488035440442,-0.3692612051963806,3000.0,4.515217661520952,331.16231807952806,0.9998551685407828,73.33297753938776,333.0,100.0
BGD,Bangladesh,South Asia,Lower middle income,40369237.09038298,42233553.05523561,43823387.8829505,8.556393535092077,8486.784956605168,4.223259112501609,26.77807580404776,51.41665550465746,23.7295608009814,53.42171316,32.6783196323307,-4.881338775157929,-6.399070858955383,-3.5186006426811245,-6.360597014427186,3000.0,4.459769976330058,327.0955852359612,0.9801404360284652,71.88702808389735,327.0,100.0
ARM,Armenia,Europe & Central Asia,Upper middle income,459083.6630131549,424148.125579501,397671.7586531452,-13.377061591984797,20078.784898484384,5.900000000462285,150.06472658874205,61.98936974538848,52.7748065090859,81.33930206,65.8113671449901,-1.2889097779989271,0.333445131778717,-0.854125857353209,-5.804947614669799,3614.181281727189,4.937011367978623,362.0981869684769,1.1498262641701769,84.33239758879178,318.0,100.0
