Country Code,Country Name,Region,IncomeGroup,SpecialNotes,population_total,population_total_year,gdp_pc_ppp,gdp_pc_ppp_year,gdp_growth,gdp_growth_year,trade_gdp,trade_gdp_year,services_share,services_share_year,urban_share,urban_share_year,internet_users,internet_users_year,tertiary_enrollment,tertiary_enrollment_year,gov_effectiveness,gov_effectiveness_year,rule_of_law,rule_of_law_year,reg_quality,reg_quality_year,pol_stability,pol_stability_year,price_level_index,price_level_index_year,cohort_1519,cohort_1519_year,cohort_2024,cohort_2024_year,cohort_2529,cohort_2529_year,student_pool,student_pool_year,student_pool_2026,student_pool_2035,student_pool_2050,population_total_2026,population_total_2035,population_total_2050,student_pool_growth_2026_2035_pct,student_pool_growth_2026_2050_pct,student_share_2026_pct,student_share_2050_pct,is_unfriendly,has_existing_mgimo_branch,is_domestic_russia,is_non_sovereign_or_special,eligible,eligibility_reason,data_coverage_pct,demo_score,education_score,economy_score,operations_score,target_tuition_usd,price_level_multiplier,compact_capex_usd_mn,compact_opex_usd_mn,compact_breakeven_students,compact_capex_rub_mn,compact_opex_rub_mn,standard_capex_usd_mn,standard_opex_usd_mn,standard_breakeven_students,standard_capex_rub_mn,standard_opex_rub_mn,campus_capex_usd_mn,campus_opex_usd_mn,campus_breakeven_students,campus_capex_rub_mn,campus_opex_rub_mn,finance_score
GUM,Guam,East Asia & Pacific,High income,,167777.0,2024,13592.463593743454,,5.099864262167927,2022.0,71.86685962373372,2022.0,59.1528957274226,,94.1726346571831,2024,80.5054655600831,2017.0,38.093350068095845,,4.579174399375919,2023.0,6.636583387851717,2023.0,3.584094882011413,2023.0,6.253832638263701,2023.0,60.172862740966,,12040.000000000004,2024,11488.500000000007,2024,11581.000000000002,2024,28739.95000000001,2024,28438.276336115203,27119.454383660257,26089.47246997254,169002.21793164074,174627.3696915613,179368.175606486,-4.637489054778287,-8.259304601945217,16.8271616101619,14.545207020006696,False,False,False,True,False,non_sovereign_or_special,73.33333333333334,12.165966658608228,66.39300737723462,54.15792186550416,78.7251158550018,3000.0,0.6017286274096599,2.533111529337388,0.801296470557245,267.0,185.78751876310963,58.769967817962346,5.957778823343469,1.512765803855456,504.0,436.9649469077741,110.951690011653,17.02074352891592,3.907778823343469,1303.0,1248.3626050873977,286.61056690777406,23.41868750516293
HKG,"Hong Kong SAR, China",East Asia & Pacific,High income,"On 1 July 1997 China resumed its exercise of sovereignty over Hong Kong. Unless otherwise noted, data for China do not include data for Hong Kong SAR, China; Macao SAR, China; or Taiwan, China. Agriculture value added includes mining and quarrying.",7524100.0,2024,66153.97466510782,2024.0,2.5049875846682568,2024.0,359.50671066746366,2024.0,91.7510158754355,2024.0,100.0,2024,95.75536971,2024.0,120.08978583196,2024.0,10.88384974002837,2023.0,9.05552101135255,2023.0,11.23032212257382,2023.0,4.711423754692081,2023.0,71.91167414520109,2024.0,284897.9657332128,2024,280005.9729191666,2024,402755.8315146584,2024,746144.0628339758,2024,702315.0376615738,534839.8110719564,429185.4520508557,7555535.768416948,7698629.989116737,7817637.892056206,-23.846168401468727,-38.8898956969695,9.295370430212714,5.489963310873826,False,False,False,True,False,non_sovereign_or_special,100.0,44.694945294429786,99.9233466312272,85.69041809423616,95.75869165539744,11907.715439719406,0.7191167414520109,2.74441013461362,0.8893375560890081,75.0,201.28491914904748,65.22721797876977,6.486025336534048,1.7005867863232176,143.0,475.7084478726186,124.72715702137552,18.42940089742413,4.4360253365340485,373.0,1351.6786076603164,325.3540678726186,51.89380095091023
HUN,Hungary,Europe & Central Asia,High income,,9562065.0,2024,40686.93192633433,2024.0,0.5601178431404321,2024.0,146.5045615059015,2024.0,59.523153420336286,2024.0,70.491825943218,2024,93.77898628,2024.0,60.5168685913086,2024.0,2.609312266111376,2023.0,2.989591747522352,2023.0,2.228165566921231,2023.0,5.123242676258084,2023.0,48.01271265116941,2024.0,498264.51540987066,2024,498978.00399689766,2024,554484.348035042,2024,1246760.476022537,2024,1220583.314403141,1109423.193074616,1026475.3085969284,9517127.18422169,9317506.19545838,9157666.07988162,-9.107130993584144,-15.90288868573715,12.825123493429077,11.20891829471683,True,False,False,False,False,official_unfriendly_list,100.0,53.33626496769303,78.3084781744895,64.60625075910148,67.40729310979658,7323.647746740179,0.4801271265116941,2.314228827721049,0.7100953448837706,97.0,169.73387344884154,52.08094893701731,5.410572069302623,1.3182034024187106,180.0,396.8308336221039,96.68178306563694,15.56152551814033,3.3605720693026235,459.0,1141.338302992277,246.4764536221039,71.12549535938577
ISL,Iceland,Europe & Central Asia,High income,,386506.0,2024,67310.05735736161,2024.0,-0.9706764689183842,2024.0,85.96719326813033,2024.0,64.8920846344191,2024.0,94.1819039916522,2024,98.209198,2024.0,76.5200729370117,2023.0,10.88584661483767,2023.0,12.04782330989839,2023.0,8.99110698699948,2023.0,8.50082623958589,2023.0,102.7545226128763,2024.0,24547.43989684085,2024,25517.15520969129,2024,29611.178206513297,2024,63389.62529946312,2024,64245.68916893607,68243.31675262855,71701.99155866264,396317.922185642,443646.7834198734,486685.7782626485,6.222405947238885,11.605918601199816,16.21064442774362,14.732707377359896,True,False,False,False,False,official_unfriendly_list,100.0,27.7768119443662,96.0469992651582,59.11076209731591,99.36296886765622,12115.81032432509,1.027545226128763,3.299581407031773,1.1206589195965724,92.0,242.0031788847756,82.19315953532316,7.873953517579434,2.194072361806021,181.0,577.5040972119389,160.92116567535606,22.13054271354516,5.823953517579434,481.0,1623.1336725651704,427.1497172119389,34.61386578747799
IRL,Ireland,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 0.787564 Irish pound. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries.",5395790.0,2024,119037.7311754428,2024.0,2.599467215537075,2024.0,246.16987485740103,2024.0,60.56356436318626,2024.0,64.3470379255585,2024,97.18769836,2024.0,77.5933380126953,2022.0,11.13801860809323,2023.0,11.435084819793673,2023.0,12.24554729461672,2023.0,6.313380897045137,2023.0,80.19291950140625,2024.0,366622.4316505864,2024,348550.9588000665,2024,326006.2834870249,2024,861876.2180198141,2024,891403.092369369,1037303.1871380334,1174955.4829237985,5538350.462376358,6227944.193180757,6857741.573016798,16.367465630039348,31.80967095377032,16.095100850423464,17.133271506568633,True,False,False,False,False,official_unfriendly_list,100.0,64.43866867910747,87.34496535720041,79.92154222784329,98.65522384792158,14000.0,0.8019291950140626,2.8934725510253125,0.9514468962605468,68.0,212.2176933933801,69.78254058057504,6.858681377563282,1.8330867120225005,131.0,503.0403834834503,134.44517857189345,19.42315034016875,4.808681377563282,343.0,1424.5637692892003,352.6860034834503,44.2427191443672
IMN,Isle of Man,Europe & Central Asia,High income,"Classification for years after 2012 was adjusted and figures were re-estimated by the World Bank, based on the detailed data published by the Cabinet Office, and are not consistent with data for 2011 and before.",84160.0,2024,42197.20251358284,,-4.165393452132321,2022.0,105.33256455543818,,95.1498044284005,2022.0,52.1633405796294,2024,91.60810962,,75.1643373416554,,5.076377660036088,,4.309919238090515,,5.203724116086962,,3.7608208060264583,,54.32500044070311,,4624.970778241192,2024,4429.972036280884,2024,4386.973517908695,2024,11029.080897580989,2024,11025.318022563712,11008.40096579446,10994.599973025584,84302.76435596471,84948.20684225507,85479.36097489904,-0.1534382657682353,-0.2786137277424827,13.078240205753865,12.862286109338305,True,False,False,True,False,official_unfriendly_list;non_sovereign_or_special,40.0,5.759184110275041,80.08796081602155,61.20195672538576,75.87124949023124,7595.496452444911,0.5432500044070311,2.427850007932656,0.7574375033052733,100.0,178.06725984180954,55.55319326742064,5.69462501983164,1.4192000070512498,187.0,417.6642996045238,104.08923763716405,16.319000052884373,3.64462501983164,480.0,1196.8942122787305,267.3099196045238,62.97138748313523
ITA,Italy,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 1936.27 Italian lira. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries.",58952704.0,2024,53265.00324741888,2024.0,0.6926769484405355,2024.0,62.82376851195257,2024.0,65.04836245761426,2024.0,69.6047535143071,2024,89.2207202,2024.0,75.9496536254883,2023.0,4.2772582769393885,2023.0,2.732510805130008,2023.0,4.508222341537475,2023.0,4.0832451581954965,2023.0,64.90245533351562,2024.0,2885837.839611761,2024,3004184.592685216,2024,3082603.1003720816,2024,7277193.827464413,2024,7264484.492852245,7207566.60794529,7161410.997672409,58772310.02996131,57967343.844094805,57318245.1388541,-0.7835089325740618,-1.418868679274543,12.36038619062091,12.494121165649451,True,False,False,False,False,official_unfriendly_list,100.0,78.55126638368029,84.8756422920332,56.37516714776703,71.83584461368721,9587.700584535398,0.6490245533351562,2.6182441960032814,0.8367684150013671,87.0,192.03145501398623,61.37160792249426,6.170610490008203,1.58843928533625,166.0,452.5747875349656,116.50185556798776,17.588294640021875,4.120610490008203,430.0,1289.9888467599085,302.2204075349656,56.292597198842856
JPN,Japan,East Asia & Pacific,High income,Fiscal year end: March 31; reporting period for national accounts data: CY.,123975371.0,2024,46106.92292300441,2024.0,0.1043090217733038,2024.0,46.40695161508589,2024.0,69.77279581019154,2023.0,92.1901718034531,2024,85.54153081,2024.0,64.4907608032227,2023.0,11.41885530948638,2023.0,10.74877572059634,2023.0,10.28528130054474,2023.0,6.657953619956968,2023.0,62.406628442169264,2024.0,5662969.630330083,2024,6103760.618469805,2024,6114133.720970132,2024,14518090.423236448,2024,14413969.186990354,13954587.551403616,13590639.284715105,123300957.70379478,120311211.35825552,117924864.341933,-3.187058537639742,-5.712027628159255,11.69007074674712,11.52482927205912,True,False,False,False,False,official_unfriendly_list,100.0,84.2223352215613,83.52881326346056,51.54284335208601,99.04622759665789,8299.246126140793,0.6240662844216927,2.5733193119590467,0.8180497133162694,99.0,188.73650228859952,59.998710953583135,6.058298279897617,1.5485060550747085,187.0,444.3374057214989,113.57300870097735,17.288795413060313,4.008298279897617,483.0,1268.0224952573303,293.98302572149885,54.64022748510544
KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,,20592571.0,2024,35973.96332870171,2024.0,4.999999999969361,2024.0,57.16134319639236,2024.0,57.94279734008037,2024.0,62.072531584162,2024,93.39167254,2024.0,52.8612860406142,2025.0,1.0277027189731611,2023.0,-3.1274695694446537,2023.0,0.4616817012429237,2023.0,-1.91342204809189,2023.0,34.615578279353045,2024.0,1596900.4962119467,2024,1218749.4973037166,2024,1265039.4973983,2024,3384917.7673448985,2024,3413537.3603066355,3545349.721211817,3656983.4630708112,21086003.40078363,23456916.56380757,25600160.1423867,3.8614594478421305,7.131783750048282,16.188640850640176,14.28500229190313,False,True,False,False,False,existing_mgimo_branch,100.0,72.44700986248776,71.03181193420721,63.414344703007785,46.19335207635619,6475.313399166308,0.3461557827935304,2.0730804090283548,0.6096168370951478,94.0,152.04718028761204,44.71149345317168,4.807701022570887,1.1038492524696486,170.0,352.6141007190301,80.96027803343291,13.953869393522366,2.757701022570887,426.0,1023.4270152507468,202.2597207190301,88.66576977648373
KOR,"Korea, Rep.",East Asia & Pacific,High income,,51751065.0,2024,55070.938619412125,2024.0,2.003611018389861,2024.0,84.64249511920376,2024.0,57.50050824109315,2024.0,81.1682528469686,2024,97.89563777,2024.0,111.853302001953,2024.0,9.83365130424502,2023.0,8.739515781402561,2023.0,7.857662320137,2023.0,4.268843114376072,2023.0,59.357639680938846,2024.0,2303579.063749947,2024,2840701.0003499365,2024,3537408.164551681,2024,6736113.73814814,2024,6477773.421960137,5432494.448045837,4709867.7384921415,51865373.95840171,52382896.87675931,52809713.69751871,-16.13639295210182,-27.291872813498884,12.489591663130769,8.918563288316857,True,False,False,False,False,official_unfriendly_list,100.0,70.9356084785046,95.93369934169873,62.13606801715563,92.6389383929567,9912.768951494185,0.5935763968093885,2.5184375142568998,0.7951822976070413,80.0,184.7112736706523,58.32153236277179,5.921093785642248,1.4997222348950217,151.0,434.2743341766308,109.9950277072465,16.92291676171266,3.871093785642248,391.0,1241.1876378043485,283.9199541766308,64.25126306952133
XKX,Kosovo,Europe & Central Asia,Upper middle income,,1594353.0,2024,15716.292556458631,2024.0,4.573097168116604,2024.0,113.78965196413267,2024.0,45.68064716527042,2024.0,50.3214443938994,2024,89.4430319734879,2018.0,75.1643373416554,,-0.5604243129491805,2023.0,-2.180023401975629,2023.0,-2.0677117109298724,2023.0,-2.257581293582916,2023.0,39.31315739301944,2024.0,133308.78069434088,2024,139683.20227251438,2024,120837.68274077628,2024,327368.9402002046,2024,312198.71415309526,252175.26101899068,212131.73654963015,1549830.0786463926,1364370.417237378,1230115.1444393503,-19.226041111966406,-32.05233496073737,20.144060852514023,17.244868296155598,False,False,False,True,False,non_sovereign_or_special,93.33333333333331,35.595398231568446,78.49162078947965,54.99258534086423,40.90308252001348,3000.0,0.3931315739301944,2.15763683307435,0.6448486804476458,215.0,158.2488528302719,47.295523679279945,5.019092082685875,1.179010518288311,393.0,368.1182820756797,86.47287584913056,14.517578887162331,2.969092082685875,990.0,1064.7714988684793,217.7639020756797,53.87061309119649
LVA,Latvia,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2014: 1 euro = 0.702804 Latvian lats. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries. Based on data from EUROSTAT, the new reference year is 2010.",1866124.0,2024,37611.66993594042,2024.0,-0.046108010971352,2024.0,132.26250789592498,2024.0,64.60293563144333,2024.0,68.4839492628509,2024,92.70757011,2024.0,82.917350769043,2024.0,4.875926852226256,2023.0,7.279026746749871,2023.0,8.20555830001831,2023.0,4.137623906135559,2023.0,53.74322093874999,2024.0,102274.00773272583,2024,89146.43921761007,2024,85081.4592884803,2024,229707.10363015204,2024,225124.11571849085,205606.1937465553,190975.39253361648,1845826.5727942744,1757185.7546015172,1688072.0039971485,-8.669849478206027,-15.168842785184356,12.196385025365108,11.313225507052428,True,False,False,False,False,official_unfriendly_list,100.0,33.97399459316503,90.22825654470878,61.13619699441095,84.04042608269582,6770.100588469276,0.5374322093874999,2.4173779768975,0.753074157040625,111.0,177.29920338637947,55.233169744324776,5.66844494224375,1.40989153502,208.0,415.7441584659487,103.40652078789286,16.24918651265,3.61844494224375,534.0,1191.7738359091964,265.38977846594867,59.88853224898461
