iso3,country,factor_key,factor_group,input_key,lineage_type,official_indicator_code,official_indicator_name_en,official_indicator_name_ru,provider,source_name,source_key,source_note,official_url,raw_file,source_manifest_code,latest_observed_year_in_run,year,unit,raw_value,normalized_value,normalization_method,within_factor_weight,factor_weight,scoring_role,weight_note,observation_status
MDV,Maldives,I_RUSCOMP,russiaCompatibility,isNonSovereignOrSpecial,official_indicator,ISO3166.SPECIAL_TERRITORY_FLAG,Is non sovereign or special,Особая или несамостоятельная территория,ISO 3166 / project country boundary reference,MGIMO partner registry and Government of Russia Order No. 430-r,mgimo_presence,ISO country code and dashboard boundary reference,https://www.iso.org/iso-3166-country-codes.html,docs/data/world_admin_boundaries_ru_claimed_update_2026.geojson,,,2026,flag,False,,eligibility_reference_flag_not_scored_in_index,0.0,0.16,hard_filter_context,"0%: reference/status/context value, not an index bonus",official_or_reference
MDV,Maldives,I_RUSCOMP,russiaCompatibility,inPreparation,official_indicator,MGIMO_PIPELINE_STATUS.FLAG,In preparation,Проект в подготовке,MGIMO,MGIMO partner registry and Government of Russia Order No. 430-r,mgimo_presence,MGIMO country presence reference table,https://mgimo.ru/about/,data/reference/mgimo_existing_presence.csv,,,2026,flag,False,,reference_status_flag_not_scored,0.0,0.16,reference_status_not_scored,"0%: reference/status/context value, not an index bonus",official_or_reference
MDV,Maldives,I_RUSCOMP,russiaCompatibility,partnerUniversitiesMgimoCount,official_indicator,MGIMO_PARTNER_UNIVERSITIES.COUNT,Partner universities mgimo count,Партнёрские университеты МГИМО,MGIMO,MGIMO partner registry and Government of Russia Order No. 430-r,mgimo_presence,MGIMO partner universities country table,https://mgimo.ru/about/structure/int/docs/partner-universities/,data/reference/mgimo_partner_universities.csv,,,2026,count,0.0,0.5,"robust_norm(log1p(raw), positive=True)",0.14,0.16,direct_factor_formula_component,within-factor formula weight,official_or_reference
MDV,Maldives,I_RUSCOMP,russiaCompatibility,strategicHrFit,derived_component,not_applicable_modelled_component,Strategic hr fit,Стратегическое кадровое соответствие,MGIMO campuses/about and admissions pages,MGIMO partner registry and Government of Russia Order No. 430-r,mgimo_presence,Manual reference table distinguishes operational branches from pipeline cases,https://mgimo.ru/about/,https://mgimo.ru/about/,,,2026,0-1,0.6973205090645812,0.6973205090645812,prepared_0_1_score,0.12,0.16,direct_factor_formula_component,within-factor formula weight,official_or_reference
MDV,Maldives,I_RUSCOMP,russiaCompatibility,programFit,derived_component,not_applicable_modelled_component,Program fit,Соответствие программ,MGIMO campuses/about and admissions pages,MGIMO partner registry and Government of Russia Order No. 430-r,mgimo_presence,Manual reference table distinguishes operational branches from pipeline cases,https://mgimo.ru/about/,https://mgimo.ru/about/,,,2026,0-1,0.7233780907020269,0.7233780907020269,prepared_0_1_score,0.1,0.16,direct_factor_formula_component,within-factor formula weight,official_or_reference
MDV,Maldives,I_ECO,economy,gdpPppCurrent,official_indicator,NY.GDP.MKTP.PP.CD,Gdp ppp current,"ВВП по ППС, текущие международные доллары",World Bank Indicators API,World Bank World Development Indicators,world_bank_indicators_long,No API key required according to World Bank documentation; V2 endpoint is used,https://api.worldbank.org/v2/country/all/indicator/{indicator},https://api.worldbank.org/v2/country/all/indicator/{indicator},,,2026,international USD,12157538479.397568,0.3095886004161138,"robust_norm(log1p(raw), positive=True)",0.15,0.14,direct_factor_formula_component,within-factor formula weight,official_or_reference
MDV,Maldives,I_ECO,economy,gdpPcPppCurrent,official_indicator,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP (constant 2021 international $)",ВВП на душу населения по ППС,World Bank,World Bank World Development Indicators,world_bank_indicators_long,World Development Indicators,https://data.worldbank.org/indicator/NY.GDP.PCAP.PP.KD,NY.GDP.PCAP.PP.KD.xls,NY.GDP.PCAP.PP.KD,2024.0,2024,international USD,23034.40984048391,0.6681485364481929,"robust_norm(log1p(raw), positive=True)",0.25,0.14,direct_factor_formula_component,within-factor formula weight,official_or_reference
MDV,Maldives,I_ECO,economy,gdpGrowthReal,official_indicator,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),"Рост ВВП, годовой процент",World Bank,World Bank World Development Indicators,world_bank_indicators_long,National accounts / OECD / World Bank staff estimates via World Bank,https://data.worldbank.org/indicator/NY.GDP.MKTP.KD.ZG,NY.GDP.MKTP.KD.ZG.xls,NY.GDP.MKTP.KD.ZG,2024.0,2024,%,3.494404226542855,0.5500175770595014,"robust_norm(raw, positive=True)",0.17,0.14,direct_factor_formula_component,within-factor formula weight,official_or_reference
MDV,Maldives,I_ECO,economy,tradePercentGdp,official_indicator,NE.TRD.GNFS.ZS,Trade (% of GDP),"Торговля товарами и услугами, процент ВВП",World Bank,World Bank World Development Indicators,world_bank_indicators_long,National accounts / OECD / World Bank staff estimates via World Bank,https://data.worldbank.org/indicator/NE.TRD.GNFS.ZS,NE.TRD.GNFS.ZS.xls,NE.TRD.GNFS.ZS,2024.0,2024,%,156.47395574101117,0.7894645262079362,"robust_norm(raw, positive=True)",0.08,0.14,direct_factor_formula_component,within-factor formula weight,official_or_reference
MDV,Maldives,I_ECO,economy,programFit,derived_component,not_applicable_modelled_component,Program fit,Соответствие программ,World Bank Indicators API,World Bank World Development Indicators,world_bank_indicators_long,No API key required according to World Bank documentation; V2 endpoint is used,https://api.worldbank.org/v2/country/all/indicator/{indicator},https://api.worldbank.org/v2/country/all/indicator/{indicator},,,2026,0-1,0.7233780907020269,0.7233780907020269,prepared_0_1_score,0.18,0.14,direct_factor_formula_component,within-factor formula weight,official_or_reference
MDV,Maldives,I_ECO,economy,sectorDepthScore,derived_component,not_applicable_modelled_component,Sector depth score,Глубина отраслевого спроса,World Bank Indicators API,World Bank World Development Indicators,world_bank_indicators_long,No API key required according to World Bank documentation; V2 endpoint is used,https://api.worldbank.org/v2/country/all/indicator/{indicator},https://api.worldbank.org/v2/country/all/indicator/{indicator},,,2026,0-1,0.8241041526338456,0.8241041526338456,mean(normalized sector depth indicators),0.07,0.14,direct_factor_formula_component,within-factor formula weight,official_or_reference
MDV,Maldives,I_FIN,finance,npvExpectedUsd,derived_component,not_applicable_modelled_component,Npv expected usd,Ожидаемая приведённая стоимость,mgimo_branch_platform_project country_master_panel.csv,MGIMO Branch Ranker derived model output,live_merged_features,"Imported as features only; v0.3 recomputes all indices, eligibility and financial outputs.",data/platform_snapshot/country_master_panel.csv,data/platform_snapshot/country_master_panel.csv,,,2026,USD,-4617188.600636139,0.225148036654864,"robust_norm(raw, positive=True)",0.3,0.16,direct_factor_formula_component,within-factor formula weight,modelled
MDV,Maldives,I_FIN,finance,npvPositiveProbability,derived_component,not_applicable_modelled_component,Npv positive probability,Вероятность положительной приведённой стоимости,mgimo_branch_platform_project country_master_panel.csv,MGIMO Branch Ranker derived model output,live_merged_features,"Imported as features only; v0.3 recomputes all indices, eligibility and financial outputs.",data/platform_snapshot/country_master_panel.csv,data/platform_snapshot/country_master_panel.csv,,,2026,USD,0.0,0.0,probability_0_1,0.7,0.16,direct_factor_formula_component,within-factor formula weight,modelled
MDV,Maldives,I_FEAS,feasibility,politicalStability,official_indicator,PV.EST,Political Stability and Absence of Violence/Terrorism: Estimate,Политическая стабильность и отсутствие насилия/терроризма,World Bank,"World Bank WGI, LPI and WDI operational indicators",world_bank_wgi_long,Worldwide Governance Indicators,https://data.worldbank.org/indicator/PV.EST,PV.EST.xls,PV.EST,2023.0,2023,0-1,3.7108463644981393,0.7976278830665962,"robust_norm(raw, positive=True)",0.15,0.14,direct_factor_formula_component,within-factor formula weight,official_or_reference
MDV,Maldives,I_FEAS,feasibility,governmentEffectiveness,official_indicator,GE.EST,Government Effectiveness: Estimate,Эффективность государственного управления,World Bank,"World Bank WGI, LPI and WDI operational indicators",world_bank_wgi_long,Worldwide Governance Indicators,https://data.worldbank.org/indicator/GE.EST,GE.EST.xls,GE.EST,2023.0,2023,0-1,-0.8958143740892428,0.4674640115554591,"robust_norm(raw, positive=True)",0.12,0.14,direct_factor_formula_component,within-factor formula weight,official_or_reference
MDV,Maldives,I_FEAS,feasibility,regulatoryQuality,official_indicator,RQ.EST,Regulatory Quality: Estimate,Качество регулирования,World Bank,"World Bank WGI, LPI and WDI operational indicators",world_bank_wgi_long,Worldwide Governance Indicators,https://data.worldbank.org/indicator/RQ.EST,RQ.EST.xls,RQ.EST,2023.0,2023,0-1,-4.704275727272037,0.2671028607553864,"robust_norm(raw, positive=True)",0.12,0.14,direct_factor_formula_component,within-factor formula weight,official_or_reference
MDV,Maldives,I_FEAS,feasibility,ruleOfLaw,official_indicator,RL.EST,Rule of Law: Estimate,Верховенство права,World Bank,"World Bank WGI, LPI and WDI operational indicators",world_bank_wgi_long,Worldwide Governance Indicators,https://data.worldbank.org/indicator/RL.EST,RL.EST.xls,RL.EST,2023.0,2023,0-1,-0.5502106696367267,0.4766679951266565,"robust_norm(raw, positive=True)",0.12,0.14,direct_factor_formula_component,within-factor formula weight,official_or_reference
MDV,Maldives,I_FEAS,feasibility,internetUsersPct,official_indicator,IT.NET.USER.ZS,Individuals using the Internet (% of population),"Пользователи интернета, процент населения",World Bank,"World Bank WGI, LPI and WDI operational indicators",world_bank_wgi_long,ITU World Telecommunication/ICT Indicators Database via World Bank,https://data.worldbank.org/indicator/IT.NET.USER.ZS,IT.NET.USER.ZS.xls,IT.NET.USER.ZS,2025.0,2024,%,85.23999786,0.8432811702410519,"robust_norm(raw, positive=True)",0.11,0.14,direct_factor_formula_component,within-factor formula weight,official_or_reference
MDV,Maldives,I_FEAS,feasibility,urbanPopulationPct,official_indicator,SP.URB.TOTL.IN.ZS,Urban population (% of total population),"Городское население, процент населения",World Bank,"World Bank WGI, LPI and WDI operational indicators",world_bank_wgi_long,World Development Indicators,https://data.worldbank.org/indicator/SP.URB.TOTL.IN.ZS,SP.URB.TOTL.IN.ZS.xls,SP.URB.TOTL.IN.ZS,2024.0,2024,%,41.9982152717385,0.234431151951894,"robust_norm(raw, positive=True)",0.08,0.14,direct_factor_formula_component,within-factor formula weight,official_or_reference
MDV,Maldives,I_FEAS,feasibility,partnerUniversitiesMgimoCount,official_indicator,MGIMO_PARTNER_UNIVERSITIES.COUNT,Partner universities mgimo count,Партнёрские университеты МГИМО,MGIMO,"World Bank WGI, LPI and WDI operational indicators",world_bank_wgi_long,MGIMO partner universities country table,https://mgimo.ru/about/structure/int/docs/partner-universities/,data/reference/mgimo_partner_universities.csv,,,2026,count,0.0,0.5,"robust_norm(log1p(raw), positive=True)",0.07,0.14,direct_factor_formula_component,within-factor formula weight,official_or_reference
MDV,Maldives,I_HRSTRAT,strategicHr,digitalFinanceProfileScore,derived_component,not_applicable_modelled_component,Digital finance profile score,Цифровые финансы и бизнес-информатика,mgimo_branch_platform_project country_master_panel.csv,MGIMO Branch Ranker derived model output,live_merged_features,"Imported as features only; v0.3 recomputes all indices, eligibility and financial outputs.",data/platform_snapshot/country_master_panel.csv,data/platform_snapshot/country_master_panel.csv,,,2026,0-1,0.7497794032164469,0.7497794032164469,prepared_0_1_score,0.2,0.06,direct_factor_formula_component,within-factor formula weight,modelled
MDV,Maldives,I_HRSTRAT,strategicHr,economicLegalProfileScore,derived_component,not_applicable_modelled_component,Economic legal profile score,Экономико-правовой профиль,mgimo_branch_platform_project country_master_panel.csv,MGIMO Branch Ranker derived model output,live_merged_features,"Imported as features only; v0.3 recomputes all indices, eligibility and financial outputs.",data/platform_snapshot/country_master_panel.csv,data/platform_snapshot/country_master_panel.csv,,,2026,0-1,0.6310100793781126,0.6310100793781126,prepared_0_1_score,0.15,0.06,direct_factor_formula_component,within-factor formula weight,modelled
MDV,Maldives,I_HRSTRAT,strategicHr,energyLogisticsProfileScore,derived_component,not_applicable_modelled_component,Energy logistics profile score,Энергетика и логистика,mgimo_branch_platform_project country_master_panel.csv,MGIMO Branch Ranker derived model output,live_merged_features,"Imported as features only; v0.3 recomputes all indices, eligibility and financial outputs.",data/platform_snapshot/country_master_panel.csv,data/platform_snapshot/country_master_panel.csv,,,2026,0-1,0.6936857465485622,0.6936857465485622,prepared_0_1_score,0.15,0.06,direct_factor_formula_component,within-factor formula weight,modelled
BRN,Brunei Darussalam,I_MARKET,market,addressableMarketStudents2026,derived_component,not_applicable_modelled_component,Addressable market students2026,"Адресуемый пул студентов, 2026",UN World Population Prospects 2024,UN World Population Prospects 2024,un_wpp2024_population_by_single_age_sex,Local official WPP 2024 PopulationBySingleAgeSex bulk files are used; PopMale/PopFemale/PopTotal are multiplied by 1000,https://population.un.org/wpp/,https://population.un.org/wpp/,,,2026,people,10904.503695761392,0.3865445324508608,"robust_norm(log1p(raw), positive=True)",0.5,0.22,direct_factor_formula_component,within-factor formula weight,official_or_reference
BRN,Brunei Darussalam,I_MARKET,market,addressableMarketStudents2035,derived_component,not_applicable_modelled_component,Addressable market students2035,"Адресуемый пул студентов, 2035",UN World Population Prospects 2024,UN World Population Prospects 2024,un_wpp2024_population_by_single_age_sex,Local official WPP 2024 PopulationBySingleAgeSex bulk files are used; PopMale/PopFemale/PopTotal are multiplied by 1000,https://population.un.org/wpp/,https://population.un.org/wpp/,,,2035,people,11111.795611478266,0.3914637062955038,"robust_norm(log1p(raw), positive=True)",0.15,0.22,direct_factor_formula_component,within-factor formula weight,official_or_reference
BRN,Brunei Darussalam,I_MARKET,market,addressableMarketStudents2050,derived_component,not_applicable_modelled_component,Addressable market students2050,"Адресуемый пул студентов, 2050",UN World Population Prospects 2024,UN World Population Prospects 2024,un_wpp2024_population_by_single_age_sex,Local official WPP 2024 PopulationBySingleAgeSex bulk files are used; PopMale/PopFemale/PopTotal are multiplied by 1000,https://population.un.org/wpp/,https://population.un.org/wpp/,,,2050,people,9898.63889873902,0.3942050636343741,"robust_norm(log1p(raw), positive=True)",0.1,0.22,direct_factor_formula_component,within-factor formula weight,official_or_reference
BRN,Brunei Darussalam,I_MARKET,market,amsGrowth2026_2035,derived_component,not_applicable_modelled_component,Ams growth2026 2035,Рост адресуемого пула 2026-2035,UN World Population Prospects 2024,UN World Population Prospects 2024,un_wpp2024_population_by_single_age_sex,Local official WPP 2024 PopulationBySingleAgeSex bulk files are used; PopMale/PopFemale/PopTotal are multiplied by 1000,https://population.un.org/wpp/,https://population.un.org/wpp/,,,2026,%,0.01900975243810943,0.3803772426114302,"robust_norm(raw growth, positive=True)",0.08,0.22,direct_factor_formula_component,within-factor formula weight,official_or_reference
BRN,Brunei Darussalam,I_MARKET,market,amsGrowth2026_2050,derived_component,not_applicable_modelled_component,Ams growth2026 2050,Рост адресуемого пула 2026-2050,UN World Population Prospects 2024,UN World Population Prospects 2024,un_wpp2024_population_by_single_age_sex,Local official WPP 2024 PopulationBySingleAgeSex bulk files are used; PopMale/PopFemale/PopTotal are multiplied by 1000,https://population.un.org/wpp/,https://population.un.org/wpp/,,,2026,%,-0.0922430607651914,0.2953970763054999,"robust_norm(raw growth, positive=True)",0.07,0.22,direct_factor_formula_component,within-factor formula weight,official_or_reference
BRN,Brunei Darussalam,I_MARKET,market,educationScore,derived_component,not_applicable_modelled_component,Education score,Образовательный контекст,UN World Population Prospects 2024,UN World Population Prospects 2024,un_wpp2024_population_by_single_age_sex,Local official WPP 2024 PopulationBySingleAgeSex bulk files are used; PopMale/PopFemale/PopTotal are multiplied by 1000,https://population.un.org/wpp/,https://population.un.org/wpp/,,,2026,0-1,0.5070590226739203,0.5070590226739203,prepared_0_1_score,0.05,0.22,direct_factor_formula_component,within-factor formula weight,official_or_reference
BRN,Brunei Darussalam,I_MARKET,market,educationHubScore,derived_component,not_applicable_modelled_component,Education hub score,Позиция образовательного центра,UN World Population Prospects 2024,UN World Population Prospects 2024,un_wpp2024_population_by_single_age_sex,Local official WPP 2024 PopulationBySingleAgeSex bulk files are used; PopMale/PopFemale/PopTotal are multiplied by 1000,https://population.un.org/wpp/,https://population.un.org/wpp/,,,2026,0-1,0.5,0.5,prepared_0_1_score,0.05,0.22,direct_factor_formula_component,within-factor formula weight,official_or_reference
BRN,Brunei Darussalam,I_PROGRAM,program,programFit,derived_component,not_applicable_modelled_component,Program fit,Соответствие программ,mgimo_branch_platform_project country_master_panel.csv,MGIMO Branch Ranker derived model output,live_merged_features,"Imported as features only; v0.3 recomputes all indices, eligibility and financial outputs.",data/platform_snapshot/country_master_panel.csv,data/platform_snapshot/country_master_panel.csv,,,2026,0-1,0.6357345172042401,0.6357345172042401,0.65*max(profile_scores)+0.35*mean(profile_scores),1.0,0.12,direct_factor_formula_component,within-factor formula weight,modelled
BRN,Brunei Darussalam,I_RUSCOMP,russiaCompatibility,isUnfriendly,official_indicator,RU_GOV_ORDER_430R.UNFRIENDLY_COUNTRY_FLAG,Is unfriendly,Недружественная страна по распоряжению Правительства РФ N 430-р,Government of the Russian Federation,MGIMO partner registry and Government of Russia Order No. 430-r,mgimo_presence,Government Order No. 430-r country table,https://www.alta.ru/tamdoc/22rs0430/,data/reference/unfriendly_countries_platform_2026.csv,,,2026,flag,False,0.0,legal_filter_gate; unfriendly => I_RUSCOMP=0,0.0,0.16,multiplicative_gate,"0%: reference/status/context value, not an index bonus",official_or_reference
BRN,Brunei Darussalam,I_RUSCOMP,russiaCompatibility,hasExistingMgimoBranch,official_indicator,MGIMO_BRANCH_PRESENCE.FLAG,Has existing mgimo branch,Действующее присутствие МГИМО,MGIMO,MGIMO partner registry and Government of Russia Order No. 430-r,mgimo_presence,MGIMO country presence reference table,https://mgimo.ru/about/,data/reference/mgimo_existing_presence.csv,,,2026,flag,False,0.0,-0.20*existing_branch_flag,-0.2,0.16,direct_penalty,direct formula penalty; negative sign is part of formula,official_or_reference
BRN,Brunei Darussalam,I_RUSCOMP,russiaCompatibility,isDomesticRussia,official_indicator,ISO3166.RUS.DOMESTIC_FLAG,Is domestic russia,Россия как внутренняя юрисдикция,ISO 3166 / project country boundary reference,MGIMO partner registry and Government of Russia Order No. 430-r,mgimo_presence,ISO country code and dashboard boundary reference,https://www.iso.org/iso-3166-country-codes.html,docs/data/world_admin_boundaries_ru_claimed_update_2026.geojson,,,2026,flag,False,,eligibility_reference_flag_not_scored_in_index,0.0,0.16,hard_filter_context,"0%: reference/status/context value, not an index bonus",official_or_reference
BRN,Brunei Darussalam,I_RUSCOMP,russiaCompatibility,isNonSovereignOrSpecial,official_indicator,ISO3166.SPECIAL_TERRITORY_FLAG,Is non sovereign or special,Особая или несамостоятельная территория,ISO 3166 / project country boundary reference,MGIMO partner registry and Government of Russia Order No. 430-r,mgimo_presence,ISO country code and dashboard boundary reference,https://www.iso.org/iso-3166-country-codes.html,docs/data/world_admin_boundaries_ru_claimed_update_2026.geojson,,,2026,flag,False,,eligibility_reference_flag_not_scored_in_index,0.0,0.16,hard_filter_context,"0%: reference/status/context value, not an index bonus",official_or_reference
BRN,Brunei Darussalam,I_RUSCOMP,russiaCompatibility,inPreparation,official_indicator,MGIMO_PIPELINE_STATUS.FLAG,In preparation,Проект в подготовке,MGIMO,MGIMO partner registry and Government of Russia Order No. 430-r,mgimo_presence,MGIMO country presence reference table,https://mgimo.ru/about/,data/reference/mgimo_existing_presence.csv,,,2026,flag,False,,reference_status_flag_not_scored,0.0,0.16,reference_status_not_scored,"0%: reference/status/context value, not an index bonus",official_or_reference
BRN,Brunei Darussalam,I_RUSCOMP,russiaCompatibility,partnerUniversitiesMgimoCount,official_indicator,MGIMO_PARTNER_UNIVERSITIES.COUNT,Partner universities mgimo count,Партнёрские университеты МГИМО,MGIMO,MGIMO partner registry and Government of Russia Order No. 430-r,mgimo_presence,MGIMO partner universities country table,https://mgimo.ru/about/structure/int/docs/partner-universities/,data/reference/mgimo_partner_universities.csv,,,2026,count,0.0,0.5,"robust_norm(log1p(raw), positive=True)",0.14,0.16,direct_factor_formula_component,within-factor formula weight,official_or_reference
BRN,Brunei Darussalam,I_RUSCOMP,russiaCompatibility,strategicHrFit,derived_component,not_applicable_modelled_component,Strategic hr fit,Стратегическое кадровое соответствие,MGIMO campuses/about and admissions pages,MGIMO partner registry and Government of Russia Order No. 430-r,mgimo_presence,Manual reference table distinguishes operational branches from pipeline cases,https://mgimo.ru/about/,https://mgimo.ru/about/,,,2026,0-1,0.6348388429389978,0.6348388429389978,prepared_0_1_score,0.12,0.16,direct_factor_formula_component,within-factor formula weight,official_or_reference
BRN,Brunei Darussalam,I_RUSCOMP,russiaCompatibility,programFit,derived_component,not_applicable_modelled_component,Program fit,Соответствие программ,MGIMO campuses/about and admissions pages,MGIMO partner registry and Government of Russia Order No. 430-r,mgimo_presence,Manual reference table distinguishes operational branches from pipeline cases,https://mgimo.ru/about/,https://mgimo.ru/about/,,,2026,0-1,0.6357345172042401,0.6357345172042401,prepared_0_1_score,0.1,0.16,direct_factor_formula_component,within-factor formula weight,official_or_reference
BRN,Brunei Darussalam,I_ECO,economy,gdpPppCurrent,official_indicator,NY.GDP.MKTP.PP.CD,Gdp ppp current,"ВВП по ППС, текущие международные доллары",World Bank Indicators API,World Bank World Development Indicators,world_bank_indicators_long,No API key required according to World Bank documentation; V2 endpoint is used,https://api.worldbank.org/v2/country/all/indicator/{indicator},https://api.worldbank.org/v2/country/all/indicator/{indicator},,,2026,international USD,36588151541.393845,0.4468534264342838,"robust_norm(log1p(raw), positive=True)",0.15,0.14,direct_factor_formula_component,within-factor formula weight,official_or_reference
BRN,Brunei Darussalam,I_ECO,economy,gdpPcPppCurrent,official_indicator,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP (constant 2021 international $)",ВВП на душу населения по ППС,World Bank,World Bank World Development Indicators,world_bank_indicators_long,World Development Indicators,https://data.worldbank.org/indicator/NY.GDP.PCAP.PP.KD,NY.GDP.PCAP.PP.KD.xls,NY.GDP.PCAP.PP.KD,2024.0,2024,international USD,79071.7333801445,1.0,"robust_norm(log1p(raw), positive=True)",0.25,0.14,direct_factor_formula_component,within-factor formula weight,official_or_reference
BRN,Brunei Darussalam,I_ECO,economy,gdpGrowthReal,official_indicator,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),"Рост ВВП, годовой процент",World Bank,World Bank World Development Indicators,world_bank_indicators_long,National accounts / OECD / World Bank staff estimates via World Bank,https://data.worldbank.org/indicator/NY.GDP.MKTP.KD.ZG,NY.GDP.MKTP.KD.ZG.xls,NY.GDP.MKTP.KD.ZG,2024.0,2024,%,4.052517093067266,0.6129500336771728,"robust_norm(raw, positive=True)",0.17,0.14,direct_factor_formula_component,within-factor formula weight,official_or_reference
BRN,Brunei Darussalam,I_ECO,economy,tradePercentGdp,official_indicator,NE.TRD.GNFS.ZS,Trade (% of GDP),"Торговля товарами и услугами, процент ВВП",World Bank,World Bank World Development Indicators,world_bank_indicators_long,National accounts / OECD / World Bank staff estimates via World Bank,https://data.worldbank.org/indicator/NE.TRD.GNFS.ZS,NE.TRD.GNFS.ZS.xls,NE.TRD.GNFS.ZS,2024.0,2024,%,132.5874396422447,0.6337786810162647,"robust_norm(raw, positive=True)",0.08,0.14,direct_factor_formula_component,within-factor formula weight,official_or_reference
BRN,Brunei Darussalam,I_ECO,economy,programFit,derived_component,not_applicable_modelled_component,Program fit,Соответствие программ,World Bank Indicators API,World Bank World Development Indicators,world_bank_indicators_long,No API key required according to World Bank documentation; V2 endpoint is used,https://api.worldbank.org/v2/country/all/indicator/{indicator},https://api.worldbank.org/v2/country/all/indicator/{indicator},,,2026,0-1,0.6357345172042401,0.6357345172042401,prepared_0_1_score,0.18,0.14,direct_factor_formula_component,within-factor formula weight,official_or_reference
BRN,Brunei Darussalam,I_ECO,economy,sectorDepthScore,derived_component,not_applicable_modelled_component,Sector depth score,Глубина отраслевого спроса,World Bank Indicators API,World Bank World Development Indicators,world_bank_indicators_long,No API key required according to World Bank documentation; V2 endpoint is used,https://api.worldbank.org/v2/country/all/indicator/{indicator},https://api.worldbank.org/v2/country/all/indicator/{indicator},,,2026,0-1,0.011450618564863,0.011450618564863,mean(normalized sector depth indicators),0.07,0.14,direct_factor_formula_component,within-factor formula weight,official_or_reference
BRN,Brunei Darussalam,I_FIN,finance,npvExpectedUsd,derived_component,not_applicable_modelled_component,Npv expected usd,Ожидаемая приведённая стоимость,mgimo_branch_platform_project country_master_panel.csv,MGIMO Branch Ranker derived model output,live_merged_features,"Imported as features only; v0.3 recomputes all indices, eligibility and financial outputs.",data/platform_snapshot/country_master_panel.csv,data/platform_snapshot/country_master_panel.csv,,,2026,USD,-5213671.935501303,0.1291209278119527,"robust_norm(raw, positive=True)",0.3,0.16,direct_factor_formula_component,within-factor formula weight,modelled
BRN,Brunei Darussalam,I_FIN,finance,npvPositiveProbability,derived_component,not_applicable_modelled_component,Npv positive probability,Вероятность положительной приведённой стоимости,mgimo_branch_platform_project country_master_panel.csv,MGIMO Branch Ranker derived model output,live_merged_features,"Imported as features only; v0.3 recomputes all indices, eligibility and financial outputs.",data/platform_snapshot/country_master_panel.csv,data/platform_snapshot/country_master_panel.csv,,,2026,USD,0.0,0.0,probability_0_1,0.7,0.16,direct_factor_formula_component,within-factor formula weight,modelled
BRN,Brunei Darussalam,I_FEAS,feasibility,politicalStability,official_indicator,PV.EST,Political Stability and Absence of Violence/Terrorism: Estimate,Политическая стабильность и отсутствие насилия/терроризма,World Bank,"World Bank WGI, LPI and WDI operational indicators",world_bank_wgi_long,Worldwide Governance Indicators,https://data.worldbank.org/indicator/PV.EST,PV.EST.xls,PV.EST,2023.0,2023,0-1,9.562004566192613,1.0,"robust_norm(raw, positive=True)",0.15,0.14,direct_factor_formula_component,within-factor formula weight,official_or_reference
BRN,Brunei Darussalam,I_FEAS,feasibility,governmentEffectiveness,official_indicator,GE.EST,Government Effectiveness: Estimate,Эффективность государственного управления,World Bank,"World Bank WGI, LPI and WDI operational indicators",world_bank_wgi_long,Worldwide Governance Indicators,https://data.worldbank.org/indicator/GE.EST,GE.EST.xls,GE.EST,2023.0,2023,0-1,9.8125092983246,0.938378707666237,"robust_norm(raw, positive=True)",0.12,0.14,direct_factor_formula_component,within-factor formula weight,official_or_reference
BRN,Brunei Darussalam,I_FEAS,feasibility,regulatoryQuality,official_indicator,RQ.EST,Regulatory Quality: Estimate,Качество регулирования,World Bank,"World Bank WGI, LPI and WDI operational indicators",world_bank_wgi_long,Worldwide Governance Indicators,https://data.worldbank.org/indicator/RQ.EST,RQ.EST.xls,RQ.EST,2023.0,2023,0-1,6.83824145793915,0.7854570916671647,"robust_norm(raw, positive=True)",0.12,0.14,direct_factor_formula_component,within-factor formula weight,official_or_reference
BRN,Brunei Darussalam,I_FEAS,feasibility,ruleOfLaw,official_indicator,RL.EST,Rule of Law: Estimate,Верховенство права,World Bank,"World Bank WGI, LPI and WDI operational indicators",world_bank_wgi_long,Worldwide Governance Indicators,https://data.worldbank.org/indicator/RL.EST,RL.EST.xls,RL.EST,2023.0,2023,0-1,6.207976698875427,0.7688115864806999,"robust_norm(raw, positive=True)",0.12,0.14,direct_factor_formula_component,within-factor formula weight,official_or_reference
BRN,Brunei Darussalam,I_FEAS,feasibility,internetUsersPct,official_indicator,IT.NET.USER.ZS,Individuals using the Internet (% of population),"Пользователи интернета, процент населения",World Bank,"World Bank WGI, LPI and WDI operational indicators",world_bank_wgi_long,ITU World Telecommunication/ICT Indicators Database via World Bank,https://data.worldbank.org/indicator/IT.NET.USER.ZS,IT.NET.USER.ZS.xls,IT.NET.USER.ZS,2025.0,2024,%,96.29828801,0.9779369699023654,"robust_norm(raw, positive=True)",0.11,0.14,direct_factor_formula_component,within-factor formula weight,official_or_reference
