originIso3,originCountry,region,originLat,originLon,destinationCity,destinationLat,destinationLon,flowType,modelledPotentialIndex,strokeWidth,saiMgimoV3Score,rankPracticalStudentRecruitment,studentRecruitmentStatus,trace,evidence,iso3,country
COL,Colombia,Latin America & Caribbean,3.373111,-73.174347,Moscow,55.7558,37.6176,modelled_potential_not_observed_mgimo_students,68.61349064703687,2.2624170302053663,63.01234925621409,48,practical_priority_pool,"{'source_key': 'student_flows_modelled_v3.csv', 'year': '2026/2035', 'raw_value': 68.61349064703687, 'normalized_value': 0.6861349064703687, 'normalization_method': '0.72*SAI_MGIMO_V3_SCORE/100 + 0.28*lognorm(pop_15_24_latest)', 'weight': 1.0, 'score_type': 'modelled_potential_not_observed_student_headcount'}",modelled,COL,Colombia
UZB,Uzbekistan,Europe & Central Asia,41.693603,64.005429,Moscow,55.7558,37.6176,modelled_potential_not_observed_mgimo_students,66.68917005892045,2.217195496384631,62.79527590926892,49,practical_priority_pool,"{'source_key': 'student_flows_modelled_v3.csv', 'year': '2026/2035', 'raw_value': 66.68917005892045, 'normalized_value': 0.6668917005892046, 'normalization_method': '0.72*SAI_MGIMO_V3_SCORE/100 + 0.28*lognorm(pop_15_24_latest)', 'weight': 1.0, 'score_type': 'modelled_potential_not_observed_student_headcount'}",modelled,UZB,Uzbekistan
ZAF,South Africa,Sub-Saharan Africa,-29.708776,23.665734,Moscow,55.7558,37.6176,modelled_potential_not_observed_mgimo_students,69.28508132701589,2.2781994111848736,62.73053666827839,50,practical_priority_pool,"{'source_key': 'student_flows_modelled_v3.csv', 'year': '2026/2035', 'raw_value': 69.28508132701589, 'normalized_value': 0.6928508132701588, 'normalization_method': '0.72*SAI_MGIMO_V3_SCORE/100 + 0.28*lognorm(pop_15_24_latest)', 'weight': 1.0, 'score_type': 'modelled_potential_not_observed_student_headcount'}",modelled,ZAF,South Africa
YEM,"Yemen, Rep.",Middle East & North Africa,15.328226,45.874383,Moscow,55.7558,37.6176,modelled_potential_not_observed_mgimo_students,68.14338793308747,2.251369616427556,62.68110542607593,51,practical_priority_pool,"{'source_key': 'student_flows_modelled_v3.csv', 'year': '2026/2035', 'raw_value': 68.14338793308747, 'normalized_value': 0.6814338793308746, 'normalization_method': '0.72*SAI_MGIMO_V3_SCORE/100 + 0.28*lognorm(pop_15_24_latest)', 'weight': 1.0, 'score_type': 'modelled_potential_not_observed_student_headcount'}",modelled,YEM,"Yemen, Rep."
TKM,Turkmenistan,Europe & Central Asia,39.855246,58.676647,Moscow,55.7558,37.6176,modelled_potential_not_observed_mgimo_students,60.4202027886117,2.069874765532375,62.58775076191814,52,practical_priority_pool,"{'source_key': 'student_flows_modelled_v3.csv', 'year': '2026/2035', 'raw_value': 60.4202027886117, 'normalized_value': 0.604202027886117, 'normalization_method': '0.72*SAI_MGIMO_V3_SCORE/100 + 0.28*lognorm(pop_15_24_latest)', 'weight': 1.0, 'score_type': 'modelled_potential_not_observed_student_headcount'}",modelled,TKM,Turkmenistan
THA,Thailand,East Asia & Pacific,15.45974,101.073198,Moscow,55.7558,37.6176,modelled_potential_not_observed_mgimo_students,68.57622070667219,2.2615411866067965,62.58665586030424,53,practical_priority_pool,"{'source_key': 'student_flows_modelled_v3.csv', 'year': '2026/2035', 'raw_value': 68.57622070667219, 'normalized_value': 0.6857622070667219, 'normalization_method': '0.72*SAI_MGIMO_V3_SCORE/100 + 0.28*lognorm(pop_15_24_latest)', 'weight': 1.0, 'score_type': 'modelled_potential_not_observed_student_headcount'}",modelled,THA,Thailand
MAR,Morocco,Middle East & North Africa,31.650723,-7.187296,Moscow,55.7558,37.6176,modelled_potential_not_observed_mgimo_students,67.00917197411106,2.22471554139161,62.42634725294944,54,practical_priority_pool,"{'source_key': 'student_flows_modelled_v3.csv', 'year': '2026/2035', 'raw_value': 67.00917197411106, 'normalized_value': 0.6700917197411106, 'normalization_method': '0.72*SAI_MGIMO_V3_SCORE/100 + 0.28*lognorm(pop_15_24_latest)', 'weight': 1.0, 'score_type': 'modelled_potential_not_observed_student_headcount'}",modelled,MAR,Morocco
RWA,Rwanda,Sub-Saharan Africa,-1.897196,30.103894,Moscow,55.7558,37.6176,modelled_potential_not_observed_mgimo_students,64.00322034512635,2.1540756781104693,62.1388630388478,55,practical_priority_pool,"{'source_key': 'student_flows_modelled_v3.csv', 'year': '2026/2035', 'raw_value': 64.00322034512635, 'normalized_value': 0.6400322034512635, 'normalization_method': '0.72*SAI_MGIMO_V3_SCORE/100 + 0.28*lognorm(pop_15_24_latest)', 'weight': 1.0, 'score_type': 'modelled_potential_not_observed_student_headcount'}",modelled,RWA,Rwanda
BEN,Benin,Sub-Saharan Africa,10.324775,2.352018,Moscow,55.7558,37.6176,modelled_potential_not_observed_mgimo_students,63.82136955261189,2.1498021844863797,62.09206359428174,56,practical_priority_pool,"{'source_key': 'student_flows_modelled_v3.csv', 'year': '2026/2035', 'raw_value': 63.82136955261189, 'normalized_value': 0.638213695526119, 'normalization_method': '0.72*SAI_MGIMO_V3_SCORE/100 + 0.28*lognorm(pop_15_24_latest)', 'weight': 1.0, 'score_type': 'modelled_potential_not_observed_student_headcount'}",modelled,BEN,Benin
IRN,"Iran, Islamic Rep.",Middle East & North Africa,32.166225,54.931495,Moscow,55.7558,37.6176,modelled_potential_not_observed_mgimo_students,69.37554209059283,2.280325239128932,62.04681551862843,57,practical_priority_pool,"{'source_key': 'student_flows_modelled_v3.csv', 'year': '2026/2035', 'raw_value': 69.37554209059283, 'normalized_value': 0.6937554209059283, 'normalization_method': '0.72*SAI_MGIMO_V3_SCORE/100 + 0.28*lognorm(pop_15_24_latest)', 'weight': 1.0, 'score_type': 'modelled_potential_not_observed_student_headcount'}",modelled,IRN,"Iran, Islamic Rep."
SDN,Sudan,Sub-Saharan Africa,16.330746,29.260657,Moscow,55.7558,37.6176,modelled_potential_not_observed_mgimo_students,68.6264726810082,2.262722108003693,61.9292434336092,58,practical_priority_pool,"{'source_key': 'student_flows_modelled_v3.csv', 'year': '2026/2035', 'raw_value': 68.6264726810082, 'normalized_value': 0.686264726810082, 'normalization_method': '0.72*SAI_MGIMO_V3_SCORE/100 + 0.28*lognorm(pop_15_24_latest)', 'weight': 1.0, 'score_type': 'modelled_potential_not_observed_student_headcount'}",modelled,SDN,Sudan
OMN,Oman,Middle East & North Africa,22.120427,57.336553,Moscow,55.7558,37.6176,modelled_potential_not_observed_mgimo_students,58.13500454056183,2.016172606703203,61.53516340442353,59,practical_priority_pool,"{'source_key': 'student_flows_modelled_v3.csv', 'year': '2026/2035', 'raw_value': 58.13500454056183, 'normalized_value': 0.5813500454056183, 'normalization_method': '0.72*SAI_MGIMO_V3_SCORE/100 + 0.28*lognorm(pop_15_24_latest)', 'weight': 1.0, 'score_type': 'modelled_potential_not_observed_student_headcount'}",modelled,OMN,Oman
MDG,Madagascar,Sub-Saharan Africa,-18.628288,46.704241,Moscow,55.7558,37.6176,modelled_potential_not_observed_mgimo_students,66.36752110473009,2.209636745961157,61.255843403244505,60,practical_priority_pool,"{'source_key': 'student_flows_modelled_v3.csv', 'year': '2026/2035', 'raw_value': 66.36752110473009, 'normalized_value': 0.6636752110473009, 'normalization_method': '0.72*SAI_MGIMO_V3_SCORE/100 + 0.28*lognorm(pop_15_24_latest)', 'weight': 1.0, 'score_type': 'modelled_potential_not_observed_student_headcount'}",modelled,MDG,Madagascar
DZA,Algeria,Middle East & North Africa,27.397406,2.808241,Moscow,55.7558,37.6176,modelled_potential_not_observed_mgimo_students,66.37787179225344,2.209879987117956,61.180776489572494,61,practical_priority_pool,"{'source_key': 'student_flows_modelled_v3.csv', 'year': '2026/2035', 'raw_value': 66.37787179225344, 'normalized_value': 0.6637787179225344, 'normalization_method': '0.72*SAI_MGIMO_V3_SCORE/100 + 0.28*lognorm(pop_15_24_latest)', 'weight': 1.0, 'score_type': 'modelled_potential_not_observed_student_headcount'}",modelled,DZA,Algeria
LKA,Sri Lanka,South Asia,7.581097,80.704823,Moscow,55.7558,37.6176,modelled_potential_not_observed_mgimo_students,63.94935356844768,2.1528098088585206,61.13902973735505,62,practical_priority_pool,"{'source_key': 'student_flows_modelled_v3.csv', 'year': '2026/2035', 'raw_value': 63.94935356844768, 'normalized_value': 0.6394935356844768, 'normalization_method': '0.72*SAI_MGIMO_V3_SCORE/100 + 0.28*lognorm(pop_15_24_latest)', 'weight': 1.0, 'score_type': 'modelled_potential_not_observed_student_headcount'}",modelled,LKA,Sri Lanka
GIN,Guinea,Sub-Saharan Africa,10.618516,-10.016402,Moscow,55.7558,37.6176,modelled_potential_not_observed_mgimo_students,63.16722749837433,2.134429846211797,60.90355229357945,63,practical_priority_pool,"{'source_key': 'student_flows_modelled_v3.csv', 'year': '2026/2035', 'raw_value': 63.16722749837433, 'normalized_value': 0.6316722749837433, 'normalization_method': '0.72*SAI_MGIMO_V3_SCORE/100 + 0.28*lognorm(pop_15_24_latest)', 'weight': 1.0, 'score_type': 'modelled_potential_not_observed_student_headcount'}",modelled,GIN,Guinea
BDI,Burundi,Sub-Saharan Africa,-3.332836,29.917086,Moscow,55.7558,37.6176,modelled_potential_not_observed_mgimo_students,62.903480993309024,2.128231803342762,60.88404510415803,64,practical_priority_pool,"{'source_key': 'student_flows_modelled_v3.csv', 'year': '2026/2035', 'raw_value': 62.903480993309024, 'normalized_value': 0.6290348099330902, 'normalization_method': '0.72*SAI_MGIMO_V3_SCORE/100 + 0.28*lognorm(pop_15_24_latest)', 'weight': 1.0, 'score_type': 'modelled_potential_not_observed_student_headcount'}",modelled,BDI,Burundi
GTM,Guatemala,Latin America & Caribbean,14.982133,-90.497134,Moscow,55.7558,37.6176,modelled_potential_not_observed_mgimo_students,63.44424545256619,2.140939768135305,60.09574051629457,65,practical_priority_pool,"{'source_key': 'student_flows_modelled_v3.csv', 'year': '2026/2035', 'raw_value': 63.44424545256619, 'normalized_value': 0.634442454525662, 'normalization_method': '0.72*SAI_MGIMO_V3_SCORE/100 + 0.28*lognorm(pop_15_24_latest)', 'weight': 1.0, 'score_type': 'modelled_potential_not_observed_student_headcount'}",modelled,GTM,Guatemala
NPL,Nepal,South Asia,28.297925,83.639914,Moscow,55.7558,37.6176,modelled_potential_not_observed_mgimo_students,65.08402037108814,2.1794744787205715,60.0050931284797,66,practical_priority_pool,"{'source_key': 'student_flows_modelled_v3.csv', 'year': '2026/2035', 'raw_value': 65.08402037108814, 'normalized_value': 0.6508402037108815, 'normalization_method': '0.72*SAI_MGIMO_V3_SCORE/100 + 0.28*lognorm(pop_15_24_latest)', 'weight': 1.0, 'score_type': 'modelled_potential_not_observed_student_headcount'}",modelled,NPL,Nepal
GNB,Guinea-Bissau,Sub-Saharan Africa,12.163712,-14.52413,Moscow,55.7558,37.6176,modelled_potential_not_observed_mgimo_students,55.17279271629153,1.946560628832851,59.92934147039337,67,practical_priority_pool,"{'source_key': 'student_flows_modelled_v3.csv', 'year': '2026/2035', 'raw_value': 55.17279271629153, 'normalized_value': 0.5517279271629153, 'normalization_method': '0.72*SAI_MGIMO_V3_SCORE/100 + 0.28*lognorm(pop_15_24_latest)', 'weight': 1.0, 'score_type': 'modelled_potential_not_observed_student_headcount'}",modelled,GNB,Guinea-Bissau
BTN,Bhutan,South Asia,27.536685,90.040294,Moscow,55.7558,37.6176,modelled_potential_not_observed_mgimo_students,50.59190519872273,1.838909772169984,59.73562139172097,68,practical_priority_pool,"{'source_key': 'student_flows_modelled_v3.csv', 'year': '2026/2035', 'raw_value': 50.59190519872273, 'normalized_value': 0.5059190519872273, 'normalization_method': '0.72*SAI_MGIMO_V3_SCORE/100 + 0.28*lognorm(pop_15_24_latest)', 'weight': 1.0, 'score_type': 'modelled_potential_not_observed_student_headcount'}",modelled,BTN,Bhutan
TGO,Togo,Sub-Saharan Africa,8.80722,1.058113,Moscow,55.7558,37.6176,modelled_potential_not_observed_mgimo_students,60.44131347925354,2.0703708667624583,59.66808935729687,69,practical_priority_pool,"{'source_key': 'student_flows_modelled_v3.csv', 'year': '2026/2035', 'raw_value': 60.44131347925354, 'normalized_value': 0.6044131347925353, 'normalization_method': '0.72*SAI_MGIMO_V3_SCORE/100 + 0.28*lognorm(pop_15_24_latest)', 'weight': 1.0, 'score_type': 'modelled_potential_not_observed_student_headcount'}",modelled,TGO,Togo
ECU,Ecuador,Latin America & Caribbean,-1.259076,-78.188375,Moscow,55.7558,37.6176,modelled_potential_not_observed_mgimo_students,62.21029917587,2.111942030632945,59.32890819927359,70,practical_priority_pool,"{'source_key': 'student_flows_modelled_v3.csv', 'year': '2026/2035', 'raw_value': 62.21029917587, 'normalized_value': 0.6221029917587, 'normalization_method': '0.72*SAI_MGIMO_V3_SCORE/100 + 0.28*lognorm(pop_15_24_latest)', 'weight': 1.0, 'score_type': 'modelled_potential_not_observed_student_headcount'}",modelled,ECU,Ecuador
COM,Comoros,Sub-Saharan Africa,-11.727683,43.318094,Moscow,55.7558,37.6176,modelled_potential_not_observed_mgimo_students,50.71739017889808,1.8418586692041048,59.02439759707752,71,practical_priority_pool,"{'source_key': 'student_flows_modelled_v3.csv', 'year': '2026/2035', 'raw_value': 50.71739017889808, 'normalized_value': 0.5071739017889808, 'normalization_method': '0.72*SAI_MGIMO_V3_SCORE/100 + 0.28*lognorm(pop_15_24_latest)', 'weight': 1.0, 'score_type': 'modelled_potential_not_observed_student_headcount'}",modelled,COM,Comoros
LBY,Libya,Middle East & North Africa,26.638944,18.011015,Moscow,55.7558,37.6176,modelled_potential_not_observed_mgimo_students,58.40715297331817,2.022568094872977,58.80744580525983,72,practical_priority_pool,"{'source_key': 'student_flows_modelled_v3.csv', 'year': '2026/2035', 'raw_value': 58.40715297331817, 'normalized_value': 0.5840715297331817, 'normalization_method': '0.72*SAI_MGIMO_V3_SCORE/100 + 0.28*lognorm(pop_15_24_latest)', 'weight': 1.0, 'score_type': 'modelled_potential_not_observed_student_headcount'}",modelled,LBY,Libya
VEN,"Venezuela, RB",Latin America & Caribbean,7.182476,-64.599381,Moscow,55.7558,37.6176,modelled_potential_not_observed_mgimo_students,63.584481416586,2.1442353132897707,58.70548349779862,73,practical_priority_pool,"{'source_key': 'student_flows_modelled_v3.csv', 'year': '2026/2035', 'raw_value': 63.584481416586, 'normalized_value': 0.63584481416586, 'normalization_method': '0.72*SAI_MGIMO_V3_SCORE/100 + 0.28*lognorm(pop_15_24_latest)', 'weight': 1.0, 'score_type': 'modelled_potential_not_observed_student_headcount'}",modelled,VEN,"Venezuela, RB"
DOM,Dominican Republic,Latin America & Caribbean,19.104137,-70.653998,Moscow,55.7558,37.6176,modelled_potential_not_observed_mgimo_students,59.81004208849097,2.0555359890795377,58.54967003897246,74,practical_priority_pool,"{'source_key': 'student_flows_modelled_v3.csv', 'year': '2026/2035', 'raw_value': 59.81004208849097, 'normalized_value': 0.5981004208849097, 'normalization_method': '0.72*SAI_MGIMO_V3_SCORE/100 + 0.28*lognorm(pop_15_24_latest)', 'weight': 1.0, 'score_type': 'modelled_potential_not_observed_student_headcount'}",modelled,DOM,Dominican Republic
SLE,Sierra Leone,Sub-Saharan Africa,8.617449,-11.763677,Moscow,55.7558,37.6176,modelled_potential_not_observed_mgimo_students,59.4060982930978,2.046043309887798,58.43873783853953,75,practical_priority_pool,"{'source_key': 'student_flows_modelled_v3.csv', 'year': '2026/2035', 'raw_value': 59.4060982930978, 'normalized_value': 0.594060982930978, 'normalization_method': '0.72*SAI_MGIMO_V3_SCORE/100 + 0.28*lognorm(pop_15_24_latest)', 'weight': 1.0, 'score_type': 'modelled_potential_not_observed_student_headcount'}",modelled,SLE,Sierra Leone
CHL,Chile,Latin America & Caribbean,-38.151771,-72.318871,Moscow,55.7558,37.6176,modelled_potential_not_observed_mgimo_students,60.71644819402271,2.076836532559534,58.36937561013145,76,practical_priority_pool,"{'source_key': 'student_flows_modelled_v3.csv', 'year': '2026/2035', 'raw_value': 60.71644819402271, 'normalized_value': 0.6071644819402271, 'normalization_method': '0.72*SAI_MGIMO_V3_SCORE/100 + 0.28*lognorm(pop_15_24_latest)', 'weight': 1.0, 'score_type': 'modelled_potential_not_observed_student_headcount'}",modelled,CHL,Chile
GMB,"Gambia, The",Sub-Saharan Africa,13.641721,-14.998318,Moscow,55.7558,37.6176,modelled_potential_not_observed_mgimo_students,54.75550828467539,1.936754444689872,58.13939467216896,77,practical_priority_pool,"{'source_key': 'student_flows_modelled_v3.csv', 'year': '2026/2035', 'raw_value': 54.75550828467539, 'normalized_value': 0.5475550828467539, 'normalization_method': '0.72*SAI_MGIMO_V3_SCORE/100 + 0.28*lognorm(pop_15_24_latest)', 'weight': 1.0, 'score_type': 'modelled_potential_not_observed_student_headcount'}",modelled,GMB,"Gambia, The"
KHM,Cambodia,East Asia & Pacific,12.647584,104.50487,Moscow,55.7558,37.6176,modelled_potential_not_observed_mgimo_students,60.93215255884257,2.0819055851328003,57.7316915756736,78,practical_priority_pool,"{'source_key': 'student_flows_modelled_v3.csv', 'year': '2026/2035', 'raw_value': 60.93215255884257, 'normalized_value': 0.6093215255884257, 'normalization_method': '0.72*SAI_MGIMO_V3_SCORE/100 + 0.28*lognorm(pop_15_24_latest)', 'weight': 1.0, 'score_type': 'modelled_potential_not_observed_student_headcount'}",modelled,KHM,Cambodia
AZE,Azerbaijan,Europe & Central Asia,40.402387,47.210994,Moscow,55.7558,37.6176,modelled_potential_not_observed_mgimo_students,57.88216783019863,2.010230944009668,57.60055040313408,79,practical_priority_pool,"{'source_key': 'student_flows_modelled_v3.csv', 'year': '2026/2035', 'raw_value': 57.88216783019863, 'normalized_value': 0.5788216783019863, 'normalization_method': '0.72*SAI_MGIMO_V3_SCORE/100 + 0.28*lognorm(pop_15_24_latest)', 'weight': 1.0, 'score_type': 'modelled_potential_not_observed_student_headcount'}",modelled,AZE,Azerbaijan
PAN,Panama,Latin America & Caribbean,8.72198,-80.352106,Moscow,55.7558,37.6176,modelled_potential_not_observed_mgimo_students,55.07145367516431,1.9441791613663613,57.22886766423547,80,practical_priority_pool,"{'source_key': 'student_flows_modelled_v3.csv', 'year': '2026/2035', 'raw_value': 55.07145367516431, 'normalized_value': 0.5507145367516431, 'normalization_method': '0.72*SAI_MGIMO_V3_SCORE/100 + 0.28*lognorm(pop_15_24_latest)', 'weight': 1.0, 'score_type': 'modelled_potential_not_observed_student_headcount'}",modelled,PAN,Panama
MMR,Myanmar,East Asia & Pacific,21.573855,95.804497,Moscow,55.7558,37.6176,modelled_potential_not_observed_mgimo_students,64.62548057346528,2.168698793476434,57.12131240277243,81,practical_priority_pool,"{'source_key': 'student_flows_modelled_v3.csv', 'year': '2026/2035', 'raw_value': 64.62548057346528, 'normalized_value': 0.6462548057346528, 'normalization_method': '0.72*SAI_MGIMO_V3_SCORE/100 + 0.28*lognorm(pop_15_24_latest)', 'weight': 1.0, 'score_type': 'modelled_potential_not_observed_student_headcount'}",modelled,MMR,Myanmar
HND,Honduras,Latin America & Caribbean,14.794801,-86.887604,Moscow,55.7558,37.6176,modelled_potential_not_observed_mgimo_students,59.01409328182336,2.036831192122849,56.97180232951352,82,practical_priority_pool,"{'source_key': 'student_flows_modelled_v3.csv', 'year': '2026/2035', 'raw_value': 59.01409328182336, 'normalized_value': 0.5901409328182335, 'normalization_method': '0.72*SAI_MGIMO_V3_SCORE/100 + 0.28*lognorm(pop_15_24_latest)', 'weight': 1.0, 'score_type': 'modelled_potential_not_observed_student_headcount'}",modelled,HND,Honduras
KGZ,Kyrgyz Republic,Europe & Central Asia,41.66854,74.532637,Moscow,55.7558,37.6176,modelled_potential_not_observed_mgimo_students,56.5565961030068,1.97908000842066,56.87596013605104,83,practical_priority_pool,"{'source_key': 'student_flows_modelled_v3.csv', 'year': '2026/2035', 'raw_value': 56.5565961030068, 'normalized_value': 0.565565961030068, 'normalization_method': '0.72*SAI_MGIMO_V3_SCORE/100 + 0.28*lognorm(pop_15_24_latest)', 'weight': 1.0, 'score_type': 'modelled_potential_not_observed_student_headcount'}",modelled,KGZ,Kyrgyz Republic
ERI,Eritrea,Sub-Saharan Africa,15.787401,38.285566,Moscow,55.7558,37.6176,modelled_potential_not_observed_mgimo_students,55.0301674052983,1.94320893402451,56.73293729388368,84,practical_priority_pool,"{'source_key': 'student_flows_modelled_v3.csv', 'year': '2026/2035', 'raw_value': 55.0301674052983, 'normalized_value': 0.550301674052983, 'normalization_method': '0.72*SAI_MGIMO_V3_SCORE/100 + 0.28*lognorm(pop_15_24_latest)', 'weight': 1.0, 'score_type': 'modelled_potential_not_observed_student_headcount'}",modelled,ERI,Eritrea
LBR,Liberia,Sub-Saharan Africa,6.447177,-9.460379,Moscow,55.7558,37.6176,modelled_potential_not_observed_mgimo_students,56.13561116855891,1.9691868624611344,56.14202600322755,85,practical_priority_pool,"{'source_key': 'student_flows_modelled_v3.csv', 'year': '2026/2035', 'raw_value': 56.13561116855891, 'normalized_value': 0.5613561116855891, 'normalization_method': '0.72*SAI_MGIMO_V3_SCORE/100 + 0.28*lognorm(pop_15_24_latest)', 'weight': 1.0, 'score_type': 'modelled_potential_not_observed_student_headcount'}",modelled,LBR,Liberia
BHR,Bahrain,Middle East & North Africa,26.055972,50.554816,Moscow,55.7558,37.6176,modelled_potential_not_observed_mgimo_students,49.01227394465468,1.801788437699385,55.80431512851591,86,practical_priority_pool,"{'source_key': 'student_flows_modelled_v3.csv', 'year': '2026/2035', 'raw_value': 49.01227394465468, 'normalized_value': 0.49012273944654683, 'normalization_method': '0.72*SAI_MGIMO_V3_SCORE/100 + 0.28*lognorm(pop_15_24_latest)', 'weight': 1.0, 'score_type': 'modelled_potential_not_observed_student_headcount'}",modelled,BHR,Bahrain
TUN,Tunisia,Middle East & North Africa,33.687263,9.007881,Moscow,55.7558,37.6176,modelled_potential_not_observed_mgimo_students,57.16153371116876,1.993296042212466,55.63102657709776,87,practical_priority_pool,"{'source_key': 'student_flows_modelled_v3.csv', 'year': '2026/2035', 'raw_value': 57.16153371116876, 'normalized_value': 0.5716153371116875, 'normalization_method': '0.72*SAI_MGIMO_V3_SCORE/100 + 0.28*lognorm(pop_15_24_latest)', 'weight': 1.0, 'score_type': 'modelled_potential_not_observed_student_headcount'}",modelled,TUN,Tunisia
TJK,Tajikistan,Europe & Central Asia,38.199835,72.587276,Moscow,55.7558,37.6176,modelled_potential_not_observed_mgimo_students,57.25615795570147,1.9955197119589845,55.38358072226755,88,practical_priority_pool,"{'source_key': 'student_flows_modelled_v3.csv', 'year': '2026/2035', 'raw_value': 57.25615795570147, 'normalized_value': 0.5725615795570147, 'normalization_method': '0.72*SAI_MGIMO_V3_SCORE/100 + 0.28*lognorm(pop_15_24_latest)', 'weight': 1.0, 'score_type': 'modelled_potential_not_observed_student_headcount'}",modelled,TJK,Tajikistan
SYC,Seychelles,Sub-Saharan Africa,-4.676659,55.480175,Moscow,55.7558,37.6176,modelled_potential_not_observed_mgimo_students,39.83272720221472,1.586069089252046,55.32323222529823,89,practical_priority_pool,"{'source_key': 'student_flows_modelled_v3.csv', 'year': '2026/2035', 'raw_value': 39.83272720221472, 'normalized_value': 0.3983272720221472, 'normalization_method': '0.72*SAI_MGIMO_V3_SCORE/100 + 0.28*lognorm(pop_15_24_latest)', 'weight': 1.0, 'score_type': 'modelled_potential_not_observed_student_headcount'}",modelled,SYC,Seychelles
LAO,Lao PDR,East Asia & Pacific,19.431821,102.533912,Moscow,55.7558,37.6176,modelled_potential_not_observed_mgimo_students,56.33341994116162,1.9738353686172985,55.27030059333711,90,practical_priority_pool,"{'source_key': 'student_flows_modelled_v3.csv', 'year': '2026/2035', 'raw_value': 56.33341994116162, 'normalized_value': 0.5633341994116162, 'normalization_method': '0.72*SAI_MGIMO_V3_SCORE/100 + 0.28*lognorm(pop_15_24_latest)', 'weight': 1.0, 'score_type': 'modelled_potential_not_observed_student_headcount'}",modelled,LAO,Lao PDR
CAF,Central African Republic,Sub-Saharan Africa,6.989681,20.906897,Moscow,55.7558,37.6176,modelled_potential_not_observed_mgimo_students,55.46416631455471,1.953407908392036,55.09474971092685,91,practical_priority_pool,"{'source_key': 'student_flows_modelled_v3.csv', 'year': '2026/2035', 'raw_value': 55.46416631455471, 'normalized_value': 0.5546416631455471, 'normalization_method': '0.72*SAI_MGIMO_V3_SCORE/100 + 0.28*lognorm(pop_15_24_latest)', 'weight': 1.0, 'score_type': 'modelled_potential_not_observed_student_headcount'}",modelled,CAF,Central African Republic
SUR,Suriname,Latin America & Caribbean,4.143987,-55.91094,Moscow,55.7558,37.6176,modelled_potential_not_observed_mgimo_students,46.2922075703256,1.7378668779026518,55.09356494252049,92,practical_priority_pool,"{'source_key': 'student_flows_modelled_v3.csv', 'year': '2026/2035', 'raw_value': 46.2922075703256, 'normalized_value': 0.462922075703256, 'normalization_method': '0.72*SAI_MGIMO_V3_SCORE/100 + 0.28*lognorm(pop_15_24_latest)', 'weight': 1.0, 'score_type': 'modelled_potential_not_observed_student_headcount'}",modelled,SUR,Suriname
SWZ,Eswatini,Sub-Saharan Africa,-26.533676,31.467264,Moscow,55.7558,37.6176,modelled_potential_not_observed_mgimo_students,49.18135789575601,1.8057619105502665,54.733585886646495,93,practical_priority_pool,"{'source_key': 'student_flows_modelled_v3.csv', 'year': '2026/2035', 'raw_value': 49.18135789575601, 'normalized_value': 0.49181357895756006, 'normalization_method': '0.72*SAI_MGIMO_V3_SCORE/100 + 0.28*lognorm(pop_15_24_latest)', 'weight': 1.0, 'score_type': 'modelled_potential_not_observed_student_headcount'}",modelled,SWZ,Eswatini
TTO,Trinidad and Tobago,Latin America & Caribbean,10.9989,-60.9184,Moscow,55.7558,37.6176,modelled_potential_not_observed_mgimo_students,48.09069471752295,1.7801313258617897,54.68464579507378,94,practical_priority_pool,"{'source_key': 'student_flows_modelled_v3.csv', 'year': '2026/2035', 'raw_value': 48.09069471752295, 'normalized_value': 0.4809069471752295, 'normalization_method': '0.72*SAI_MGIMO_V3_SCORE/100 + 0.28*lognorm(pop_15_24_latest)', 'weight': 1.0, 'score_type': 'modelled_potential_not_observed_student_headcount'}",modelled,TTO,Trinidad and Tobago
GUY,Guyana,Latin America & Caribbean,5.124317,-58.942643,Moscow,55.7558,37.6176,modelled_potential_not_observed_mgimo_students,46.95060727887479,1.7533392710535578,54.5623811626248,95,practical_priority_pool,"{'source_key': 'student_flows_modelled_v3.csv', 'year': '2026/2035', 'raw_value': 46.95060727887479, 'normalized_value': 0.4695060727887479, 'normalization_method': '0.72*SAI_MGIMO_V3_SCORE/100 + 0.28*lognorm(pop_15_24_latest)', 'weight': 1.0, 'score_type': 'modelled_potential_not_observed_student_headcount'}",modelled,GUY,Guyana
VUT,Vanuatu,East Asia & Pacific,-15.37153,166.908762,Moscow,55.7558,37.6176,modelled_potential_not_observed_mgimo_students,43.09650437150744,1.662767852730425,54.064260907203895,96,practical_priority_pool,"{'source_key': 'student_flows_modelled_v3.csv', 'year': '2026/2035', 'raw_value': 43.09650437150744, 'normalized_value': 0.43096504371507444, 'normalization_method': '0.72*SAI_MGIMO_V3_SCORE/100 + 0.28*lognorm(pop_15_24_latest)', 'weight': 1.0, 'score_type': 'modelled_potential_not_observed_student_headcount'}",modelled,VUT,Vanuatu
PRY,Paraguay,Latin America & Caribbean,-21.674509,-60.146394,Moscow,55.7558,37.6176,modelled_potential_not_observed_mgimo_students,54.61489278702476,1.933449980495082,54.05063065953552,97,practical_priority_pool,"{'source_key': 'student_flows_modelled_v3.csv', 'year': '2026/2035', 'raw_value': 54.61489278702476, 'normalized_value': 0.5461489278702476, 'normalization_method': '0.72*SAI_MGIMO_V3_SCORE/100 + 0.28*lognorm(pop_15_24_latest)', 'weight': 1.0, 'score_type': 'modelled_potential_not_observed_student_headcount'}",modelled,PRY,Paraguay
