rank_practical_student_recruitment,rank_reference_all,iso3,country,region,income_group,student_recruitment_status,SAI_MGIMO_V3_SCORE,A_YOUTH_OPPORTUNITY,A_OUTBOUND_MOBILITY_UIS,A_LEGAL_PARTNERSHIP_CONTEXT,A_PROGRAM_RELEVANCE,A_AFFORDABILITY_ACCESS,A_DIGITAL_REACH,A_DATAQ,pop_15_24_latest,pop_15_24_latest_year,pop_15_24_base_year,pop_15_24_growth_10y_pct,student_pool_latest,student_pool_latest_year,uis_outbound_mobility_ratio,uis_outbound_mobility_year,uis_source_key,uis_observation_status,internet_users_pct,gdp_pc_ppp_current,program_relevance_score,dataq_required_available,dataq_required_total,score_source_policy,is_unfriendly_430r,is_domestic_russia,is_non_sovereign_or_special,has_existing_mgimo_presence,in_preparation,has_required_open_data,due_diligence_warnings,latitude,longitude
44,44,PER,Peru,Latin America & Caribbean,Upper middle income,practical_priority_pool,63.30610449583334,0.735110977565387,0.013848532117366856,1.0,0.4718601515760938,0.5568128940651956,0.8033051316715479,1.0,5687656.0,2024,2014,7.751389173323697,6932632.75,2024,1.663699984550476,2017.0,unesco_uis_uis006_mor_5t8_40510,uis_estimate,81.95705992,15661.749771195591,0.4718601515760938,6,6,open_api_factual_only,False,False,False,False,False,True,,-12.976679,-72.90016
45,45,ARG,Argentina,Latin America & Caribbean,Upper middle income,practical_priority_pool,63.13261172865426,0.7153795145508174,0.0,1.0,0.4381999298609713,0.7115459407253574,0.89719022946837,1.0,7020489.0,2024,2014,0.053101408726496935,8591313.9,2024,0.3330599963665009,2023.0,unesco_uis_uis006_mor_5t8_40510,uis_estimate,89.66715228,26771.96576505708,0.4381999298609713,6,6,open_api_factual_only,False,False,False,False,False,True,,-33.501159,-64.173331
46,46,SAU,Saudi Arabia,Middle East & North Africa,High income,practical_priority_pool,63.059973971484226,0.6480787103039312,0.031532426732197145,1.0,0.550749959665261,0.9575866585417373,1.0,1.0,5021889.0,2024,2014,-7.785282962394402,6564811.65,2024,2.791359901428223,2022.0,unesco_uis_uis006_mor_5t8_40510,uis_estimate,100.0,62792.77414763707,0.550749959665261,6,6,open_api_factual_only,False,False,False,False,False,True,,23.806908,44.6996
47,47,MOZ,Mozambique,Sub-Saharan Africa,Low income,practical_priority_pool,63.02807288222415,0.8791825028954025,0.010975129673425942,1.0,0.3340279598613438,0.0,0.055280495947117196,1.0,6987363.0,2024,2014,33.47533413423287,8209406.85,2024,1.480469942092896,2018.0,unesco_uis_uis006_mor_5t8_40510,uis_estimate,20.52729988,1500.3142744635054,0.3340279598613438,6,6,open_api_factual_only,False,False,False,False,False,True,,-13.94323,37.83789
48,48,COL,Colombia,Latin America & Caribbean,Upper middle income,practical_priority_pool,63.01234925621409,0.7240945545828253,0.027106043407125253,1.0,0.457595518585694,0.6045243895822942,0.7715035865948734,1.0,8330230.0,2024,2014,-1.1649049471116335,10399224.25,2024,2.509099960327148,2022.0,unesco_uis_uis006_mor_5t8_40510,uis_estimate,79.34543299,18477.214666453576,0.457595518585694,6,6,open_api_factual_only,False,False,False,False,False,True,,3.373111,-73.174347
49,49,UZB,Uzbekistan,Europe & Central Asia,Lower middle income,practical_priority_pool,62.79527590926892,0.6283469641403344,0.32135977209277294,1.0,0.5018766301707536,0.4400451753100397,0.8952218138853884,1.0,5255075.0,2024,2014,-12.595208323145958,6524728.85,2024,21.2729606628418,2021.0,unesco_uis_uis006_mor_5t8_40510,uis_estimate,89.50550079,10450.205140285188,0.5018766301707536,6,6,open_api_factual_only,False,False,False,True,False,True,,41.693603,64.005429
50,50,ZAF,South Africa,Sub-Saharan Africa,Upper middle income,practical_priority_pool,62.73053666827839,0.7350809850054141,0.005199628991006855,1.0,0.4699045763092263,0.5160262564187118,0.7594748012913746,1.0,10462101.0,2024,2014,-2.9142157661077417,12972565.5,2024,1.11217999458313,2023.0,unesco_uis_uis006_mor_5t8_40510,uis_estimate,78.35759735,13597.653849599776,0.4699045763092263,6,6,open_api_factual_only,False,False,False,False,False,True,,-29.708776,23.665734
51,51,YEM,"Yemen, Rep.",Middle East & North Africa,Low income,practical_priority_pool,62.68110542607593,0.8207653931842884,0.06787955575887557,1.0,0.1649805042076306,0.5272813153470444,0.018307737244048196,1.0,7842369.0,2024,2014,19.56644338584892,9315391.8,2024,5.109129905700684,2011.0,unesco_uis_uis006_mor_5t8_40510,uis_estimate,17.49099922,14138.417778599354,0.1649805042076306,6,6,open_api_factual_only,False,False,False,False,False,True,,15.328226,45.874383
52,52,TKM,Turkmenistan,Europe & Central Asia,Upper middle income,practical_priority_pool,62.58775076191814,0.48605615922843737,0.9994289166739382,1.0,0.3190154652383035,0.6074009564910098,0.024387668215193326,1.0,1066750.0,2024,2014,-13.667032743806162,1359014.65,2024,64.5118179321289,2023.0,unesco_uis_uis006_mor_5t8_40510,uis_estimate,17.99029922,18662.29879905601,0.3190154652383035,6,6,open_api_factual_only,False,False,False,False,False,True,,39.855246,58.676647
53,53,THA,Thailand,East Asia & Pacific,Upper middle income,practical_priority_pool,62.58665586030424,0.6747002527892161,0.012469619738955509,1.0,0.6370168021995813,0.6514638448192323,0.9118029546270241,1.0,8935610.0,2024,2014,-12.445320029457907,11217782.75,2024,1.575770020484924,2023.0,unesco_uis_uis006_mor_5t8_40510,uis_estimate,90.86718789,21740.540321926088,0.6370168021995813,6,6,open_api_factual_only,False,False,False,False,False,True,,15.45974,101.073198
54,54,MAR,Morocco,Middle East & North Africa,Lower middle income,practical_priority_pool,62.426347252949434,0.6989502962556242,0.07164980553562948,1.0,0.5320500436332767,0.4021021486823075,0.9158555776095221,1.0,6121411.0,2024,2014,-0.8939667404285978,7409788.0,2024,5.349549770355225,2023.0,unesco_uis_uis006_mor_5t8_40510,uis_estimate,91.2,9162.7470703125,0.5320500436332767,6,6,open_api_factual_only,False,False,False,False,False,True,,31.650723,-7.187296
55,55,RWA,Rwanda,Sub-Saharan Africa,Low income,practical_priority_pool,62.1388630388478,0.7925594043166677,0.08277065787507085,1.0,0.4744095189286736,0.10430126085137414,0.19136964511891036,1.0,2951944.0,2024,2014,30.91467722400627,3441607.0,2024,6.058700084686279,2023.0,unesco_uis_uis006_mor_5t8_40510,uis_estimate,31.70330048,3264.6445147439244,0.4744095189286736,6,6,open_api_factual_only,False,False,False,False,False,True,,-1.897196,30.103894
56,56,BEN,Benin,Sub-Saharan Africa,Lower middle income,practical_priority_pool,62.09206359428174,0.7895015504515203,0.11201794258636134,1.0,0.3767356647656966,0.15570956587821508,0.219139069232269,1.0,2840156.0,2024,2014,30.967501554000833,3347774.9,2024,7.92372989654541,2022.0,unesco_uis_uis006_mor_5t8_40510,uis_estimate,33.98379898,3901.3258849439226,0.3767356647656966,6,6,open_api_factual_only,False,False,False,False,False,True,,10.324775,2.352018
57,57,IRN,"Iran, Islamic Rep.",Middle East & North Africa,Upper middle income,practical_priority_pool,62.04681551862843,0.6989074341114089,0.0283224908526341,1.0,0.4673483119379239,0.5885803996194782,0.8445037665488967,1.0,12177676.0,2024,2014,-12.932548814087319,14952535.75,2024,2.586669921875,2022.0,unesco_uis_uis006_mor_5t8_40510,uis_estimate,85.3404007,17484.13201404669,0.4673483119379239,6,6,open_api_factual_only,False,False,False,False,False,True,,32.166225,54.931495
58,58,SDN,Sudan,Sub-Saharan Africa,Low income,practical_priority_pool,61.9292434336092,0.895759003544859,0.017285699431574597,1.0,0.0921842861160653,0.0,0.031811944133132646,1.0,10241791.0,2024,2014,30.161494033317048,12114334.6,2024,1.882879972457886,2015.0,unesco_uis_uis006_mor_5t8_40510,uis_estimate,18.60000038,1861.39794921875,0.0921842861160653,6,6,open_api_factual_only,False,False,False,False,False,True,,16.330746,29.260657
59,59,OMN,Oman,Middle East & North Africa,High income,practical_priority_pool,61.53516340442353,0.5812189479637426,0.20389011422299513,1.0,0.5668400635758202,0.8027467237199878,0.9651933319354974,1.0,716510.0,2024,2014,12.662525020480242,967899.8,2024,13.78219985961914,2023.0,unesco_uis_uis006_mor_5t8_40510,uis_estimate,95.25174678,36721.08046341856,0.5668400635758202,6,6,open_api_factual_only,False,False,False,False,False,True,,22.120427,57.336553
60,60,MDG,Madagascar,Sub-Saharan Africa,Low income,practical_priority_pool,61.255843403244505,0.8448004867127292,0.038445967106738685,1.0,0.28370518696762,0.0,0.032760524539816045,1.0,6450751.0,2024,2014,27.874988898967914,7663601.35,2024,3.232219934463501,2023.0,unesco_uis_uis006_mor_5t8_40510,uis_estimate,18.67790031,1657.0497062296852,0.28370518696762,6,6,open_api_factual_only,False,False,False,False,False,True,,-18.628288,46.704241
61,61,DZA,Algeria,Middle East & North Africa,Upper middle income,practical_priority_pool,61.180776489572494,0.7024040110874936,0.024391028662999827,1.0,0.4193850549129307,0.5538525163060479,0.7480309848625197,1.0,6559911.0,2024,2014,-1.401055894786285,7930124.1,2024,2.335969924926758,2023.0,unesco_uis_uis006_mor_5t8_40510,uis_estimate,77.4178009,15501.919700396596,0.4193850549129307,6,6,open_api_factual_only,False,False,False,False,False,True,,27.397406,2.808241
62,62,LKA,Sri Lanka,South Asia,Lower middle income,practical_priority_pool,61.13902973735505,0.6789019886409793,0.17014148192859083,1.0,0.4344529145989219,0.5193012685583208,0.4700589165768313,1.0,3511375.0,2024,2014,4.746218158506976,4250397.4,2024,11.63012981414795,2023.0,unesco_uis_uis006_mor_5t8_40510,uis_estimate,54.59,13752.83674038602,0.4344529145989219,6,6,open_api_factual_only,False,False,False,False,False,True,,7.581097,80.704823
63,63,GIN,Guinea,Sub-Saharan Africa,Lower middle income,practical_priority_pool,60.90355229357945,0.7595669890791895,0.08890778165164523,1.0,0.4593298688795756,0.1640934107427518,0.21086972942513524,1.0,2993330.0,2024,2014,23.956086367948725,3553993.55,2024,6.450049877166748,2014.0,unesco_uis_uis006_mor_5t8_40510,uis_estimate,33.30469894,4016.341913860717,0.4593298688795756,6,6,open_api_factual_only,False,False,False,False,False,True,,10.618516,-10.016402
64,64,BDI,Burundi,Sub-Saharan Africa,Low income,practical_priority_pool,60.88404510415803,0.8266602852291696,0.0783623033605864,1.0,0.2871542486162693,0.0,0.0,1.0,2804770.0,2024,2014,39.33013717071552,3224161.0,2024,5.777589797973633,2023.0,unesco_uis_uis006_mor_5t8_40510,uis_estimate,8.595999718,1051.25931339275,0.2871542486162693,6,6,open_api_factual_only,False,False,False,False,False,True,,-3.332836,29.917086
65,65,GTM,Guatemala,Latin America & Caribbean,Upper middle income,practical_priority_pool,60.09574051629457,0.7086827622395867,0.0,1.0,0.442157021387162,0.4949697187889629,0.5386319801210393,1.0,3743885.0,2024,2014,9.686230322377254,4515685.4,2024,0.7797600030899048,2023.0,unesco_uis_uis006_mor_5t8_40510,uis_estimate,60.22140121,12640.887502314612,0.442157021387162,6,6,open_api_factual_only,False,False,False,False,False,True,,14.982133,-90.497134
66,66,NPL,Nepal,South Asia,Lower middle income,practical_priority_pool,60.0050931284797,0.6811504440619518,0.28078305867799486,1.0,0.3246935564766828,0.2299962537878196,0.3693790029984532,1.0,5838116.0,2024,2014,-3.6880889047847476,7033569.8,2024,18.68548011779785,2023.0,unesco_uis_uis006_mor_5t8_40510,uis_estimate,46.32189941,5046.815929729462,0.3246935564766828,6,6,open_api_factual_only,False,False,False,False,False,True,,28.297925,83.639914
67,67,GNB,Guinea-Bissau,Sub-Saharan Africa,Low income,practical_priority_pool,59.92934147039337,0.6207808648165818,0.6359375860867995,1.0,0.2148002501475922,0.05420373009997529,0.1679181175987214,1.0,447553.0,2024,2014,28.945480527936795,528657.4,2024,41.33283996582031,2006.0,unesco_uis_uis006_mor_5t8_40510,uis_estimate,29.77739906,2744.27981043716,0.2148002501475922,6,6,open_api_factual_only,False,False,False,False,False,True,,12.163712,-14.52413
68,68,BTN,Bhutan,South Asia,Lower middle income,practical_priority_pool,59.73562139172097,0.3279249849011574,1.0,1.0,0.5564552262842486,0.5367563655106119,0.916798035831358,1.0,140680.0,2024,2014,-10.419439261858221,174171.25,2024,94.57029724121094,2023.0,unesco_uis_uis006_mor_5t8_40510,uis_estimate,91.27739716,14610.29591195358,0.5564552262842486,6,6,open_api_factual_only,False,False,False,False,False,True,,27.536685,90.040294
69,69,TGO,Togo,Sub-Saharan Africa,Low income,practical_priority_pool,59.66808935729687,0.7482196717297803,0.08786289579937885,1.0,0.4062760895681501,0.07611193408145417,0.28610477924596855,1.0,1854989.0,2024,2014,30.01563701381398,2180766.05,2024,6.383419990539551,2020.0,unesco_uis_uis006_mor_5t8_40510,uis_estimate,39.48320007,2960.7754256910853,0.4062760895681501,6,6,open_api_factual_only,False,False,False,False,False,True,,8.80722,1.058113
70,70,ECU,Ecuador,Latin America & Caribbean,Upper middle income,practical_priority_pool,59.32890819927359,0.66825584235525,0.04022853490792913,1.0,0.3942015270651699,0.5231100226323339,0.7450467926672147,1.0,3134468.0,2024,2014,4.565326390929858,3829670.75,2024,3.345890045166016,2023.0,unesco_uis_uis006_mor_5t8_40510,uis_estimate,77.17273115,13935.539112540237,0.3942015270651699,6,6,open_api_factual_only,False,False,False,False,False,True,,-1.259076,-78.188375
71,71,COM,Comoros,Sub-Saharan Africa,Lower middle income,practical_priority_pool,59.02439759707752,0.47280136257842886,1.0,1.0,0.2301914696485887,0.12294355091663821,0.20128410136688382,1.0,166105.0,2024,2014,16.162216596500546,195297.4,2024,102.3247985839844,2014.0,unesco_uis_uis006_mor_5t8_40510,uis_estimate,32.51750183,3482.534860374781,0.2301914696485887,6,6,open_api_factual_only,False,False,False,False,False,True,,-11.727683,43.318094
