iso3,country,format,capacity_students,capex_usd,capex_base_usd_for_diag,cost_factor,risk_premium,capex_rub,avg_tuition_usd,students_year_1,students_year_10,capture_ceiling,demand_pool_students,host_subsidy_share,annual_revenue_year_10_usd,annual_opex_year_10_usd,cashflow_year_10_usd,npv_10y_usd,npv_10y_rub,npv_expected_usd,npv_expected_rub,npv_p10_usd,npv_p90_usd,npv_positive_probability,payback_years,margin_year_10,breakeven_students,discount_rate
ARE,United Arab Emirates,partner_embedded_branch,600,2210941.8253280874,1940787.478159924,0.985503016123532,0.03563483202203647,162435463.87084675,6819.488953702283,25.0,86.6736048042813,0.00016567684982780003,523421.05145924253,0.08,687426.9029187392,875785.5136757344,-118295.76966293645,-4055308.436992449,-297939050.0265546,-4199531.335590083,-308534947.74133426,-4919696.322109088,-3321983.943893368,0.0,inf,-0.200138446542219,149.34010221809632,0.11
ARE,United Arab Emirates,urban_standard_branch,1400,7910837.847940116,6944214.841454486,0.985503016123532,0.03563483202203647,581200554.7665277,6819.488953702283,40.0,86.4463488468277,0.00016567684982780003,523421.05145924253,0.0,885939.1242068822,2075574.2160836775,-1189635.0918767953,-16712520.629273038,-1227850506.859998,-16635521.088704327,-1222193435.3139095,-18097796.866301075,-15616562.184199942,0.0,inf,-2.017972674715171,431.2218798996558,0.11
ARE,United Arab Emirates,flagship_regional_hub,2500,29894715.304459997,26241888.620222818,0.985503016123532,0.03563483202203647,2196331849.231841,6819.488953702283,75.0,85.33936851812196,0.00016567684982780003,523421.05145924253,0.0,1508692.0456882506,5976195.838850634,-4467503.793162383,-59849286.51521635,-4397061246.057779,-60263537.89980711,-4427495839.607139,-69130902.42652096,-54263080.80504743,0.0,inf,-7.676507432914186,1636.8991532777275,0.11
SAU,Saudi Arabia,partner_embedded_branch,600,2155765.5226530023,1837054.1347091307,0.8962814038639384,0.06680951951683137,158381721.60724118,6563.157695394815,38.49977375655967,293.1912543218751,0.00013847921441420379,2118324.9170561926,0.08,1967290.01954407,1122026.3882317254,935025.7423708825,220658.80617088272,16211559.764687967,-214695.33798497496,-15773430.316884328,-2329892.154343322,1572293.088427641,0.5,7.0,0.48591434110470116,142.7767650688061,0.11
SAU,Saudi Arabia,urban_standard_branch,1400,7624647.006030869,6497408.535826736,0.8962814038639384,0.06680951951683137,560174428.4213814,6563.157695394815,40.0,292.42251441116764,0.00013847921441420379,2118324.9170561926,0.0,2162446.4727337817,2345503.1333680255,-183056.66063424386,-12717868.229725534,-934367789.1828823,-12019347.891756143,-883048268.324643,-13645433.296719046,-9417514.656210931,0.0,inf,-0.0953810039040772,408.63375802211124,0.11
SAU,Saudi Arabia,flagship_regional_hub,2500,28643449.458964005,24408761.856514588,0.8962814038639384,0.06680951951683137,2104402723.9556808,6563.157695394815,75.0,288.67792628868483,0.00013847921441420379,2118324.9170561926,0.0,2768853.2032757113,6156588.226144087,-3387735.0228683753,-54382888.07134299,-3995450965.424691,-53726883.42269665,-3947255025.493758,-56320805.05953208,-51479107.95715657,0.0,inf,-1.7880638284037766,1520.2336223898521,0.11
MYS,Malaysia,partner_embedded_branch,600,1857863.0671324236,1593265.073518148,0.7025988222554103,0.06006618279554065,136495155.89284533,6067.290267821616,25.0,123.65426624678966,0.0001534985082205195,805992.6844053838,0.08,840236.4731268191,679607.8151349082,214997.28320270358,-2049963.071237041,-150608531.88440704,-2062853.0497542962,-151555544.42709342,-2886352.833389196,-1477393.0440297676,0.0,inf,0.28656892503450465,114.94559463368466,0.11
MYS,Malaysia,urban_standard_branch,1400,6397717.048884458,5486550.276265681,0.7025988222554103,0.06006618279554065,470033234.0927874,6067.290267821616,40.0,123.33004794835162,0.0001534985082205195,805992.6844053838,0.0,1038348.0316611268,1568515.7175200034,-530167.6858588767,-11692136.673651855,-859008420.0628608,-11171683.565421836,-820771302.6996204,-11967224.58906184,-9811231.14464516,0.0,inf,-0.7085158669504348,322.0192932334546,0.11
MYS,Malaysia,flagship_regional_hub,2500,23709363.321229998,20332661.304997817,0.7025988222554103,0.06006618279554065,1741900842.9111147,6067.290267821616,75.0,121.75075699114687,0.0001534985082205195,805992.6844053838,0.0,1659149.295672608,4436067.017910759,-2776917.722238151,-44133075.891060695,-3242408539.3327494,-42929125.76486675,-3153955647.906419,-45861000.21954618,-38757075.98020533,0.0,inf,-3.759209844268618,1143.792298629718,0.11
TUR,Türkiye,partner_embedded_branch,600,1974475.6285581803,1620404.8208138875,0.7147770158755772,0.10773420387766383,145062552.5069781,6053.501444306604,95.34942465036282,600.0,0.0001402107209809233,5181504.059417091,0.08,3606816.8319206038,1277712.9687311305,2431320.9006879637,7563513.303513441,555683002.5444987,8309879.641414827,610517716.3871418,6355609.617803683,10635808.720148845,1.0,4.0,0.6693979572694665,123.07561947475712,0.11
TUR,Türkiye,urban_standard_branch,1400,6794513.411697513,5576094.294685717,0.7147770158755772,0.10773420387766383,499185426.3926635,6053.501444306604,63.833346748577576,724.2203208834861,0.0001402107209809233,5181504.059417091,0.0,4528706.008125801,2603641.742521934,1925064.2656038664,-3893576.65667752,-286056794.03177506,-2920266.7759137144,-214548787.7329271,-6372677.8652907945,-165930.91625055857,0.1,10.0,0.4391044875578471,345.5649009896723,0.11
TUR,Türkiye,flagship_regional_hub,2500,25162635.48030045,20650371.798428085,0.7147770158755772,0.10773420387766383,1848671149.8386457,6053.501444306604,75.0,714.9463878653607,0.0001402107209809233,5181504.059417091,0.0,5104811.83188296,6018168.973784734,-913357.1419017734,-40963922.55732676,-3009574329.971984,-40779662.857638374,-2996036972.5215483,-46719179.500004224,-35372578.3568049,0.0,inf,-0.21103792222241902,1233.1858158078282,0.11
THA,Thailand,partner_embedded_branch,600,1799129.822859097,1501211.020017962,0.6230683950307861,0.08950210491791709,132180089.04265273,5686.184142292818,25.0,185.07871311989368,0.00014720961655972006,1257900.946740161,0.08,1130295.9778735691,679033.2657012457,505585.37342842296,-783787.6700114361,-57584017.9493032,-969589.8208950507,-71234697.5923564,-1935785.2877079789,521781.001175769,0.2,9.0,0.48041561000060257,110.31295111738893,0.11
THA,Thailand,urban_standard_branch,1400,6099141.725970517,5089181.811864942,0.6230683950307861,0.08950210491791709,448097233.5511553,5686.184142292818,40.0,184.5934415052041,0.00014720961655972006,1257900.946740161,0.0,1327647.0078638229,1508875.053133744,-181228.0452699212,-9912552.143924598,-728264302.2067819,-8867980.694449915,-651520786.8424714,-10280880.638309035,-7577437.189366739,0.0,inf,-0.17265860177360495,307.2034522937075,0.11
THA,Thailand,flagship_regional_hub,2500,22412003.91543659,18700789.032039803,0.6230683950307861,0.08950210491791709,1646585274.4628193,5686.184142292818,75.0,182.22964810871926,0.00014720961655972006,1257900.946740161,0.0,1944743.6819181438,4153450.992765457,-2208707.310847313,-40090953.57828628,-2945438259.3477573,-38462482.57851109,-2825796286.3123736,-40876237.28675905,-35671661.42857043,0.0,inf,-2.1315631925651197,1077.7516329357968,0.11
CHN,China,partner_embedded_branch,600,1926718.3719421877,1600727.191870396,0.7017359482639538,0.09422902616181461,141553879.3963834,5720.949103829381,600.0,600.0,0.00013974239750921987,40042687.00524328,0.08,3415266.683805723,1247577.675951269,2267495.2219305555,11049310.441328252,811780683.8829012,11558959.244109277,849224020.8095402,9507703.626779208,13894526.528854163,1.0,1.0,0.6605824723537517,127.55597673299684,0.11
CHN,China,urban_standard_branch,1400,6621112.197425964,5500852.895361558,0.7017359482639538,0.09422902616181461,486445829.92146844,5720.949103829381,491.6566889706093,1400.0,0.00013974239750921987,40042687.00524328,0.0,8008955.595546688,3581887.430742445,4427068.164804243,14160868.77555516,1040383451.9843845,14143514.402516266,1039108445.2870274,11924304.976785066,17539479.70248849,1.0,3.0,0.5527389754563795,359.78612798712095,0.11
CHN,China,flagship_regional_hub,2500,24505092.62212753,20358952.647553388,0.7017359482639538,0.09422902616181461,1800362199.3458254,5720.949103829381,377.96839101864725,2500.0,0.00013974239750921987,40042687.00524328,0.0,14680277.849190513,9738468.721478622,4941809.12771189,-12679263.66544328,-931531554.3100859,-10050502.89478635,-738399392.126769,-13319656.542337904,-5438161.780864257,0.0,10.0,0.34552372608272536,1296.4623322659827,0.11
CHL,Chile,partner_embedded_branch,600,1889494.462610326,1626571.1657467235,0.7300491754565359,0.05603878570421531,138819079.7240718,5921.210076467734,25.0,153.3974050601147,0.00014362057805848737,1068630.331709049,0.08,991966.3301241156,739870.9972066681,311285.01269398094,-1747975.7864467308,-128421858.25687623,-1977047.797536825,-145251526.93245324,-2563819.680429073,-1419355.7657071822,0.0,inf,0.34271232943557095,123.91039516807454,0.11
CHL,Chile,urban_standard_branch,1400,6536652.770064762,5627077.044511305,0.7300491754565359,0.05603878570421531,480240688.698611,5921.210076467734,40.0,152.99520101845113,0.00014362057805848737,1068630.331709049,0.0,1189680.056884793,1672003.297569065,-482323.2406842718,-11797066.374379767,-866717489.7526697,-11513212.471016759,-845863055.7118832,-13307100.934761053,-10165401.222098496,0.0,inf,-0.5324145441663712,349.727268596443,0.11
CHL,Chile,flagship_regional_hub,2500,24282842.464942586,20903883.106002733,0.7300491754565359,0.05603878570421531,1784033724.7726204,5921.210076467734,75.0,151.03603582323973,0.00014362057805848737,1068630.331709049,0.0,1808543.4533372563,4659194.944212147,-2850651.4908748907,-45373228.002284564,-3333521150.777045,-44535994.93078817,-3272010557.970583,-48440742.23233564,-41375559.62913034,0.0,inf,-3.18752116809268,1261.944850785508,0.11
ARG,Argentina,partner_embedded_branch,600,1943526.264981255,1608737.7684907122,0.707334520287245,0.0982784725266234,142788736.80928132,5777.889732991785,38.826110877964645,295.676442691072,0.00012766592179118294,2317223.3363430025,0.08,1760050.4472117876,904416.7544239897,927987.0331417171,630531.8245091003,46324479.561676644,1097103.6066494626,80602995.16656871,-966693.8032781258,3875461.436683445,0.5,6.0,0.5431952128854279,127.71097366030845,0.11
ARG,Argentina,urban_standard_branch,1400,6683476.921286198,5532192.6653833175,0.707334520287245,0.0982784725266234,491027697.5822836,5777.889732991785,40.0,294.9011866805257,0.00012766592179118294,2317223.3363430025,0.0,1955750.2772177632,1896079.3482450705,59670.928972692695,-10136970.275114693,-744752055.4453739,-10145677.267895104,-745391748.6272587,-10880207.759269295,-9348593.623972828,0.0,inf,0.035020071591379535,360.1361335844875,0.11
ARG,Argentina,flagship_regional_hub,2500,24744176.242969517,20481786.940316755,0.707334520287245,0.0982784725266234,1817927409.9771032,5777.889732991785,75.0,291.12485816090543,0.00012766592179118294,2317223.3363430025,0.0,2564803.835827122,4988721.800297896,-2423917.9644707744,-44698440.235716686,-3283945235.8338456,-43674053.45346014,-3208684665.766918,-51498518.29172841,-38068546.04343593,0.0,inf,-1.4410179083455334,1297.052292149833,0.11
VNM,Viet Nam,partner_embedded_branch,600,1735881.7706997597,1427292.2009884617,0.5607053421100122,0.10564209340378694,127533324.22336358,5489.373661609645,33.89884875092005,258.1533608014093,0.00022291997909966156,1158657.1447716802,0.08,1480416.2490616972,685190.5363281603,850040.9556397897,724769.1814428854,53247994.51450921,1261609.7417946241,92689079.95893507,170619.41492948445,2327583.1201443546,0.9,6.0,0.5998453179143035,102.73737575963253,0.11
VNM,Viet Nam,urban_standard_branch,1400,5805890.293341432,4773770.930344147,0.5607053421100122,0.10564209340378694,426552373.37247235,5489.373661609645,40.0,257.47648934427696,0.00022291997909966156,1158657.1447716802,0.08,1676849.2727265826,1464498.5169261699,329510.6371545063,-7384620.354895233,-542539934.3917624,-7257646.895795557,-533211334.0225142,-8562182.788272226,-6267012.652043463,0.0,inf,0.23313585232106282,284.1471180742951,0.11
VNM,Viet Nam,flagship_regional_hub,2500,21176762.81106245,17412146.90573518,0.5607053421100122,0.10564209340378694,1555833469.2896662,5489.373661609645,75.0,254.17939915353506,0.00022291997909966156,1158657.1447716802,0.08,2289474.271075693,3913472.0136809926,-1310919.9815108203,-34425253.84708056,-2529185532.365777,-36075382.92591502,-2650418700.645758,-38358033.18548145,-33673324.81107351,0.0,inf,-0.9395351664647773,983.0243656795269,0.11
PHL,Philippines,partner_embedded_branch,600,1679413.4823763913,1373904.7013916846,0.5168755181476478,0.11124121482849975,123384661.19536287,5175.022721517766,27.353278987288853,208.30621568868278,0.0001370971734825514,1520197.0394094791,0.08,1154869.8232534213,591201.6648913966,610964.2915533364,-115064.10555643757,-8453633.264715357,-58415.43604057746,-4291717.828921582,-1431512.1378783954,802377.0621306093,0.6,7.0,0.5667628011871916,100.4935660826297,0.11
PHL,Philippines,urban_standard_branch,1400,5560460.904269561,4548935.362523443,0.5168755181476478,0.11124121482849975,408520946.12969,5175.022721517766,40.0,207.76004216103544,0.0001370971734825514,1520197.0394094791,0.0,1352156.4212545734,1298840.1253709765,53316.295883596875,-8105050.766948413,-595469164.2918563,-7913323.145697603,-581383146.8589426,-9594040.790270383,-6328317.633250865,0.0,inf,0.0495890380510736,277.3739724005405,0.11
PHL,Philippines,flagship_regional_hub,2500,20167805.024185307,16498999.460377652,0.5168755181476478,0.11124121482849975,1481706450.541368,5175.022721517766,75.0,205.09959110866248,0.0001370971734825514,1520197.0394094791,0.0,1968939.242394878,3545124.888749512,-1576185.6463546338,-34274531.3624213,-2518112117.212594,-33023807.9418614,-2426222843.299821,-37532775.542989634,-29386665.003268883,0.0,inf,-1.4850131956288413,955.6655542644951,0.11
BRA,Brazil,partner_embedded_branch,600,1879179.5139668381,1547384.148632253,0.6571030649385963,0.1040212698360308,138061251.79367825,5559.251244264256,97.75664487696751,600.0,0.00013474588319253468,5527767.533165593,0.08,3322128.716696211,1172860.181609203,2243097.3496157443,7012640.945108274,515211016.3320653,6127153.971945341,450155262.4494551,3770140.5275145937,8402172.336106846,1.0,4.0,0.6724818538377971,122.8238344064465,0.11
BRA,Brazil,urban_standard_branch,1400,6405048.28754929,5274147.636090518,0.6571030649385963,0.1040212698360308,470571852.1331301,5559.251244264256,65.44490260209749,742.5042047280043,0.00013474588319253468,5527767.533165593,0.0,4282656.727045376,2415477.0913527617,1867179.6356926141,-3407995.14496416,-250381654.50585738,-3598478.1143981004,-264376228.73890263,-6354865.563230801,-602213.378234048,0.0,10.0,0.4523461338528363,344.8998704637656,0.11
BRA,Brazil,flagship_regional_hub,2500,23601580.365370255,19434392.014497362,0.6571030649385963,0.1040212698360308,1733982147.7053509,5559.251244264256,75.0,732.9961392101468,0.00013474588319253468,5527767.533165593,0.0,4861913.310987107,5555679.686889029,-693766.3759019217,-37676307.66789509,-2768036880.4218183,-36255881.032051444,-2663679697.9556847,-39224987.981317416,-32604548.993095566,0.0,inf,-0.17025319017046073,1231.128039494686,0.11
IDN,Indonesia,partner_embedded_branch,600,1721044.852089301,1425876.6463692568,0.5612452746451648,0.09728021225120304,126443272.13366365,5355.095315135381,64.28498072103704,489.55597118144317,0.00012742195901306307,3844007.5208474323,0.08,2636754.132259486,896762.8101179451,1811732.3469509762,4580875.403643986,336551876.94277966,3623542.461174199,266217678.72576112,2457626.8418339947,5191788.849387663,1.0,4.0,0.6910738839282109,105.20151114981506,0.11
IDN,Indonesia,urban_standard_branch,1400,5759818.600666473,4771979.544893019,0.5612452746451648,0.09728021225120304,423167536.79050505,5355.095315135381,43.036709242229996,488.27236804518054,0.00012742195901306307,3844007.5208474323,0.0,2830155.267803652,1742199.398533475,1087955.8692701773,-4975421.44627999,-365538740.6945999,-4155760.8452599808,-305319177.964321,-5480195.68809736,-2442461.31034477,0.0,inf,0.41608487247613063,291.67072805204157,0.11
IDN,Indonesia,flagship_regional_hub,2500,21017169.723828044,17412615.043475024,0.5612452746451648,0.09728021225120304,1544108340.7229502,5355.095315135381,75.0,482.0198436333711,0.00012742195901306307,3844007.5208474323,0.0,3428011.7181856204,4287369.8854164705,-859358.1672308501,-33733332.06665987,-2478350800.2722273,-32801136.841512866,-2409863442.4954247,-35989094.630646445,-28692299.064618353,0.0,inf,-0.33292168656315413,1014.0226647865122,0.11
ISR,Israel,partner_embedded_branch,600,2372965.8761420036,2014318.1441032253,1.037263751832545,0.07095381725017592,174339192.65768924,6321.404027333335,25.0,53.28402972142279,0.00014529158593364777,366929.6037400659,0.08,443356.6848706091,891015.161414258,-376377.2636305082,-5349470.5617059795,-393019717.7509205,-5307618.976579755,-389944927.82844037,-5969110.433095278,-4755600.527210913,0.0,inf,-1.1174105561784524,183.56870056341975,0.11
ISR,Israel,urban_standard_branch,1400,8520589.662578175,7232796.109016831,1.037263751832545,0.07095381725017592,625998349.8609897,6321.404027333335,40.0,53.14432036909261,0.00014529158593364777,366929.6037400659,0.0,642508.8519786319,2176368.2025587596,-1533859.3505801277,-18927744.64818384,-1390600578.782954,-19110817.535670355,-1404050742.4464118,-20663766.283386283,-17457334.97308971,0.0,inf,-4.565781582498964,542.7326601106137,0.11
ISR,Israel,flagship_regional_hub,2500,32248836.179631118,27374778.750908673,1.037263751832545,0.07095381725017592,2369286520.397701,6321.404027333335,75.0,52.463785933390064,0.00014529158593364777,366929.6037400659,0.0,1268378.9961809465,6389523.045954782,-5121144.049773835,-65653268.17227261,-4823473394.021879,-61895506.95333581,-4547394810.803933,-66660052.32898857,-56793828.77333968,0.0,inf,-15.441653961961636,2180.427231292414,0.11
COL,Colombia,partner_embedded_branch,600,1793596.9518267666,1475366.6027984275,0.5992576860166072,0.10517798111067324,131773595.09406555,5512.256722329409,25.0,145.76928592659215,0.0001297650419018802,1123917.5929155764,0.08,891377.0172076946,620979.2599212527,320076.09808014205,-1477111.2223433377,-108521736.68322045,-1352751.2075473075,-99385143.19217238,-1843396.8895474493,-243932.1208906613,0.0,inf,0.39834354317326326,110.81737740605604,0.11
COL,Colombia,urban_standard_branch,1400,6046856.04353015,4973987.8568972275,0.5992576860166072,0.10517798111067324,444255861.9765123,5512.256722329409,40.0,145.38708261665278,0.0001297650419018802,1123917.5929155764,0.0,1089354.4865537654,1416903.3580064755,-327548.8714527101,-10283896.769176165,-755546583.3449267,-10827654.306170426,-795495851.4546045,-12141293.030949859,-9825658.086030731,0.0,inf,-0.4087152568683007,308.35807615743363,0.11
COL,Colombia,flagship_regional_hub,2500,22151366.372421984,18221142.781792626,0.5992576860166072,0.10517798111067324,1627436520.8788335,5512.256722329409,75.0,143.5253424431063,0.0001297650419018802,1123917.5929155764,0.0,1709502.5923583773,3975430.697993882,-2265928.1056355047,-39726107.56601072,-2918633424.156485,-40170014.28924177,-2951246762.8148746,-41914480.29516816,-37988692.01492189,0.0,inf,-2.864099482077417,1080.0031451957896,0.11
KWT,Kuwait,partner_embedded_branch,600,2137643.0577080417,1824503.1503335326,0.8865788408844779,0.06511839691174147,157050284.04244635,6263.49841008304,25.0,15.901570003996643,0.00013906808507528384,114403.33509689089,0.08,215615.48010034283,703165.9248708345,-431297.17078082485,-5100123.68224279,-374700476.7983274,-5284447.43528706,-388242540.17836154,-5649166.639377203,-4978877.6393383015,0.0,inf,-4.33031642486212,149.42610630583448,0.11
KWT,Kuwait,urban_standard_branch,1400,7552357.902400369,6446025.090900742,0.8865788408844779,0.06511839691174147,554863427.4956625,6263.49841008304,40.0,15.859876497369871,0.00013906808507528384,114403.33509689089,0.0,415364.77877637395,1777910.4204442184,-1362545.6416678445,-16598746.390156511,-1219491638.6637697,-16910614.33171647,-1242404233.2754443,-18393400.10380633,-15449603.743102685,0.0,inf,-13.716215072112037,430.0264843342159,0.11
KWT,Kuwait,flagship_regional_hub,2500,28356743.50829623,24202809.5745593,0.8865788408844779,0.06511839691174147,2083338753.1366649,6263.49841008304,75.0,15.656784388420316,0.00013906808507528384,114403.33509689089,0.0,1044143.5943589283,5331175.04757767,-4287031.453218741,-56526814.363437645,-4152962871.7859645,-55772561.801673986,-4097548765.751006,-60224173.60093017,-50077399.96177858,0.0,inf,-43.71566884730577,1619.8622298435255,0.11
PER,Peru,partner_embedded_branch,600,1833607.6991750642,1511605.8490498788,0.6287356397919689,0.1027451972396711,134713140.6899229,5404.498958567224,25.0,120.9694531661912,0.00013124580128804375,922181.6010249588,0.08,747628.1123089219,624696.7298994383,172907.12080143858,-2131611.578435707,-156607157.89493513,-2191737.169552493,-161024518.93613514,-2815113.6869046814,-1570540.809338168,0.0,inf,0.26447323297666353,120.26324999553827,0.11
PER,Peru,urban_standard_branch,1400,6217860.447767933,5125935.185400058,0.6287356397919689,0.1027451972396711,456819367.4510175,5404.498958567224,40.0,120.65227437843917,0.00013124580128804375,922181.6010249588,0.0,945982.4875779598,1449558.5799930154,-503576.0924150556,-11201244.251937486,-822943093.8211701,-11770925.808779625,-864796971.1526495,-13311546.321347097,-10724393.463209756,0.0,inf,-0.7722788709136958,337.0923059505137,0.11
PER,Peru,flagship_regional_hub,2500,22849673.262731086,18837017.192042917,0.6287356397919689,0.1027451972396711,1678740359.972264,5404.498958567224,75.0,119.10727339074921,0.00013124580128804375,922181.6010249588,0.0,1567966.5295981623,4114826.821829981,-2546860.2922318187,-41772432.58613076,-3068974672.4271827,-42988527.751085214,-3158319846.491705,-46503693.113967195,-39983832.29291051,0.0,inf,-3.956502113686348,1198.6388589843186,0.11
DOM,Dominican Republic,partner_embedded_branch,600,1844570.4768716819,1547489.8219274292,0.661268977954543,0.08361439793700153,135518563.9082379,5744.840835749256,25.0,48.384489123374735,0.00014239580417668108,339965.7151827424,0.08,386842.7413755157,568715.6382607725,-136375.64582439495,-3364500.3222621875,-247186137.72624844,-3128454.862167665,-229844137.42310998,-3918419.8774872306,-2260664.970454863,0.0,inf,-0.49062837278822763,116.6204921646168,0.11
DOM,Dominican Republic,urban_standard_branch,1400,6299099.544636276,5284586.604228974,0.661268977954543,0.08361439793700153,462787914.5349281,5744.840835749256,40.0,48.257626240188266,0.00014239580417668108,339965.7151827424,0.0,586143.0865865201,1395841.879629358,-809698.7930428379,-12418405.279912794,-912366575.6693851,-12185397.23563875,-895247730.9654199,-14015986.623804709,-11038087.053466268,0.0,inf,-2.9206501333200308,326.49105434010835,0.11
DOM,Dominican Republic,flagship_regional_hub,2500,23237982.875370875,19495347.254363507,0.661268977954543,0.08361439793700153,1707269040.0723355,5744.840835749256,75.0,47.63966789179606,0.00014239580417668108,339965.7151827424,0.0,1212735.0171260699,4110397.4452959145,-2897662.4281698447,-43552423.2709965,-3199748630.0545154,-44043043.089884214,-3235793928.4663944,-46476142.717003696,-41152500.643533885,0.0,inf,-10.587686260747892,1158.0398241316352,0.11
MEX,Mexico,partner_embedded_branch,600,1974471.6706803686,1616998.1081476153,0.7115853330049653,0.11006576756563484,145062261.72604895,5637.527377821153,48.85045214386896,372.01583128294016,0.00013454435533834407,2766445.3420121446,0.08,2133359.456486851,1005522.3587447088,1208278.8864417188,1701214.415344336,124986351.7594915,2272807.486749866,166980665.96327725,-428934.01264559524,5269511.155211756,0.8,6.0,0.5761255036932474,134.20120501239708,0.11
MEX,Mexico,urban_standard_branch,1400,6790114.553376863,5560779.903786919,0.7115853330049653,0.11006576756563484,498862247.11058944,5637.527377821153,40.0,371.0404153634454,0.00013454435533834407,2766445.3420121446,0.0,2328080.4798939736,2042186.278464954,285894.20142901945,-9542292.84802392,-701061759.0221846,-8982005.817930043,-659898087.2369206,-10389371.604022935,-7539307.140468433,0.0,inf,0.13667700877524094,379.90703612566733,0.11
MEX,Mexico,flagship_regional_hub,2500,25137456.223963354,20586377.4909396,0.7115853330049653,0.11006576756563484,1846821257.5727413,5637.527377821153,75.0,366.2890933418535,0.00013454435533834407,2766445.3420121446,0.0,2932366.2002355075,5231478.939706811,-2299112.7394713033,-44957592.6403569,-3302984877.9351172,-42152007.95481266,-3096861657.231336,-46314521.41600294,-37560962.40486544,0.0,inf,-1.1133907698941998,1379.701286186697,0.11
IND,India,partner_embedded_branch,600,1667963.3077023032,1365169.9094939,0.5099906445524391,0.1107264152134038,122543429.45724975,5131.718318167629,181.9194572445319,600.0,0.0001305029568884198,10621302.750913672,0.08,3075869.7512645544,912741.9960065095,2236147.1149385655,8946007.262011614,657253312.932005,8771089.51398499,644402298.3940119,7961056.420490162,10179405.241457071,1.0,2.0,0.7262502785931755,99.84204410811812,0.11
IND,India,urban_standard_branch,1400,5513796.9484175,4512850.880040055,0.5099906445524391,0.1107264152134038,405092596.62359047,5131.718318167629,121.78917531160006,1381.7573434102858,0.0001305029568884198,10621302.750913672,0.0,7127157.891623554,2598254.448767723,4528903.442855831,7429416.881657427,545831085.9368014,7725632.822235945,567593745.2535704,3457531.0209447537,11286520.69002665,1.0,5.0,0.6387022857941422,275.45258673402316,0.11
IND,India,flagship_regional_hub,2500,19980993.72821546,16353747.875378648,0.5099906445524391,0.1107264152134038,1467981630.1188889,5131.718318167629,93.62723963420989,1364.0633838781125,0.0001305029568884198,10621302.750913672,0.0,7669989.492021471,5328721.099828759,2341268.392192712,-22525284.35647518,-1654907863.8574393,-21001868.04618754,-1542984143.2985477,-25591883.834657032,-16468884.074657602,0.0,inf,0.3344674361728633,948.1981030592766,0.11
IRN,"Iran, Islamic Rep.",partner_embedded_branch,600,1864025.294804508,1473594.3049051194,0.5888842660019755,0.14995588961059964,136947887.98146293,5475.551064739519,28.99338897684394,220.79631259429283,0.00013068625709133626,1690394.4212976426,0.08,1280622.2251355902,702116.2024801048,634675.3188538938,-334517.5228736492,-24576634.43625185,-1315914.071842151,-96678759.35276382,-1843986.1515596602,-452327.4948147481,0.0,8.0,0.5249669469568857,113.79049341000297,0.11
IRN,"Iran, Islamic Rep.",urban_standard_branch,1400,6254772.5893161725,4944673.922496102,0.5888842660019755,0.14995588961059964,459531261.88721097,5475.551064739519,40.0,220.21739035453894,0.00013068625709133626,1690394.4212976426,0.0,1477579.1035807556,1538104.8442933427,-60525.74071258702,-9655991.053052409,-709415041.0776021,-10146193.349267472,-745429664.557997,-12251591.352695366,-8985202.36447249,0.0,inf,-0.050195024171002585,316.28588636226783,0.11
IRN,"Iran, Islamic Rep.",flagship_regional_hub,2500,22846936.616435118,18061512.242535267,0.5888842660019755,0.14995588961059964,1678539301.57921,5475.551064739519,75.0,217.397417939124,0.00013068625709133626,1690394.4212976426,0.0,2092755.8367374649,4189137.1565035237,-2096381.3197660588,-40178745.270376526,-2951888218.3947663,-40194052.573148854,-2953012829.091416,-45123461.83406083,-35732914.80105229,0.0,inf,-1.7611164189903596,1105.2995322943289,0.11
JOR,Jordan,partner_embedded_branch,600,1647833.2156583415,1394497.9192504217,0.540749653968347,0.07424340715995267,121064493.73788114,5144.94154006281,25.0,14.679230401772461,0.00014085464809696882,104269.73229436572,0.08,192502.83097942272,431343.0119581183,-204332.7400220461,-3258250.052911931,-239380047.3123814,-3269892.4610165707,-240235402.22918034,-3737581.029369399,-2877247.20668017,0.0,inf,-2.7055416701843944,103.34946311636133,0.11
JOR,Jordan,urban_standard_branch,1400,5497983.432031312,4652732.074573378,0.540749653968347,0.07424340715995267,403930794.9695653,5144.94154006281,40.0,14.640741838072248,0.00014085464809696882,104269.73229436572,0.0,392312.7304256321,1092076.336176227,-699763.605750595,-10628542.317583304,-780867312.676296,-10775416.045860728,-791657963.9317373,-12093091.186755456,-9892910.952068778,0.0,inf,-9.289831231188764,286.61435528056154,0.11
JOR,Jordan,flagship_regional_hub,2500,20031937.906130027,16952259.162643224,0.540749653968347,0.07424340715995267,1471724442.8316765,5144.94154006281,75.0,14.453261239659446,0.00014085464809696882,104269.73229436572,0.0,1021386.7367756515,3277250.151560912,-2255863.4147852603,-36228301.677042134,-2661653473.080441,-36793343.56870922,-2703166479.3151407,-38173907.15551972,-35325403.582204156,0.0,inf,-30.336571974144384,996.9970309769567,0.11
