iso3,country,format,capacity_students,capex_usd,capex_base_usd_for_diag,cost_factor,risk_premium,capex_rub,avg_tuition_usd,students_year_1,students_year_10,capture_ceiling,demand_pool_students,host_subsidy_share,annual_revenue_year_10_usd,annual_opex_year_10_usd,cashflow_year_10_usd,npv_10y_usd,npv_10y_rub,npv_expected_usd,npv_expected_rub,npv_p10_usd,npv_p90_usd,npv_positive_probability,payback_years,margin_year_10,breakeven_students,discount_rate
MAC,"Macao SAR, China",flagship_regional_hub,2500,31961689.21381298,28234130.387400474,1.080775468890195,0.029111954389523687,2348190148.6807046,7432.241403317477,75.0,8.30457655041677,0.0001744399174767857,48376.58519111298,0.0,1009252.7529680259,6256361.834363873,-5247109.081395848,-65691981.44648794,-4826317615.693878,-66220786.21754463,-4865168320.538165,-70815182.0669633,-62875141.488436185,0.0,inf,-85.01250095262601,1645.7813424230735,0.11
MLT,Malta,partner_embedded_branch,600,2205730.2595126075,1909151.4290295197,0.9572582538855026,0.05031444669056587,162052575.8631058,6771.527257900493,25.0,2.964366130219866,0.00011441960035027412,25921.347269797585,0.08,139270.3546110536,728586.1102645958,-531028.8668323746,-5627379.573018599,-413437387.1121462,-5483591.775517225,-402873455.7962975,-6242466.920807307,-4990120.761253283,0.0,inf,-26.454506024848254,147.09937181746267,0.11
MLT,Malta,urban_standard_branch,1400,7862609.259643158,6805415.865884424,0.9572582538855026,0.05031444669056587,577657253.4357972,6771.527257900493,40.0,2.9565936386442897,0.00011441960035027412,25921.347269797585,0.0,339219.82823803043,1866257.512609749,-1527037.6843717187,-17737199.859546233,-1303132562.7610164,-17795802.614139162,-1307438042.6779287,-20058799.07273145,-16415819.400710227,0.0,inf,-76.2731153911226,423.2443314021594,0.11
MLT,Malta,flagship_regional_hub,2500,29655224.371046636,25667832.11229329,0.9572582538855026,0.05031444669056587,2178736713.793988,6771.527257900493,75.0,2.9187332658047738,0.00011441960035027412,25921.347269797585,0.0,968973.7105932204,5639025.512990185,-4670051.802396964,-59941034.457422234,-4403801866.448909,-58308302.40748223,-4283846838.7450714,-61531356.818512104,-55335756.2774269,0.0,inf,-236.2874519601354,1593.574951970092,0.11
FSM,"Micronesia, Fed. Sts.",partner_embedded_branch,600,1957364.329751639,1609280.1951065161,0.7062790598655634,0.10572548109824817,143805404.20609018,4699.913059066784,25.0,0.012482827159321686,8.712132949026444e-05,143.3555849989447,0.08,120056.32147428497,562299.0893398777,-397258.8407184025,-4597304.486128683,-337758903.5609396,-4470843.332773547,-328467941.7312064,-5048436.485504055,-3968294.887685241,0.0,inf,-6771.280260884221,168.01886105405146,0.11
FSM,"Micronesia, Fed. Sts.",urban_standard_branch,1400,6727101.293081973,5530800.125904966,0.7062790598655634,0.10572548109824817,494232732.19131017,4699.913059066784,40.0,0.012450097508302496,8.712132949026444e-05,143.3555849989447,0.0,320056.1738008313,1444778.2386649763,-1124722.0648641451,-14251748.589953067,-1047060291.980403,-13859573.122802198,-1018247591.8018425,-14953811.152257083,-12753239.61679092,0.0,inf,-19221.294736890406,488.40729563877954,0.11
FSM,"Micronesia, Fed. Sts.",flagship_regional_hub,2500,24896773.363524064,20469303.382604554,0.7062790598655634,0.10572548109824817,1829138552.5674133,4699.913059066784,75.0,0.012290668993206046,8.712132949026444e-05,143.3555849989447,0.0,950055.4544726775,4373351.128243663,-3423295.6737709856,-47891250.328984454,-3518517481.2951264,-46619595.56723793,-3425090404.769847,-51924169.74901449,-41611178.754504524,0.0,inf,-59262.376651314815,1883.0637842364206,0.11
MCO,Monaco,partner_embedded_branch,600,1946796.5406167554,1743373.4218146042,0.8316653523169946,0.015166925673443491,143029000.36291835,6338.761732338671,25.0,0.1559334344461749,0.00011019361063259998,1415.8230719206153,0.08,120948.88789157718,608094.9737258,-438498.4879361589,-4799890.209694631,-352642653.82703394,-4695021.084597612,-344938034.5621935,-5287420.953694931,-4009363.577589185,0.0,inf,-443.6335969247389,128.98063038576035,0.11
MCO,Monaco,urban_standard_branch,1400,6848622.4633370275,6133001.641168766,0.8316653523169946,0.015166925673443491,503160758.89666176,6338.761732338671,40.0,0.15552458100083694,0.00011019361063259998,1415.8230719206153,0.0,320946.39993198664,1562201.001658409,-1241254.6017264223,-15014364.24613713,-1103088825.3630242,-14477040.878639642,-1063612268.6086881,-15789689.73960599,-13201646.250513809,0.0,inf,-1259.0918251187632,367.030669588335,0.11
MCO,Monaco,flagship_regional_hub,2500,25666626.125602193,22984689.402032364,0.8316653523169946,0.015166925673443491,1885698788.159255,6338.761732338671,75.0,0.1535330260757911,0.00011019361063259998,1415.8230719206153,0.0,950934.2808995259,4728359.122948774,-3777424.8420492485,-50668133.87235892,-3722532060.65495,-49245344.12596513,-3618001263.05612,-53886918.74175592,-43223401.99794571,0.0,inf,-3881.410665901256,1348.1316438877927,0.11
MNE,Montenegro,partner_embedded_branch,600,1880879.2224744367,1576813.2725785715,0.6845713931114723,0.08439612475692514,138186127.50805214,5883.9553883911485,25.0,1.4061496766394754,9.796396406976998e-05,14361.220664705359,0.08,127942.77308807742,536077.8336239113,-365248.8338459209,-4318958.937512217,-317309162.28419137,-4301533.751348414,-316028953.02444154,-4597020.073835643,-3964225.2520286147,0.0,inf,-44.14564996429448,118.27463958650196,0.11
MNE,Montenegro,urban_standard_branch,1400,6448695.575980927,5406189.112795965,0.6845713931114723,0.08439612475692514,473778570.40218514,5883.9553883911485,40.0,1.4024627884362058,9.796396406976998e-05,14361.220664705359,0.0,327921.9473417958,1375453.3357383376,-1047531.3883965418,-13490495.046561966,-991131831.5263565,-13428274.229684096,-986560536.5532379,-13978314.792276043,-12618191.966308113,0.0,inf,-126.94228949932878,331.5215087699588,0.11
MNE,Montenegro,flagship_regional_hub,2500,23839674.15278175,19985714.217524923,0.6845713931114723,0.08439612475692514,1751474636.3633072,5883.9553883911485,75.0,1.384503687337656,9.796396406976998e-05,14361.220664705359,0.0,957820.5036141035,4160078.922549196,-3202258.4189350926,-45465552.6999479,-3340304144.7572026,-46585424.9881777,-3422579929.913929,-52028941.99051649,-41548803.2873746,0.0,inf,-393.0908076858032,1178.8538708592064,0.11
NLD,Netherlands,partner_embedded_branch,600,2273270.222851094,2028460.4850105632,1.0590070321652054,0.018806779216225332,167014662.67562473,6850.217703140483,25.0,129.77107461671164,0.00010946390751430706,1186132.2339500969,0.08,973401.7081871642,1003581.9443721577,50106.31936477905,-3545621.9077532827,-260492941.37853518,-3615571.6795398504,-265632074.16694534,-4410163.872343144,-2565802.2660482884,0.0,inf,0.05636509293187208,160.8717129254712,0.11
NLD,Netherlands,urban_standard_branch,1400,8200272.179150639,7317180.295827992,1.0590070321652054,0.018806779216225332,602464976.7028004,6850.217703140483,40.0,129.43081820441176,0.00010946390751430706,1186132.2339500969,0.0,1171164.1109079863,2297558.4783202084,-1126394.367412222,-17061913.83643558,-1253520041.457702,-16048401.002722338,-1179058368.4289072,-18303076.993673846,-13941756.666364655,0.0,inf,-1.2704231520784006,470.0479463984372,0.11
NLD,Netherlands,flagship_regional_hub,2500,31114314.349642772,27763596.488450404,1.0590070321652054,0.018806779216225332,2285934449.52247,6850.217703140483,75.0,127.77340442590223,0.00010946390751430706,1186132.2339500969,0.0,1790264.61150929,6461441.939015602,-4671177.327506311,-62648442.277063735,-4602712140.809368,-61098916.5105976,-4488870187.225445,-64307607.902045585,-57433281.67084911,0.0,inf,-5.336807206900298,1834.632537611704,0.11
NCL,New Caledonia,partner_embedded_branch,600,1834697.4679768735,1551052.621056457,0.6657743723299475,0.07533862257609025,134793204.80504614,5316.966520944462,25.0,0.39903772180877173,0.00012842506023050173,3108.7824289344962,0.08,122036.80339915314,515910.03946765343,-352600.432911088,-4200118.13784111,-308578059.45723474,-4119366.314504792,-302645311.8237211,-4424062.098320895,-3680862.656920945,0.0,inf,-166.19002881445695,128.68261371477766,0.11
NCL,New Caledonia,urban_standard_branch,1400,6273320.431640361,5303462.978532577,0.6657743723299475,0.07533862257609025,460893951.46014255,5316.966520944462,40.0,0.3979914551889106,0.00012842506023050173,3108.7824289344962,0.0,322031.46295314695,1325058.7980271277,-1003027.3350739807,-13060249.612959798,-959522172.7895823,-12968133.674667384,-952754516.1307707,-13718026.73548351,-11877029.257249717,0.0,inf,-473.9964566813186,363.908559551684,0.11
NCL,New Caledonia,flagship_regional_hub,2500,23159699.35424998,19579202.028277814,0.6657743723299475,0.07533862257609025,1701517635.8874564,5316.966520944462,75.0,0.392895014243004,0.00012842506023050173,3108.7824289344962,0.0,952005.449251497,4010035.116569029,-3058029.667317532,-43958011.96383091,-3229546785.169497,-43521772.7412479,-3197496769.349468,-47756260.46348436,-39839919.56691157,0.0,inf,-1463.86575398675,1318.6557556573844,0.11
NZL,New Zealand,partner_embedded_branch,600,2213435.18105881,1977872.4484458747,1.0188254039371345,0.01736277409782607,162618647.9736916,6384.573032512715,25.0,25.31348556235551,9.926139107879234e-05,255151.2774006705,0.08,275151.16538910236,788844.3648276456,-450585.6502523316,-5375765.682665776,-394951591.3632037,-5210676.583492497,-382822676.8449519,-5682157.096473795,-4844523.710085701,0.0,inf,-2.788004996014171,167.7763759510198,0.11
NZL,New Zealand,urban_standard_branch,1400,7953931.182556225,7107441.626226904,1.0188254039371345,0.01736277409782607,584366574.6581051,6384.573032512715,40.0,25.247114255762796,9.926139107879234e-05,255151.2774006705,0.0,474744.36303306604,1974142.1056867435,-1499397.7426536775,-17896857.880387653,-1314862461.9284124,-17759424.950387247,-1304765415.7375057,-20063482.182969894,-16326819.87070443,0.0,inf,-9.301933878133914,493.2263842711115,0.11
NZL,New Zealand,flagship_regional_hub,2500,30123802.05367957,26917905.089006998,1.0188254039371345,0.01736277409782607,2213162600.701579,6384.573032512715,75.0,24.923814784928737,9.926139107879234e-05,255151.2774006705,0.0,1102762.79911347,5883202.568480919,-4780439.769367449,-61287978.14437057,-4502760337.490948,-62035471.43163755,-4557677847.063836,-64836055.36143046,-58562058.22631131,0.0,inf,-30.041490501780796,1953.824878789678,0.11
MKD,North Macedonia,partner_embedded_branch,600,1819363.1106669884,1522666.2578243786,0.6408869149714563,0.0862304564402331,133666606.44128191,5765.375414425257,25.0,3.453178369101141,9.747984126005505e-05,35442.99005380196,0.08,139112.5148840072,504880.2478192349,-325377.3131096889,-4042416.0774458856,-296991862.55226403,-4252439.121435831,-312422024.56885695,-4501722.495630976,-3926089.631454195,0.0,inf,-16.343334327324825,111.94893690855199,0.11
MKD,North Macedonia,urban_standard_branch,1400,6189387.39225365,5180038.708893701,0.6408869149714563,0.0862304564402331,454727483.38274425,5765.375414425257,40.0,3.4441242244362202,9.747984126005505e-05,35442.99005380196,0.0,339062.4023626794,1292735.1865533835,-953672.7841907041,-12700056.516323632,-933059182.1921294,-12533728.100070234,-920839216.4112501,-13116329.38305495,-11640943.726788586,0.0,inf,-48.02783276757937,312.2275677955775,0.11
MKD,North Macedonia,flagship_regional_hub,2500,22786722.323852543,19070724.807772886,0.6408869149714563,0.0862304564402331,1674115423.7388902,5765.375414425257,75.0,3.400020826005533,9.747984126005505e-05,35442.99005380196,0.0,968818.3006196347,3905199.9520455548,-2936381.65142592,-42866770.97931089,-3149374510.401894,-43154177.77182064,-3170489971.3001137,-46530460.107781544,-38987260.003564015,0.0,inf,-149.79707479152827,1098.76914275571,0.11
MNP,Northern Mariana Islands,partner_embedded_branch,600,1870795.3705188693,1555549.5186261951,0.6657743723299475,0.09332621285504268,137445277.99711376,5354.7693485015525,25.0,0.08201014169709736,0.00014219902123011445,577.0282948493177,0.08,120421.57957730484,524184.26305663167,-361827.94243479625,-4287127.889127309,-314970570.1735054,-4372350.3425179785,-321231770.07941914,-4774889.687524594,-3927981.117949906,0.0,inf,-823.9365553664542,129.66045969420927,0.11
MNP,Northern Mariana Islands,urban_standard_branch,1400,6390154.7165641785,5313356.153186001,0.6657743723299475,0.09332621285504268,469477637.85578203,5354.7693485015525,40.0,0.08179511321969223,0.00014219902123011445,577.0282948493177,0.0,320420.474206521,1346750.6658619323,-1026330.1916554114,-13310143.194734192,-977881579.3596069,-13001317.171957271,-955192471.1748116,-14670986.43400348,-11666400.49571982,0.0,inf,-2343.251901564694,366.34294598957365,0.11
MNP,Northern Mariana Islands,flagship_regional_hub,2500,23575223.09939088,19602585.89564045,0.6657743723299475,0.09332621285504268,1732045708.3668387,5354.7693485015525,75.0,0.08074769383730866,0.00014219902123011445,577.0282948493177,0.0,950415.0898648853,4076454.664656553,-3126039.5747916675,-44768785.15165624,-3289113399.4285173,-42539336.391167335,-3125318251.3890343,-46454644.25346711,-39919104.79229046,0.0,inf,-7229.754917357741,1324.899122527553,0.11
NOR,Norway,partner_embedded_branch,600,2405004.475359625,2144373.3795332825,1.1515820046282228,0.01958349499201664,176693033.29974878,7052.360763143248,25.0,39.94651581006384,0.00010035514635611214,398258.8278971162,0.08,390448.5510942486,921279.2700799739,-457128.3773793273,-5766773.529053709,-423678507.728694,-5819936.217767077,-427584311.9895076,-6476706.927744213,-4976357.711406012,0.0,inf,-1.6226496333907952,173.58303908516177,0.11
NOR,Norway,urban_standard_branch,1400,8746901.86896529,7798997.346312368,1.1515820046282228,0.01958349499201664,642625258.7208241,7052.360763143248,40.0,39.84177707538389,0.00010035514635611214,398258.8278971162,0.0,589739.441965124,2273086.2710675257,-1683346.8291024016,-19937137.506073713,-1464759561.719979,-20399704.47386625,-1498743848.0200322,-23245001.288346425,-17783686.58566382,0.0,inf,-5.9910146775911555,512.6876715289841,0.11
NOR,Norway,flagship_regional_hub,2500,33319528.483151376,29708680.6406823,1.1515820046282228,0.01958349499201664,2447949106.1758003,7052.360763143248,75.0,39.33158706653486,0.00010035514635611214,398258.8278971162,0.0,1216285.3197249756,6715560.426698833,-5499275.106973857,-68856323.23129232,-5058798325.847493,-70777395.28325838,-5199937376.326181,-75540022.59881637,-65847518.175968744,0.0,inf,-19.82574220819783,2054.502017361481,0.11
POL,Poland,partner_embedded_branch,600,2049611.852012805,1744141.5995124208,0.8216513266640625,0.06830976472937071,150582728.19434357,6287.7990422616695,25.0,141.7111775374675,9.779636854717639e-05,1449798.1212178888,0.08,975409.350141947,824121.5996384011,217217.47847461805,-2410227.749384632,-177076781.4967646,-1993396.3479826166,-146452636.95030007,-3208453.488282918,-499846.24004671635,0.0,inf,0.24377659573282656,135.02656404746028,0.11
POL,Poland,urban_standard_branch,1400,7180294.742254143,6110157.269254279,0.8216513266640625,0.06830976472937071,527528356.38919544,6287.7990422616695,40.0,141.33961448311118,9.779636854717639e-05,1449798.1212178888,0.0,1173166.4888773183,1879379.6904849287,-706213.2016076103,-13688154.090304075,-1005653624.0451411,-13044372.651269507,-958355709.8788543,-13729690.087254426,-12497230.716248112,0.0,inf,-0.7946452215152514,384.0204207905311,0.11
POL,Poland,flagship_regional_hub,2500,26844304.669977937,22843480.554093495,0.8216513266640625,0.06830976472937071,1972221535.3681421,6287.7990422616695,75.0,139.5297037698561,9.779636854717639e-05,1449798.1212178888,0.0,1792241.3482219093,5270956.333932929,-3478714.9857110195,-51539694.38017966,-3786564652.4479814,-52512386.947569706,-3858027305.4123044,-56458861.92335942,-48730838.95012711,0.0,inf,-3.9650943204496856,1408.8050801457582,0.11
PRT,Portugal,partner_embedded_branch,600,2042233.8691126525,1761633.8585355408,0.838528185679104,0.05389450574664335,150040675.90645057,6242.20730214938,25.0,38.985024887839124,9.960415707995771e-05,391603.4467404179,0.08,353618.50274817087,690217.1480266142,-281381.2734363142,-4342245.962046562,-319020034.3610027,-4709276.30364496,-345985349.8248612,-5318323.049895874,-3885759.571198831,0.0,inf,-1.156269813055193,138.0529020794533,0.11
PRT,Portugal,urban_standard_branch,1400,7175954.408514827,6189988.543691996,0.838528185679104,0.05389450574664335,527209476.843735,6242.20730214938,40.0,38.882807157571136,9.960415707995771e-05,391603.4467404179,0.0,553005.9610563745,1706611.9838595686,-1153606.0228031941,-15230825.272579905,-1118991978.868646,-15214406.872750938,-1117785737.0934515,-16930528.386675134,-13876442.771323036,0.0,inf,-4.752933259175813,394.16061688596886,0.11
PRT,Portugal,flagship_regional_hub,2500,26871222.230567925,23179154.75673182,0.838528185679104,0.05389450574664335,1974199138.9353719,6242.20730214938,75.0,38.38489714491628,9.960415707995771e-05,391603.4467404179,0.0,1180022.2258402393,5048612.523982347,-3868590.2981421077,-52804554.046312734,-3879492500.773146,-51319395.2671778,-3770379518.9447594,-57870315.96318887,-46930730.054089874,0.0,inf,-16.14559929002624,1458.507021295211,0.11
PRI,Puerto Rico (US),partner_embedded_branch,600,2238216.5272257216,1903691.1655040502,0.9491848239675236,0.06884054217858343,164439306.21709383,6243.65597291845,25.0,18.595771767894497,0.00014303290758127586,130078.16284848377,0.08,231461.37741085707,759583.4599324155,-467355.4057269652,-5436721.851764024,-399429974.05506593,-5596432.829184794,-411163763.8840947,-6234909.560298285,-4796716.794125105,0.0,inf,-4.025261484469904,164.97291222307936,0.11
